# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Tribuna do Norte
# Propriedade: https://tribunadonorte.com.br – GA4
# ----------------------------------------
#  
# Data de início: 20230101
# Data de término: 20231231
Nº dia,Novos usuários
309,0.026926017157903676,0.012316316996517454,0.006455448908519494
310,0.027530271875713958,0.012756073414058336,0.007463254893001294
311,0.02540840811228347,0.010814186635111593,0.005292048778884397
312,0.030913978494623656,0.011370241208950886,0.007301656495204882
313,0.024252223120452707,0.011177111525078205,0.010931074478928684
314,0.023847973861118414,0.008262290156607954,0.007736508055732903
315,0.02225974141378238,0.009108277424801173,0.007286621939840939
316,0.02700558860645394,0.009771047413016045,0.006778438795745448
317,0.02043060009161704,0.007817987479004428,0.006626965948999847
318,0.017891315573646,0.010327754320950153,0.005194252908477871
319,0.021545157780195865,0.010337323177366704,0.0038810301051867974
320,0.01890133579705124,0.0087769950340686,0.004196019555760866
321,0.02301088150144754,0.007137865628431666,0.006389138464610163
322,0.017340565417488494,0.008793556870479948,0.003410585141354372
323,0.01746662371595261,0.0091270267368195,0.003901356526718923
324,0.021995053586150042,0.01599340478153339,0.0034954657873042046
325,0.020287958115183247,0.011979285226496699,0.003471431823355338
326,0.02451116487526276,0.011184706302304366,0.0026970213778606273
327,0.018381567135467874,0.008164835634591545,0.0018809045440943872
328,0.021972245584524812,0.009724558452481076,0.0038898233809924305
329,0.022370486656200943,0.008192700156985871,0.002305729984301413
330,0.04573954479904696,0.010878424979622547,0.00018809956737099505
331,0.029966347048179527,0.010501750291715286,0.00003382206213112813
332,0.02151555146051747,0.010334437333466145,0.00009960903453943273
333,0.024565189793068428,0.010283102704075156,0.00019042782785324362
334,0.021349528670963895,0.007898953016133239,0.00007451842468050225
335,0.02004994124559342,0.008923325499412455,0.00003672150411280846
336,0.01726384364820847,0.010871335504885993,0.000040716612377850165
337,0.025553925731490776,0.01158032888134023,0.0000386010962711341
338,0.02921193183882571,0.013116302728626966,0.00007266649711150674
339,0.020184221065278334,0.010065411827526365,0.00016019223067681218
340,0.018138210163393793,0.010193374306700644,0.0001798830760005996
341,0.0207181302071813,0.0102484701024847,0.00003686500036865
342,0.03248259860788863,0.012479786261688814,0.0001054629824931449
343,0.014969728803251044,0.004506123351671136,0
344,0.012742974062706866,0.004693988084491786,0.00009026900162484202
345,0.017205386432979284,0.00704273817989952,0.00006882154573191713
346,0.023627432692905553,0.007678915625194305,0.00015544363613753654
347,0.022018096122750887,0.008979254825059346,0
348,0.02008188042634291,0.00748217688995553,0
349,0.01826109936575053,0.00507399577167019,0.00002642706131078224
350,0.027457110790444123,0.007415424082090749,0
351,0.0238917885760494,0.006542674410056605,0.00022053958685584063
352,0.01988388969521045,0.007764876632801161,0
353,0.01936101013965946,0.00007652573177731012,0.00007652573177731012
354,0.020082409889186702,0.00008000960115213825,0.00004000480057606913
355,0.018768273130246156,0.00037725172121097803,0
356,0.014005512467149542,0.00019229536568168707,0.00003204922761361451
357,0.017483931862106162,0.00017978336104993483,0
358,0.017567064853470014,0.0002480056214607531,0.0000826685404869177
359,0.000871476204910579,0.00018945134889360412,0.000037890269778720825
360,0.004064171122994653,0.0005347593582887701,0.00032085561497326203
361,0.1201765447667087,0.09331651954602774,0.06841109709962169
362,0.06560420857187065,0.069627108154108,0.039842178554850685
363,0.04402414916920447,0.04215419137682321,0.027034246941283327
364,0.039457127449218046,0.017886032716160346,0.017751213374078735

#  
# Data de início: 20230101
# Data de término: 20231231
Coorte,Dia 1,Dia 7,Dia 30
0,54.85572139303483,53.14529914529915,0
1,87.61525704809287,153.17894736842106,144.86764705882354
2,196.57651245551602,102.2125,109.87142857142857
3,250.438,82.67632850241546,115.73846153846154
4,73.82492581602374,196.33544303797467,138.69565217391303
5,90.40939597315436,107.24271844660194,0
6,49.7277628032345,52.766129032258064,92.25490196078431
7,55.95988538681949,61.656716417910445,0
8,146.77437858508605,116.81012658227849,173.98181818181817
9,97.42549019607843,181.20652173913044,129.69333333333333
10,154.0958230958231,184.5472972972973,259.67241379310343
11,98.21663019693655,169.44025157232704,63.471698113207545
12,54.044117647058826,85.34328358208955,91.88095238095238
13,67.95750708215297,77.94214876033058,93.59322033898304
14,87.2825484764543,117.25,87.02439024390245
15,122.89711934156378,127.57638888888889,114.38571428571429
16,176.452868852459,103.96174863387978,104.6029411764706
17,133.56511627906977,168.51973684210526,262.4909090909091
18,102.40551181102362,153.83098591549296,54.47727272727273
19,71.7335092348285,153.9915254237288,42.708333333333336
20,85.82519280205655,78.98319327731092,0
21,106.43440233236151,101.47183098591549,77.34615384615384
22,139.0921568627451,178.76271186440678,75.43636363636364
23,100.6927374301676,124.17222222222222,150.17977528089887
24,110.07606263982103,84.78787878787878,132.12280701754386
25,128.49792531120332,99.22535211267606,117.05405405405405
26,88.27478753541077,148.46153846153845,87.16923076923077
27,85.98026315789474,97.44680851063829,149.42857142857142
28,90.07754010695187,76.00787401574803,96.57894736842105
29,105.93372319688109,121.37735849056604,125.7741935483871
30,95.09004739336493,96.25906735751295,156.53846153846155
31,121.76647834274952,153.67487684729065,127.09836065573771
32,99.56694560669456,118.87628865979381,246.55769230769232
33,69.0979228486647,131.95205479452054,0
34,60.80165289256198,87.13492063492063,189.85416666666666
35,67.29476584022039,102.52272727272727,0
36,108.97394136807817,144.41101694915255,234.2941176470588
37,75.15081967213115,114.44,220.29310344827587
38,77.4154411764706,89.80995475113122,122.01587301587301
39,92.21701388888889,84.62396694214875,140.1578947368421
40,55.94583333333333,67.48743718592965,313.02564102564105
41,77.97808219178083,15505.660714285714,0
42,62.76888888888889,59.78082191780822,183.77862595419847
43,106.29272151898734,56.40944881889764,230.17857142857142
44,83.62691131498471,47.792,162
45,78.23449830890642,46.77777777777778,194.67142857142858
46,83.19887165021157,114.955,174.06363636363636
47,53.1404174573055,159.67080745341616,177.67073170731706
48,78.28411214953272,141.79439252336448,157.5438596491228
49,39.950715421303656,94.890625,132.51162790697674
50,36.90870488322717,97.59130434782608,122.65517241379311
51,58.961424332344215,105.51785714285714,155.2
52,90.45263157894736,117.51898734177215,157.34426229508196
53,184.87003610108303,144.1868131868132,166.61111111111111
54,98.01285347043702,154.513698630137,141.2037037037037
55,151.54357798165137,128.89473684210526,99.36708860759494
56,60.288782816229116,88.4358108108108,67.42222222222222
57,97.80404551201012,103.36857142857143,112.81308411214954
58,109.63055555555556,133.15981735159818,139.13483146067415
59,98.36363636363636,126.56,131.87301587301587
60,99.08288288288288,133.17142857142858,104.68627450980392
61,108.76722090261282,162.82926829268294,156.58695652173913
62,142.79706601466992,186.76923076923077,137.8
63,111.05479452054794,112.1726618705036,114.98113207547169
64,119.68484848484849,158.39473684210526,161.28318584070797
65,125.2937062937063,163.07231920199501,140.97142857142856
66,115.96825396825396,146.85163204747775,111.06153846153846
67,137.22865013774106,174.0034965034965,99.78571428571429
68,120.50160771704181,203.49115044247787,0
69,174.24087591240877,202.66326530612244,133.02439024390245
70,140.98932384341637,223.46842105263158,350.24074074074076
71,187.16935483870967,180.8054474708171,203.43283582089552
72,161.8942396313364,137.66581469648563,202.2485549132948
73,160.10957935666312,170.1863799283154,166.5251798561151
74,148.5706494794249,153.85528756957328,79.93243243243244
75,137.12458193979933,152.35548172757476,126.34042553191489
76,148.38745387453875,138.20792079207922,154
77,113.71723518850987,220.58695652173913,0
78,136.81238615664844,149.1221590909091,159.35294117647058
79,177.46772684752105,144.3425605536332,111.0506329113924
80,196.15515288788222,139.7351598173516,157.47368421052633
81,125.94180704441041,202.41545893719805,0
82,130.89320388349515,173.67073170731706,0
83,124.97935779816514,164.13709677419354,0
84,126.03721682847896,133.92,128.71428571428572
85,141.27089337175792,144.72549019607843,158.61971830985917
86,127.82680412371134,174.07692307692307,160.9402985074627
87,127.05263157894737,149.91160220994476,99.08
88,119.97795591182364,141.85185185185185,0
89,121.16666666666667,129.28571428571428,179.70454545454547
90,141.2625,119.21052631578948,0
91,98.32527472527472,147.19375,110.86363636363636
92,119.16279069767442,145.63555555555556,244.4915254237288
93,129.87692307692308,170.02836879432624,241.05633802816902
94,121.95675675675676,110.67527675276753,138.5735294117647
95,118.16358839050132,180.02985074626866,0
96,117.69375,172.85271317829458,0
97,136.5171339563863,151.1818181818182,0
98,83.84730538922156,129.40860215053763,0
99,162.8187134502924,148.98726114649682,353.2307692307692
100,148.04506065857885,178.82673267326732,165.22222222222223
101,104.39267886855241,138.98648648648648,158
102,153.47798742138366,133.6225165562914,107.04761904761905
103,98.20414201183432,149.23387096774192,0
104,223.89171974522293,161.61320754716982,137.89655172413794
105,153.0251798561151,177.11926605504587,0
106,121.18981481481481,155.15544041450778,120.67605633802818
107,188.65961945031714,162.90555555555557,117.61538461538461
108,160.03621730382295,154.51,185.98591549295776
109,112.44985673352436,255.07647058823528,268.13157894736844
110,121.86813186813187,125.46153846153847,256.55263157894734
111,207.71374045801528,145.50617283950618,0
112,91.26158940397352,168.03603603603602,0
113,214.8413926499033,164.17391304347825,207.66666666666666
114,140.69471153846155,147.4375,199.32258064516128
115,143.94508009153319,161.9746835443038,104.74
116,130.41666666666666,144.19014084507043,0
117,134.7281879194631,123.95121951219512,0
118,138.16788321167883,139.45454545454547,0
119,119.77910447761194,157.39823008849558,0
120,117.31372549019608,117.02439024390245,0
121,127.22332506203475,177.43827160493828,224.85106382978722
122,161.19370460048427,234.48538011695908,195.53968253968253
123,164.55605381165918,177.7810945273632,0
124,171.0307167235495,210.864406779661,0
125,163.68524590163935,105.28333333333333,168.3695652173913
126,101.85975609756098,120.3931623931624,161.88095238095238
127,288.7127882599581,166.5027624309392,227.59677419354838
128,156.05960264900662,201.84516129032258,0
129,138.7578475336323,156.87820512820514,368.7857142857143
130,123.2255125284738,171.7710843373494,0
131,101.66410256410256,144.4306220095694,0
132,180.46827794561935,168.70542635658916,0
133,114.49829351535836,188.96747967479675,166.75675675675674
134,138.90723981900453,192.89285714285714,130.67307692307693
135,166.57259713701433,126.73214285714286,188.1290322580645
136,174.50827814569536,151.80975609756098,120.61764705882354
137,137.00866551126518,168.69421487603304,0
138,335.44,135.3661971830986,175.24324324324326
139,135.60884353741497,134.6509433962264,0
140,118.57357357357357,153.56603773584905,0
141,142.34549878345499,136.52023121387282,193.87179487179486
142,134.5595026642984,139.1125,146.47619047619048
143,143.9915014164306,148.16,668.2962962962963
144,139.42548076923077,151.2945205479452,83.43589743589743
145,124.67207792207792,230.43589743589743,0
146,150.7355072463768,115.44954128440367,0
147,119.644128113879,176.3,0
148,191.9122340425532,128.30612244897958,682.2692307692307
149,149.123786407767,177.44,212.86274509803923
150,143.64988009592327,163.97101449275362,0
151,369.1832229580574,193.02189781021897,99.52173913043478
152,107.19047619047619,129.6766917293233,0
153,123.66917293233082,122.7936507936508,0
154,103.8092105263158,187.0810810810811,0
155,175.22544642857142,173.57988165680473,214.51666666666668
156,139.53472222222223,188.6024844720497,239.67857142857142
157,123.21483375959079,163.60714285714286,149.39622641509433
158,304.671686746988,164.6315789473684,0
159,129.0344827586207,155.83870967741936,0
160,154.4214559386973,138.09459459459458,0
161,111.46753246753246,198.46456692913387,149.62790697674419
162,217.65,182.97278911564626,189.77777777777777
163,137.5174825174825,131.8132530120482,139.265625
164,149.43141592920355,217.12925170068027,202.92156862745097
165,158.3810623556582,199.3483870967742,0
166,125.46979865771812,150.9448818897638,83.45652173913044
167,187.29430379746836,147.24324324324326,0
168,108.98672566371681,156.57954545454547,0
169,163.96514161220043,154.6883116883117,207.06666666666666
170,141.20763723150358,198.07831325301206,106.01428571428572
171,147.7568306010929,190.98692810457516,129.32432432432432
172,149.78333333333333,180.73376623376623,0
173,138.4894366197183,179.90551181102362,0
174,146.784,175.08264462809916,0
175,114.5728813559322,192.74100719424462,148.2325581395349
176,335.8548752834467,855.515873015873,233.92
177,125.75064935064935,171.72972972972974,137.98245614035088
178,132.42,136.79393939393938,209.45283018867926
179,150.02832861189802,158.99324324324326,0
180,148.25454545454545,138.8,0
181,175.90526315789472,170.49,0
182,110.78490566037736,174.57943925233644,0
183,166.56103286384976,209.14110429447854,182.44230769230768
184,200.81449893390192,210.40880503144655,210.390243902439
185,117.8991935483871,253.17469879518072,106.93617021276596
186,149.07258064516128,155.75886524822695,0
187,121.76576576576576,181.7687074829932,0
188,211.009375,116.7156862745098,0
189,130.21428571428572,157.8560606060606,184.2888888888889
190,215.7063829787234,167.4090909090909,177.65
191,123.5072463768116,119.3671497584541,107.27272727272727
192,118.2309468822171,103.24691358024691,77.85185185185185
193,158.76525821596243,159.77300613496934,166.375
194,103.89603960396039,163.94375,179.7111111111111
195,109.90940766550523,178.22471910112358,134.71794871794873
196,119.07581227436823,197.4047619047619,0
197,151.63139931740614,153.125786163522,145.11666666666667
198,137.91917591125198,120.75773195876289,147.33333333333334
199,131.4946466809422,184.9738219895288,211.15873015873015
200,127.97540983606558,133.53703703703704,0
201,118.81099656357388,139.0076923076923,0
202,126.07333333333334,134.96511627906978,0
203,95.09779179810725,153.88235294117646,134.95833333333334
204,153.1504424778761,97.75409836065573,119.775
205,190.4512195121951,140.39837398373984,210.85454545454544
206,222.5260663507109,201.48837209302326,286.08
207,126.02409638554217,214.07079646017698,0
208,107.2124183006536,148.9245283018868,89.94594594594595
209,123.34470989761093,168.39772727272728,0
210,309.79333333333335,161.27388535031847,196.73170731707316
211,130.84248210023867,136.03846153846155,84.6027397260274
212,133.16747572815535,187.83783783783784,153.21666666666667
213,118.42618384401115,180.09202453987731,102.20408163265306
214,103.61349693251533,129.2016806722689,0
215,130.1280276816609,152.30327868852459,105.82051282051282
216,127.55871886120997,110.12048192771084,0
217,124.44871794871794,141.75572519083968,121.05128205128206
218,151.88538205980066,149.27038626609442,220.2982456140351
219,105.36363636363636,148.64141414141415,185.96491228070175
220,101.49460431654676,153.92349726775956,241.89473684210526
221,201.89389920424404,174.3288590604027,0
222,87.05572755417957,189.7112676056338,0
223,137.13385826771653,140.6046511627907,107.61538461538461
224,121.76618705035972,173.87962962962962,255.56410256410257
225,126.77366255144032,147.83333333333334,232.71929824561403
226,102.58962264150944,123.54285714285714,163.08064516129033
227,128.36876355748373,198.03626943005182,200.7826086956522
228,115,122.55900621118012,129.6875
229,88.72598870056497,167.45098039215685,0
230,136.73139158576052,124.37037037037037,107.95348837209302
231,103.6138888888889,175.36241610738256,0
232,149.33760683760684,171.62893081761007,165.1090909090909
233,91.55091819699499,187.83823529411765,264.87654320987656
234,145.1447619047619,318.1756097560976,191.08333333333334
235,138.4452380952381,113.1711229946524,90.09302325581395
236,100.10068649885584,130.74324324324326,167.19230769230768
237,119.91014492753624,142.515625,0
238,100.93548387096774,181,87.72222222222223
239,156.2943722943723,170.75838926174498,189.1451612903226
240,97.39157894736842,148.08536585365854,170.15254237288136
241,1704.1723484848485,269.3767123287671,145.49253731343285
242,187.47441860465116,139.66883116883116,94.36585365853658
243,104.65605095541402,133.85714285714286,108.68181818181819
244,131.37037037037038,132.39166666666668,99.1219512195122
245,110.95918367346938,132.95384615384614,113.07317073170732
246,162.87601078167117,134.18300653594773,181.23636363636365
247,124.31860465116279,168.8659217877095,176.07272727272726
248,146.04591836734693,201.8503937007874,188.91489361702128
249,138.4958904109589,165.3134328358209,130.8409090909091
250,123.30239520958084,142.65891472868216,0
251,116.28025477707007,160.36507936507937,0
252,80.49466192170819,140.7912087912088,0
253,67.06193895870736,135.27312775330395,150
254,101.91214953271027,147.36279069767443,144.11864406779662
255,156.36228287841192,183.6358695652174,165.60377358490567
256,122.70794392523365,122.95808383233533,172.7906976744186
257,91.91643454038997,144.5581395348837,0
258,119.6798780487805,109.85119047619048,0
259,120.13422818791946,202.86666666666667,0
260,140.21120689655172,146.09032258064516,0
261,151.70776255707761,155.14285714285714,0
262,118.58024691358025,113.60377358490567,0
263,129.0979020979021,198.28220858895705,0
264,84.69549549549549,149.9078947368421,0
265,100.95,84.23648648648648,0
266,88.05974842767296,143.41121495327104,0
267,127.08771929824562,129.74468085106383,0
268,124.1287356321839,123.36690647482014,0
269,137.16137566137567,162.10666666666665,0
270,134.56723716381418,119.70114942528735,0
271,71.17682926829268,143.2695035460993,0
272,184.12962962962962,124.8433734939759,0
273,95.51236749116607,137.39344262295083,0
274,124.04941860465117,177,0
275,107.68195718654434,142.98591549295776,0
276,141.82841823056302,116.45161290322581,0
277,103.4043583535109,133.8139534883721,0
278,86.26384364820846,110.21854304635761,0
279,89.48220064724919,99.6896551724138,0
280,95.57835820895522,102.17796610169492,0
281,157.91946308724832,60.981818181818184,0
282,96.31803797468355,63.45945945945946,0
283,75.7390438247012,0,0
284,82.48851774530272,0,0
285,77.29230769230769,0,0
286,97.89851485148515,0,0
287,65.17073170731707,0,0
288,162.842,217.4242774566474,177.68279569892474
289,201.31029619181948,302.84208552138034,296.0518162393162
290,210.68539915966386,245.4774678111588,312.197695035461
291,182.1427304964539,167.75378787878788,194.9012987012987
292,144.30235439900866,130.89361702127658,183.06854838709677
293,117.98322147651007,163.1242362525458,107.86274509803921
294,102.07438016528926,144.8943396226415,163.71270718232043
295,192.35723270440252,142.4,146.75272727272727
296,124.15146948003014,114.98853503184714,177.1829268292683
297,99.18551724137932,90.90757042253522,127.80066445182725
298,153.79553903345726,107.53591160220995,111.33519553072625
299,169.08133971291866,109.72961373390558,156.1340206185567
300,114.00840336134453,122.56862745098039,126.18627450980392
301,223.16564417177915,118.7,107.61935483870968
302,139.45550847457628,229.4578947368421,163.976
303,177.93273542600897,175.28076923076924,159.39896373056996
304,131.8879159369527,126.95195195195195,122.00581395348837
305,159.87685774946922,131.1657754010695,189.5304347826087
306,102.29442970822281,159.90776699029126,139.77941176470588
307,101.05574912891986,107.32758620689656,152.5090909090909
308,157.075,144.5785123966942,133.40506329113924
309,149.56969696969696,150.018779342723,141.2716049382716
310,187.36415094339623,168.6949152542373,188.08264462809916
311,154.24686940966012,128.54077253218884,163.6161616161616
312,132.70833333333334,142.25728155339806,83.6822429906542
313,111.18290258449304,194.64285714285714,116.96407185628742
314,111.83966244725738,127.71428571428571,122
315,100.73513513513514,134.03149606299212,106.53125
316,136.2842105263158,173.0886699507389,133.4090909090909
317,124.838,131.3942857142857,181.79285714285714
318,114.7270642201835,125.65929203539822,155.9902912621359
319,178.2876712328767,188.08629441624365,201.1578947368421
320,123.52989130434783,256.26666666666665,163.68627450980392
321,103.35054347826087,148.47663551401868,92.28169014084507
322,97.72189349112426,127.79503105590062,135.95744680851064
323,139.7005076142132,135.43243243243242,129.94594594594594
324,104.9026369168357,118.77631578947368,77.3731343283582
325,144.56410256410257,119.79629629629629,114.20547945205479
326,152.30947368421053,153.46666666666667,97
327,87.90116279069767,137.6043165467626,0
328,121.10876132930514,201.01470588235293,118.07142857142857
329,182.55246913580248,105.76422764227642,0
330,149.38353601496726,115.29045643153528,0
331,111.83346741753822,112.56965174129353,0
332,118.08668730650155,136.46917808219177,0
333,138.6764705882353,127.98268398268398,0
334,196.72169811320754,149.48684210526315,0
335,88.2,121.49717514124293,0
336,122.71919770773638,114.4572864321608,0
337,358.2909836065574,175.62100456621005,0
338,190.51269035532994,155.51351351351352,0
339,349.2212543554007,168.88301886792453,62.55102040816327
340,128.29764453961457,138.09163346613545,0
341,141.79498861047836,138.65,0
342,103.68660968660969,116.94871794871794,0
343,71.75550405561994,85.73617021276596,47.56521739130435
344,117.95389048991355,155.1637168141593,93.37837837837837
345,173.95585738539899,115.69827586206897,0
346,156.7404181184669,136.4023668639053,0
347,126.21052631578948,140.47179487179488,84
348,136.06279069767442,110.62732919254658,44.075
349,112.84139264990328,103.16030534351145,0
350,106.63789868667918,167.49242424242425,0
351,142.29282868525897,81.03787878787878,0
352,143.3948598130841,143.88823529411764,0
353,254.05263157894737,0,0
354,179.42746113989637,0,0
355,349.6165644171779,0,0
356,135.06539509536785,0,0
357,77.15141955835962,0,0
358,83.29498525073747,0,0
359,0,0,0
360,51.421052631578945,0,0
361,220.8447563996697,224.53697383390215,206.10264900662253
362,158.88858195211787,228.28886756238003,258.69395711500977
363,153.2140221402214,145.751677852349,183.43629343629343
364,108.80169491525423,122.41634241245136,122.61025641025641

#  
# Data de início: 20231120
# Data de término: 20231231
Coorte,Usuários
0000,1
0001,0.023609847273800447
0002,0.015708957858485306
0003,0.013435240711754387
0004,0.01296954916774495
0005,0.012168274109057502
0006,0.012029439321661162
0007,0.010603011048869052
0008,0.008299146919732072
0009,0.00747565829506121
0010,0.007274942859568216
0011,0.007049633833165012
0012,0.007030593633750658
0013,0.00692349251204491
0014,0.00662122934634202
0015,0.006094450495878194
0016,0.005289208728979421
0017,0.005274135237776391
0018,0.005461363865350883
0019,0.005173380849208761
0020,0.005266995162996007
0021,0.005062313019291689
0022,0.004313398508993717
0023,0.0039103809547231996
0024,0.004131723272915078
0025,0.004159490230394346
0026,0.004019862101355741
0027,0.004019862101355741
0028,0.003689831978173585
0029,0.003141632903368608
0030,0.0029020437274046382
0031,0.003068645472280246
0032,0.0031630531277097576
0033,0.0029813778916311182
0034,0.0028195361966090993
0035,0.0027187818080414696
0036,0.0023268710367626583
0037,0.0021047353769285144
0038,0.0023863716599325183
0039,0.0025283798138979177
0040,0.0025775669957183354
0041,0.0025617001628730394

#  
# Data de início: 20231120
# Data de término: 20231231
Coorte,Tempo médio de engajamento
0000,155.71645781692476
0001,147.38306843605858
0002,138.19937922596142
0003,127.47319614677025
0004,122.83698795272912
0005,119.37677165539766
0006,125.56840086314608
0007,111.9997257781283
0008,110.62704912569481
0009,99.42910208851522
0010,93.22977307804734
0011,93.04103207045203
0012,86.2995392947217
0013,86.5141639676235
0014,89.11548927990724
0015,87.13006277542225
0016,81.74852904770519
0017,78.67706094682396
0018,70.02821691171044
0019,72.49578613428233
0020,76.38701145988733
0021,76.4282564581699
0022,66.36196131216839
0023,56.43675969579548
0024,66.22685602811275
0025,59.07377773310753
0026,59.700431883387715
0027,58.515525358848414
0028,57.08626357100626
0029,54.52804995272453
0030,39.02401810580513
0031,38.04028117392206
0032,38.67559918471262
0033,36.326631277048975
0034,30.086703608863093
0035,37.08611612127296
0036,29.47935937581634
0037,25.63903746093584
0038,30.586373342471873
0039,28.654549716873102
0040,36.38820182571408
0041,40.11392967196522

#  
# Data de início: 20230903
# Data de término: 20231231
Coorte,LTV
0000,0
0001,0
0002,0
0003,0
0004,0
0005,0
0006,0
0007,0
0008,0
0009,0
0010,0
0011,0
0012,0
0013,0
0014,0
0015,0
0016,0
0017,0
0018,0
0019,0
0020,0
0021,0
0022,0
0023,0
0024,0
0025,0
0026,0
0027,0
0028,0
0029,0
0030,0
0031,0
0032,0
0033,0
0034,0
0035,0
0036,0
0037,0
0038,0
0039,0
0040,0
0041,0
0042,0
0043,0
0044,0
0045,0
0046,0
0047,0
0048,0
0049,0
0050,0
0051,0
0052,0
0053,0
0054,0
0055,0
0056,0
0057,0
0058,0
0059,0
0060,0
0061,0
0062,0
0063,0
0064,0
0065,0
0066,0
0067,0
0068,0
0069,0
0070,0
0071,0
0072,0
0073,0
0074,0
0075,0
0076,0
0077,0
0078,0
0079,0
0080,0
0081,0
0082,0
0083,0
0084,0
0085,0
0086,0
0087,0
0088,0
0089,0
0090,0
0091,0
0092,0
0093,0
0094,0
0095,0
0096,0
0097,0
0098,0
0099,0
0100,0
0101,0
0102,0
0103,0
0104,0
0105,0
0106,0
0107,0
0108,0
0109,0
0110,0
0111,0
0112,0
0113,0
0114,0
0115,0
0116,0
0117,0
0118,0
0119,0
