# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Tribuna do Norte
# Propriedade: https://tribunadonorte.com.br – GA4
# ----------------------------------------
#  
# Data de início: 20230101
# Data de término: 20230220
Nº dia,Novos usuários
8,0.02940751096755532,0.009159716530877887,0.004001349852962445
9,0.027649568927980494,0.009753548724200993,0.0044413480797700945
10,0.028554070473876064,0.010714680216502816,0.004915497625096653
11,0.03256738583874174,0.011635385604864644,0.004268257030930246
12,0.025559828093191586,0.010009047726758652,0.003505994118977607
13,0.01981114608405851,0.007498611368265136,0.0036567302351416405
14,0.024493667354795513,0.008927076940244378,0.0038498019304803884
15,0.03702063029996203,0.011644095684090621,0.006201746614352613
16,0.025434164154388348,0.009978344868583075,0.004713175661330729
17,0.026257992093318364,0.009566108643662453,0.0036116940797501097
18,0.028000738075468216,0.008764646185072424,0.0028600424393394226
19,0.017657891886036184,0.005958184378723865,0.002672155418336764
20,0.015423918250039918,0.005269040395976369,0.0014689445952418968
21,0.02157221206581353,0.009924262209454165,0.0034473752938103943
22,0.02493512812195913,0.009082062925721699,0.003000324359390204
23,0.022267206477732792,0.007738017500326499,0.003950633407339689
24,0.023616422238097238,0.008866663865193091,0.0034458124973736183
25,0.019924949357420382,0.00903264370869724,0.0018596619400259025
26,0.0162309734844235,0.0066569430419985785,0.003253674408167845
27,0.018607726456975535,0.0056673278549164065,0.00292811939170681
28,0.02083150600824489,0.007104639943864574,0.003376896763441803
29,0.020162074554294977,0.006353322528363047,0.0030145867098865476
30,0.026097501819063788,0.012030075187969926,0.004559786563182149
31,0.037412845076809705,0.015135196417436653,0.004648262570149084
32,0.02310077519379845,0.009534883720930233,0.0027906976744186047
33,0.018092849212549857,0.00789506147456721,0.002261606151568732
34,0.018983079383786513,0.006945029042848725,0.002862193787355838
35,0.03154753446070769,0.011723745914452181,0.0040500213159016625
36,0.026766441214563248,0.010181321053388977,0.003741545546121744
37,0.02746141564662054,0.009473124002128791,0.0029448288096505233
38,0.026027347043513324,0.01022764764104256,0.0028226841159866563
39,0.022312501983686166,0.00955343257053988,0.001777382803821373
40,0.018672957437618366,0.00787453899059707,0.0017277469515234076
41,0.022731865023237017,0.006920590018185492,0.002677308547181249
42,0.01947229360454595,0.006587281479604763,0.006876832313873104
43,0.025205589356154308,0.005582670321588554,0.008190145082570034
44,0.019991428643456776,0.004285678271611163,0.006453727279602693
45,0.02341229606415338,0.005046548068946446,0.004539588902202968
46,0.016768916155419224,0.0051533742331288344,0.0031083844580777095
47,0.020967253390771715,0.006865681688149968,0.004173257496718608
48,0.035465242972325124,0.007354543473523644,0.005556766179995642
49,0.03344073848297483,0.007445789427849865,0.005791169554994339
50,0.025297752305901318,0.0055968478552879015,0.0032237843646458313

#  
# Data de início: 20230101
# Data de término: 20230220
Coorte,Dia 1,Dia 7,Dia 30
0,54.85572139303483,53.14529914529915,0
1,87.61525704809287,153.17894736842106,144.86764705882354
2,196.57651245551602,102.2125,109.87142857142857
3,250.438,82.67632850241546,115.73846153846154
4,73.82492581602374,196.33544303797467,138.69565217391303
5,90.40939597315436,107.24271844660194,0
6,49.7277628032345,52.766129032258064,92.25490196078431
7,55.95988538681949,61.656716417910445,0
8,146.77437858508605,116.81012658227849,173.98181818181817
9,97.42549019607843,181.20652173913044,129.69333333333333
10,154.0958230958231,184.5472972972973,259.67241379310343
11,98.21663019693655,169.44025157232704,63.471698113207545
12,54.044117647058826,85.34328358208955,91.88095238095238
13,67.95750708215297,77.94214876033058,93.59322033898304
14,87.2825484764543,117.25,87.02439024390245
15,122.89711934156378,127.57638888888889,114.38571428571429
16,176.452868852459,103.96174863387978,104.6029411764706
17,133.56511627906977,168.51973684210526,262.4909090909091
18,102.40551181102362,153.83098591549296,54.47727272727273
19,71.7335092348285,153.9915254237288,42.708333333333336
20,85.82519280205655,78.98319327731092,0
21,106.43440233236151,101.47183098591549,77.34615384615384
22,139.0921568627451,178.76271186440678,75.43636363636364
23,100.6927374301676,124.17222222222222,150.17977528089887
24,110.07606263982103,84.78787878787878,132.12280701754386
25,128.49792531120332,99.22535211267606,117.05405405405405
26,88.27478753541077,148.46153846153845,87.16923076923077
27,85.98026315789474,97.44680851063829,149.42857142857142
28,90.07754010695187,76.00787401574803,96.57894736842105
29,105.93372319688109,121.37735849056604,125.7741935483871
30,95.09004739336493,96.25906735751295,156.53846153846155
31,121.76647834274952,153.67487684729065,127.09836065573771
32,99.56694560669456,118.87628865979381,246.55769230769232
33,69.0979228486647,131.95205479452054,0
34,60.80165289256198,87.13492063492063,189.85416666666666
35,67.29476584022039,102.52272727272727,0
36,108.97394136807817,144.41101694915255,234.2941176470588
37,75.15081967213115,114.44,220.29310344827587
38,77.4154411764706,89.80995475113122,122.01587301587301
39,92.21701388888889,84.62396694214875,140.1578947368421
40,55.94583333333333,67.48743718592965,313.02564102564105
41,77.97808219178083,15505.660714285714,0
42,62.76888888888889,59.78082191780822,183.77862595419847
43,106.29272151898734,56.40944881889764,230.17857142857142
44,83.62691131498471,47.792,162
45,78.23449830890642,46.77777777777778,194.67142857142858
46,83.19887165021157,114.955,174.06363636363636
47,53.1404174573055,159.67080745341616,177.67073170731706
48,78.28411214953272,141.79439252336448,157.5438596491228
49,39.950715421303656,94.890625,132.51162790697674
50,36.90870488322717,97.59130434782608,122.65517241379311

#  
# Data de início: 20230110
# Data de término: 20230220
Coorte,Usuários
0000,1
0001,0.02333592558476662
0002,0.013413013605544902
0003,0.011090368905063196
0004,0.009910642828020476
0005,0.00883567642661915
0006,0.009106541533908158
0007,0.007977779623393685
0008,0.0062261223442006556
0009,0.005762725941138276
0010,0.005241758905516211
0011,0.004863302780000906
0012,0.004808563490026124
0013,0.004753824200051342
0014,0.00505866541835918
0015,0.004548079972215091
0016,0.004277214864926083
0017,0.004098840282077224
0018,0.004002574634190538
0019,0.003807211995832264
0020,0.00394877912507739
0021,0.004058257705026954
0022,0.003797774187215922
0023,0.0036278936321217704
0024,0.003630724974706673
0025,0.003652431934524259
0026,0.003837412983404557
0027,0.004112996995001736
0028,0.004329122812315963
0029,0.0039421726590459505
0030,0.0037571916101656524
0031,0.00359391752110294
0032,0.003675082675203479
0033,0.003708115005360675
0034,0.003950666686800658
0035,0.004015787566253416
0036,0.0038308065173731183
0037,0.0035382344502665236
0038,0.0033862857315434215
0039,0.0032428310405750267
0040,0.0034145991573924467
0041,0.0035165274904489377

#  
# Data de início: 20230110
# Data de término: 20230220
Coorte,Tempo médio de engajamento
0000,43.666302791838135
0001,91.20632904136258
0002,96.34072294877186
0003,104.02225839383874
0004,103.04136820788524
0005,98.80959121355984
0006,106.90449017443231
0007,479.78147287866904
0008,115.452128874823
0009,123.49061124334628
0010,112.68718784930773
0011,108.00571883748916
0012,115.48818070295954
0013,131.15446984101894
0014,116.37973162427268
0015,115.5051408775917
0016,111.46688498499842
0017,123.04853233673887
0018,114.765701643373
0019,106.27923124850432
0020,118.0141485585338
0021,141.42820719713933
0022,126.87645108394096
0023,116.70660328307915
0024,129.59439458373507
0025,134.82098791496549
0026,142.06251546255567
0027,129.71024462130794
0028,145.07607345748377
0029,117.56978524975975
0030,133.33333906676432
0031,157.55489046719936
0032,151.23429885434518
0033,111.51031765146531
0034,120.6439422099699
0035,132.15726494124388
0036,138.58488212396273
0037,116.71365014245079
0038,131.64176945089935
0039,122.63340686963106
0040,113.83479792459568
0041,103.89386472214521

#  
# Data de início: 20221024
# Data de término: 20230220
Coorte,LTV
0000,0
0001,0
0002,0
0003,0
0004,0
0005,0
0006,0
0007,0
0008,0
0009,0
0010,0
0011,0
0012,0
0013,0
0014,0
0015,0
0016,0
0017,0
0018,0
0019,0
0020,0
0021,0
0022,0
0023,0
0024,0
0025,0
0026,0
0027,0
0028,0
0029,0
0030,0
0031,0
0032,0
0033,0
0034,0
0035,0
0036,0
0037,0
0038,0
0039,0
0040,0
0041,0
0042,0
0043,0
0044,0
0045,0
0046,0
0047,0
0048,0
0049,0
0050,0
0051,0
0052,0
0053,0
0054,0
0055,0
0056,0
0057,0
0058,0
0059,0
0060,0
0061,0
0062,0
0063,0
0064,0
0065,0
0066,0
0067,0
0068,0
0069,0
0070,0
0071,0
0072,0
0073,0
0074,0
0075,0
0076,0
0077,0
0078,0
0079,0
0080,0
0081,0
0082,0
0083,0
0084,0
0085,0
0086,0
0087,0
0088,0
0089,0
0090,0
0091,0
0092,0
0093,0
0094,0
0095,0
0096,0
0097,0
0098,0
0099,0
0100,0
0101,0
0102,0
0103,0
0104,0
0105,0
0106,0
0107,0
0108,0
0109,0
0110,0
0111,0
0112,0
0113,0
0114,0
0115,0
0116,0
0117,0
0118,0
0119,0
