# ----------------------------------------
# https://tribunadonorte.com.br – GA4
# Sessões-duracao med sessao mes
# 20240101-20240131
# ----------------------------------------

Mês,Duração média da sessão
,193.51433368576951,Total geral
01,193.51433368576951

