# ----------------------------------------,,,,,,,,,
# https://tribunadonorte.com.br – GA4,,,,,,,,,
# Visualizações por faixa etária-Visualizações por faixa etária,,,,,,,,,
# 20240201-20240229,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
Idade,unknown,25-34,35-44,45-54,55-64,65+,18-24,Totais,
Título da página e nome da tela,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,
Energia dos ventos - Tribuna do Norte,49,0,0,0,0,18,0,67,
Guarda municipal mata ex-companheira e tira a própria vida diante dos filhos no RN - Tribuna do Norte,56,0,11,0,0,0,0,67,
Julgamento de Daniel Alves: juíza aceita pedido da defesa e jogador vai depor na quarta-feira - Tribuna do Norte,41,16,0,10,0,0,0,67,
Luiz Henrique chega e quer estrear no clássico - Tribuna do Norte,30,11,0,12,0,14,0,67,
Morre o último músico fundador do Trio Irakitan - Tribuna do Norte,55,0,0,0,0,12,0,67,
Novas aventuras de Ojuara e Chico Doido - Tribuna do Norte,34,16,0,0,0,0,17,67,
"Obra da engorda de Ponta Negra deve durar 4 meses, diz prefeito - Tribuna do Norte",52,15,0,0,0,0,0,67,
PRF orienta motoristas na volta para casa após o carnaval; saiba - Tribuna do Norte,40,15,12,0,0,0,0,67,
"Pressionado, Botafogo visita o time boliviano do Aurora - Tribuna do Norte",29,11,12,0,0,15,0,67,
"Cadeira Sol, criada pela potiguar Lana Débora, impacta na Abimad - Tribuna do Norte",45,0,21,0,0,0,0,66,
Carnaval 2024: Governo Federal lança campanha para proteger crianças e adolescentes - Tribuna do Norte,51,0,0,0,0,0,15,66,
Dormir x personalidade - Tribuna do Norte,53,13,0,0,0,0,0,66,
Jornalistas se reúnem para viver momentos nostálgicos - Tribuna do Norte,52,0,0,0,0,14,0,66,
Matrícula de novos alunos na rede municipal de Parnamirim vai até dia 31 - Tribuna do Norte,39,15,0,0,0,0,12,66,
STF derruba regras de sobras eleitorais - Tribuna do Norte,53,0,0,0,13,0,0,66,
"“Decisão sobre reoneração sai após Carnaval”, diz líder da Oposição - Tribuna do Norte",37,0,12,17,0,0,0,66,
Carlos Eduardo e Rafael Motta: os prefeitáveis na procissão da Cidade da Esperança - Blog do Heitor Gregório,53,0,0,12,0,0,0,65,
Lula planeja inaugurar obras em São Paulo a fim de fortalecer pré-campanha de Boulos - Tribuna do Norte,37,14,0,0,0,14,0,65,
Mossoró: relatório realizado pelo CNJ em janeiro aponta condições de presídio federal como boas - Tribuna do Norte,50,0,0,15,0,0,0,65,
"Pequenas empresas respondem por 8 em cada 10 empregos criados em 2023, diz pesquisa - Tribuna do Norte",43,0,12,10,0,0,0,65,
Potiguares comemoram notas na redação do Enem 2023; confira destaques - Tribuna do Norte,65,0,0,0,0,0,0,65,
TSE multa deputada Zambelli em R$ 30 mil por fake news sobre e-Título - Tribuna do Norte,42,12,0,0,0,11,0,65,
Acumulado de chuvas chega a 51mm nas últimas 24h no RN - Tribuna do Norte,50,0,0,14,0,0,0,64,
Ministro do Esporte cumpre agenda em Natal com Rafael Motta - Blog do Heitor Gregório,64,0,0,0,0,0,0,64,
Os Motas - Tribuna do Norte,64,0,0,0,0,0,0,64,
Petrobras reduz preço do gás natural em 2% - Tribuna do Norte,52,12,0,0,0,0,0,64,
Semurb alerta sobre o prazo de oito dias para licenciar eventos de Carnaval - Tribuna do Norte,37,15,12,0,0,0,0,64,
‘Baiacu na Vara’ encerra carnaval na Redinha - Tribuna do Norte,39,14,0,0,0,0,11,64,
A presença e inserção da Igreja na Cidade - Tribuna do Norte,47,0,0,16,0,0,0,63,
A volta da arca perdida - Tribuna do Norte,52,11,0,0,0,0,0,63,
ABZ TRIBUNA DO NORTE segue fashionistas em prévias de Carnaval - Tribuna do Norte,51,0,12,0,0,0,0,63,
"Cantor e compositor de samba, Vinícius Lins lança o primeiro álbum solo - Tribuna do Norte",63,0,0,0,0,0,0,63,
Controladoria Geral da União determina demissão de ex-ministro da Educação de Bolsonaro - Território Livre,63,0,0,0,0,0,0,63,
Correios abre inscrições para o 53º Concurso Internacional de Cartas - Tribuna do Norte,43,0,0,0,0,0,20,63,
Curso de Capacitação em Parceria com o TJRN prepara Guarda Municipal de SGA para Instalação da Patrulha Maria da Penha - Tribuna do Norte,36,16,0,11,0,0,0,63,
"Dor e trauma sobrevivem à ""Chacina de Barreiros"" - Tribuna do Norte",51,12,0,0,0,0,0,63,
Estudual: presidente da FNF divulga contato de árbitro da final do primeiro turno - Tribuna do Norte,49,14,0,0,0,0,0,63,
Inteligente - Tribuna do Norte,41,0,0,0,0,22,0,63,
Jean Paul seguro na Petrobras - Blog do Heitor Gregório,63,0,0,0,0,0,0,63,
Mendonça dá 60 dias para renegociação de acordos da Lava Jato - Tribuna do Norte,63,0,0,0,0,0,0,63,
Mercado imobiliário de luxo apresenta crescimento em 2023 - Tribuna do Norte,52,11,0,0,0,0,0,63,
Natal em Natal: programação reúne mais de cinco dias de atrações nacionais   - Tribuna do Norte,48,15,0,0,0,0,0,63,
Toffoli tira diálogos de advogado em inquérito sobre ofensas a Moraes - Tribuna do Norte,41,0,0,11,0,11,0,63,
Atriz potiguar Quitéria Kelly faz parte do elenco da novela Renascer - Tribuna do Norte,51,11,0,0,0,0,0,62,
Bloco Se Parar Eu Caio mantém tradição e esgota ingressos; Márcia Freire promete repertório de sucessos - Blog do Heitor Gregório,48,14,0,0,0,0,0,62,
Central de Regulação de Parnamirim muda de endereço; veja novo local - Tribuna do Norte,49,13,0,0,0,0,0,62,
Presidente do PSG diz que vai sair do Parque dos Príncipes - Tribuna do Norte,51,0,11,0,0,0,0,62,
Saiba como cuidar da saúde no Carnaval 2024 - Tribuna do Norte,62,0,0,0,0,0,0,62,
"Devoto da guitarra, Pepeu Gomes está entre os melhores do mundo - Tribuna do Norte",51,0,0,0,0,0,10,61,
Direito ao esquecimento x direito à desindexação - Tribuna do Norte,61,0,0,0,0,0,0,61,
"Ex-presidente do Chile Sebastián Piñera morre em acidente de helicóptero, diz imprensa - Tribuna do Norte",42,0,0,19,0,0,0,61,
"Federação União Brasil, PP e Republicanos avança e pode sair em 2024 - Blog do Heitor Gregório",61,0,0,0,0,0,0,61,
Governo pretende ceder ou vender 1 mil imóveis da União; entenda - Tribuna do Norte,37,0,0,10,0,14,0,61,
Lewis Hamilton afirma não ter revelado nem mesmo ao pais a negociação com a Ferrari - Tribuna do Norte,47,0,0,14,0,0,0,61,
"Nova pílula, menos reações - Tribuna do Norte",61,0,0,0,0,0,0,61,
"Sem Gui Santos, seleção masculina de basquete é convocada para Eliminatórias da AmeriCup - Tribuna do Norte",46,15,0,0,0,0,0,61,
AS PPPs são a alternativa mais viável para desenvolvermos o turismo e as potencialidades do nosso destino - Tribuna do Norte,48,0,0,0,12,0,0,60,
Alegria e tristeza - Tribuna do Norte,38,0,0,0,11,11,0,60,
"Mais de 370 mil eleitores potiguares estão com títulos cancelados, aponta TRE-RN - Tribuna do Norte",43,17,0,0,0,0,0,60,
Natália Bonavides defende invasores de propriedade privada - Tribuna do Norte,60,0,0,0,0,0,0,60,
STF retoma hoje julgamento sobre revisão da vida toda do INSS - Tribuna do Norte,47,0,0,0,0,13,0,60,
"Xexéu, ex-vocalista do Timbalada, é visto pedindo ajuda nas ruas de Salvador - Tribuna do Norte",48,0,12,0,0,0,0,60,
Aeroportos: O Portal para o Crescimento do Turismo nas Capitais - Tribuna do Norte,59,0,0,0,0,0,0,59,
"Aos 19 anos, aluno da UFRN é aprovado em exame de certificação médica nos EUA - Blog do Heitor Gregório",59,0,0,0,0,0,0,59,
Haddad testa positivo para covid-19 - Tribuna do Norte,34,0,0,12,0,13,0,59,
Materiais - Tribuna do Norte,43,0,0,0,0,16,0,59,
Naming Rights - Tribuna do Norte,43,0,0,0,0,16,0,59,
"Nova temporada do Papo de Fogão ""Sabor e Tradição"" mapeia culinária das quatro regiões do RN - Tribuna do Norte",59,0,0,0,0,0,0,59,
"Parceria com a Shein, intermediada pela Coteminas, segue sem avanços - Tribuna do Norte",49,0,10,0,0,0,0,59,
Política de Privacidade - Tribuna do Norte,59,0,0,0,0,0,0,59,
Sesc RN abre seu carnaval nesta quinta-feira com Ricardo Chaves na avenida Rio Branco - Blog do Heitor Gregório,45,14,0,0,0,0,0,59,
"Após recesso, ALRN retoma trabalhos nesta segunda-feira - Tribuna do Norte",39,19,0,0,0,0,0,58,
Especialistas da UFRN dão dicas sobre cuidados com audição e alimentação no Carnaval - Tribuna do Norte,58,0,0,0,0,0,0,58,
Mapa do IBGE mostra a pobreza no RN - Tribuna do Norte,58,0,0,0,0,0,0,58,
"Na Codern, ministro dos Portos confirma investimento de R$ 10 Bi para o setor - Território Livre",58,0,0,0,0,0,0,58,
O variado som do S - Tribuna do Norte,58,0,0,0,0,0,0,58,
Paisagens da estrada - Tribuna do Norte,44,0,0,14,0,0,0,58,
TCE promove evento para orientar prefeitos sobre obrigações que visam acabar com lixões - Blog do Heitor Gregório,58,0,0,0,0,0,0,58,
A Justiça e o tempo - Tribuna do Norte,42,0,0,0,0,15,0,57,
Bivar deve perder comando do União Brasil; Agripino integra grupo de Rueda com ACM Neto e Alcolumbre - Blog do Heitor Gregório,57,0,0,0,0,0,0,57,
Cantora Simone realiza show no Teatro Riachuelo nesta quinta-feira (24) - Tribuna do Norte,57,0,0,0,0,0,0,57,
Déficit de 231 bilhões de reais: um furo extraordinário - Tribuna do Norte,57,0,0,0,0,0,0,57,
"Para Eurasia, próximos 6 a 8 meses devem ser mais ruidosos para Lula - Tribuna do Norte",57,0,0,0,0,0,0,57,
Projeto quer fixar prazo para recebimento de notificação da multa de trânsito - Tribuna do Norte,36,0,0,0,12,9,0,57,
Relator da reforma do Código Eleitoral vai propor o fim da reeleição - Tribuna do Norte,32,0,0,0,13,12,0,57,
Favoritismo - Tribuna do Norte,45,0,0,0,0,11,0,56,
Investidores da Suíça visitam o RN para conhecer projeto do Porto-Indústria Verde - Blog do Heitor Gregório,56,0,0,0,0,0,0,56,
Agricultura confirma mais dois casos de gripe aviária - Tribuna do Norte,55,0,0,0,0,0,0,55,
Bora de Folia - Inside News I A energia dos blocos de rua e do Polo Ponta Negra - Tribuna do Norte,55,0,0,0,0,0,0,55,
Líderes no Senado debatem fim da reeleição no Executivo e novo Código Eleitoral - Tribuna do Norte,29,0,0,0,12,14,0,55,
Moraes nega pedido de Bolsonaro para adiar depoimento à PF - Tribuna do Norte,55,0,0,0,0,0,0,55,
UNI-RN afasta pró-reitor envolvido em suposta fraude financeira; veja o caso - Tribuna do Norte,55,0,0,0,0,0,0,55,
"West Aqua Park, no Alto Oeste Potiguar, será inaugurado dias 15 e 16 de julho - Blog #Partiu",55,0,0,0,0,0,0,55,
Golpistas usam fotos de crianças doentes para arrecadar dinheiro em vaquinhas falsas - Tribuna do Norte,40,0,0,0,0,14,0,54,
Helicóptero da Segurança Pública do RN ajuda a apagar incêndio no Morro do Careca - Tribuna do Norte,54,0,0,0,0,0,0,54,
Mulher comete suicídio na ponte Newton Navarro - Tribuna do Norte,54,0,0,0,0,0,0,54,
"Por enquanto não há razão para pensar em aumento de combustível, diz presidente da Petrobras - Tribuna do Norte",41,0,13,0,0,0,0,54,
Proibida venda de bebida e som alto em Parnamirim - Tribuna do Norte,54,0,0,0,0,0,0,54,
São Gonçalo do Amarante vacina primeira criança contra a Dengue no RN - Tribuna do Norte,38,0,16,0,0,0,0,54,
Botafogo goleia Aurora por 6 a 0 e avança na Pré-Libertadores - Tribuna do Norte,37,0,0,0,0,16,0,53,
Campeonato Potiguar 2024 tem as datas e os estádios definidos - Tribuna do Norte,53,0,0,0,0,0,0,53,
Chiefs derrotam 49ers na prorrogação e conquistam quarto Super Bowl - Tribuna do Norte,42,0,11,0,0,0,0,53,
Concurso Nacional Unificado: confira dicas de especialistas - Tribuna do Norte,53,0,0,0,0,0,0,53,
Defesa de Bolsonaro pede ao Supremo que passaporte seja devolvido - Tribuna do Norte,32,10,0,0,11,0,0,53,
Polícia Civil prende investigado por triplo homicídio no interior do RN - Tribuna do Norte,41,0,0,0,0,0,12,53,
Saúde inicia distribuição da vacina da dengue; crianças de 10 a 11 anos terão prioridade - Tribuna do Norte,39,14,0,0,0,0,0,53,
Cartilha com jogos ajuda jovens a saber se são vítimas de violência - Tribuna do Norte,52,0,0,0,0,0,0,52,
Pai de Endrick é alvo de ataques racistas em jogo da seleção no Pré-Olímpico - Tribuna do Norte,35,0,0,17,0,0,0,52,
Rayssa é vice na etapa de Paris do Street League - Tribuna do Norte,38,0,0,14,0,0,0,52,
Superliga B: Natal recebe nova rodada dupla a partir desta sexta (2) - Tribuna do Norte,52,0,0,0,0,0,0,52,
Capitalismo consciente para iniciantes - Tribuna do Norte,51,0,0,0,0,0,0,51,
Comissão do Senado deve votar proibição de publicidade de apostas por celebridades - Tribuna do Norte,39,12,0,0,0,0,0,51,
"Consumo de sorvetes subiu 15% em 2023 em meio a ondas de calor e novos produtos, diz Abrasorvete - Tribuna do Norte",39,12,0,0,0,0,0,51,
Flamengo confirma e o meia Gerson passará por cirurgia - Tribuna do Norte,40,11,0,0,0,0,0,51,
Operação da PF contra aliados de Bolsonaro é desdobramento de delação de Mauro Cid - Tribuna do Norte,51,0,0,0,0,0,0,51,
Plano de ação para Clássico-Rei no domingo está definido - Tribuna do Norte,38,0,0,13,0,0,0,51,
Sham litigation: o abuso do direito de ação - Tribuna do Norte,39,12,0,0,0,0,0,51,
#boraveranear2024 | EP 05 | Explore novos pontos atrativos em Natal - Tribuna do Norte,50,0,0,0,0,0,0,50,
"Advogados de investigados sobre golpe podem se falar, diz Moraes - Tribuna do Norte",50,0,0,0,0,0,0,50,
Cartas de amor de Gibran - Tribuna do Norte,50,0,0,0,0,0,0,50,
"Direito, séries e seriados: os recursos - Tribuna do Norte",50,0,0,0,0,0,0,50,
Energia no RN ficará mais cara a partir da próxima sexta-feira - Tribuna do Norte,26,14,0,0,0,0,10,50,
O TL também está de LUTO - Território Livre,50,0,0,0,0,0,0,50,
O bisneto de Madame Curie e Paul Langevin - Tribuna do Norte,50,0,0,0,0,0,0,50,
Pesquisa detecta transmissão vertical de zika e chikungunya - Tribuna do Norte,50,0,0,0,0,0,0,50,
"Sem acesso a inquérito da PF, Bolsonaro fica em silêncio - Tribuna do Norte",40,0,10,0,0,0,0,50,
Supercopa do Brasil feminina: CBF confirma datas e horários das semis - Tribuna do Norte,38,0,0,0,12,0,0,50,
TN NO ENEM 2023 | Veja como funciona o FIES - Tribuna do Norte,39,0,0,0,0,0,11,50,
Alta estação deve injetar quase R$ 40 milhões na economia do RN - Tribuna do Norte,33,16,0,0,0,0,0,49,
Disque da PRF/RN apresenta problemas; confira contatos provisórios - Tribuna do Norte,49,0,0,0,0,0,0,49,
Guardando as máscaras - Tribuna do Norte,49,0,0,0,0,0,0,49,
Polícia Civil prende executor e mandante de homicídio em Mossoró - Tribuna do Norte,49,0,0,0,0,0,0,49,
Polícia prende homem suspeito de matar cinegrafista em Mossoró - Tribuna do Norte,49,0,0,0,0,0,0,49,
Saberes compartilhados em Nova Natal - Tribuna do Norte,49,0,0,0,0,0,0,49,
"""Dia de diversão"" no Parque da Cidade será realizado neste domingo (28) - Tribuna do Norte",48,0,0,0,0,0,0,48,
Campanha no Rio Open de tênis faz João Fonseca subir 313 posições - Tribuna do Norte,48,0,0,0,0,0,0,48,
Cerca de R$ 17 bilhões não utilizados durante a pandemia serão investidos na saúde - Tribuna do Norte,36,0,0,0,12,0,0,48,
Audiência propõe criação de Centro de Referência para doenças raras no RN - Tribuna do Norte,47,0,0,0,0,0,0,47,
"Cidades do Seridó do RN lançam concurso com 77 cargos; salários de até R$5,2 mil - Tribuna do Norte",35,12,0,0,0,0,0,47,
Comércio da Cidade Alta perde mais lojas - Tribuna do Norte,47,0,0,0,0,0,0,47,
Copa do Mundo de 2026 terá abertura no México e final em Nova Jersey - Tribuna do Norte,37,0,0,10,0,0,0,47,
Guilherme Costa garante vaga na final dos 200m do Mundial de Natação e índice olímpico - Tribuna do Norte,47,0,0,0,0,0,0,47,
Mutirão de mediação vai indenizar mais de mil moradores de Natal com seguro habitacional - Tribuna do Norte,47,0,0,0,0,0,0,47,
Parabéns! - Tribuna do Norte,47,0,0,0,0,0,0,47,
Sobre a provável eleição de Trump - Tribuna do Norte,47,0,0,0,0,0,0,47,
TRF5 nega recurso que pedia anulação de venda de ex-subsidiária da Petrobras - Tribuna do Norte,47,0,0,0,0,0,0,47,
Acompanhe ao vivo América x Santa Cruz na Jovem Pan News Natal - Tribuna do Norte,46,0,0,0,0,0,0,46,
Arquivo de Vídeos - Tribuna do Norte,46,0,0,0,0,0,0,46,
Complexo de Oiticica: obras da barragem entram em nova etapa - Tribuna do Norte,46,0,0,0,0,0,0,46,
Confira endereços das Delegacias Especializadas no Atendimento à Mulher no RN - Tribuna do Norte,46,0,0,0,0,0,0,46,
Natal receberá 1.288 unidades habitacionais do Minha Casa Minha Vida - Tribuna do Norte,34,12,0,0,0,0,0,46,
Polícia Civil prende homem acusado de ser um dos maiores estelionatários do RN - Tribuna do Norte,46,0,0,0,0,0,0,46,
Prefeitura de Parnamirim anuncia calendário de pagamento para educação - Tribuna do Norte,36,10,0,0,0,0,0,46,
Suspeitos de envolvimento em sequestro de ex-jogador viram réus - Tribuna do Norte,34,12,0,0,0,0,0,46,
As grandes reportagens - Tribuna do Norte,45,0,0,0,0,0,0,45,
CBTU divulga cronograma de funcionamento dos trens urbanos durante carnaval - Tribuna do Norte,31,0,0,0,0,0,14,45,
"Fluxo aéreo na América Latina e Caribe sobe 13,3% em 2023 - Tribuna do Norte",33,0,0,12,0,0,0,45,
Homem é morto a tiros em Parnamirim; motivações do crime são desconhecidas - Tribuna do Norte,45,0,0,0,0,0,0,45,
Núcleos da Defensoria Pública do RN em Natal e Parnamirim estão em novo endereço - Tribuna do Norte,29,16,0,0,0,0,0,45,
O Caminho - Tribuna do Norte,45,0,0,0,0,0,0,45,
"""Bora Veranear"" chega à São Gonçalo do Amarante para mostrar cultura e tradições - Tribuna do Norte",25,19,0,0,0,0,0,44,
Bloco dos Garis anima despedida do Carnaval 2024 em Natal - Tribuna do Norte,44,0,0,0,0,0,0,44,
Cultura Global e seus desafios - Tribuna do Norte,44,0,0,0,0,0,0,44,
Dino afirma que pode disputar eleições após aposentadoria do STF - Tribuna do Norte,44,0,0,0,0,0,0,44,
Interesses comerciais causam problemas no Hospital Tarcísio Maia - Blog do Heitor Gregório,44,0,0,0,0,0,0,44,
Mari Fernandez lança nova música ao lado da dupla Iguinho e Lulinha - Tribuna do Norte,44,0,0,0,0,0,0,44,
"Natal tem 48 novos empreendimentos projetados, com investimentos de R$ 3 bi - Tribuna do Norte",44,0,0,0,0,0,0,44,
Nenhuma aposta acerta a Mega-Sena e prêmio vai a R$ 97 milhões - Tribuna do Norte,33,0,0,0,0,11,0,44,
Prefeitura de Natal antecipa pagamento da folha de janeiro - Tribuna do Norte,27,17,0,0,0,0,0,44,
Câmara aprova projeto que obriga divulgação de lista de espera do SUS - Tribuna do Norte,43,0,0,0,0,0,0,43,
Homem morre afogado na Praia de Ponta Negra - Tribuna do Norte,43,0,0,0,0,0,0,43,
INSS: pagamento de fevereiro inicia no próximo dia 23 - Tribuna do Norte,32,0,11,0,0,0,0,43,
Mundial de Beach Soccer: Brasil fecha 1ª fase com aproveitamento 100% - Tribuna do Norte,31,12,0,0,0,0,0,43,
"Para Fetarn, Parceria Brasil-China para mecanização agrícola é um marco na agricultura familiar do RN - Tribuna do Norte",32,11,0,0,0,0,0,43,
PodLegislar: novo canal revela bastidores do Legislativo potiguar - Tribuna do Norte,43,0,0,0,0,0,0,43,
Wellington Dias considera correta posição de Lula sobre guerra em Gaza - Tribuna do Norte,43,0,0,0,0,0,0,43,
“Amor a Roma” - Tribuna do Norte,43,0,0,0,0,0,0,43,
Confissão - Tribuna do Norte,0,0,11,0,11,20,0,42,
Dengue visceral preocupa médicos - Tribuna do Norte,42,0,0,0,0,0,0,42,
Detran realiza mutirões de exames práticos de direção em Natal; veja - Tribuna do Norte,42,0,0,0,0,0,0,42,
Escola em Tempo Integral Padre Tiago Theisen é inaugurada em Natal - Tribuna do Norte,29,13,0,0,0,0,0,42,
Governo recorre contra decisão do TCE que fixa data para aposentadorias no RN - Tribuna do Norte,42,0,0,0,0,0,0,42,
Luiz Henrique está fora do clássico vital contra o Vasco - Tribuna do Norte,42,0,0,0,0,0,0,42,
Maioria do STF é a favor de repercussão geral em ação sobre vínculo entre Uber e motoristas - Tribuna do Norte,42,0,0,0,0,0,0,42,
O Audi A1 Sport Special está chegando - Tribuna do Norte,42,0,0,0,0,0,0,42,
O combate ao etarismo em favor da dignidade da pessoa idosa - Tribuna do Norte,42,0,0,0,0,0,0,42,
RN recebe vacina contra dengue em fevereiro - Tribuna do Norte,29,13,0,0,0,0,0,42,
Recurso é negado e Estado deverá reformar escola em Governador Dix-Sept Rosado - Tribuna do Norte,42,0,0,0,0,0,0,42,
É falso que chá de folha de mamão combata a dengue - Tribuna do Norte,42,0,0,0,0,0,0,42,
#boraveranear2024 | EP 03 | São Gonçalo do Amarante: Da cultura à aventura - Tribuna do Norte,41,0,0,0,0,0,0,41,
Guamaré fará o melhor carnaval de rua da região - Tribuna do Norte,26,15,0,0,0,0,0,41,
Milei corta verba de províncias e abre crise política na Argentina - Tribuna do Norte,41,0,0,0,0,0,0,41,
Prefeitura de Parnamirim publica novo cronograma para o concurso da Guarda Municipal; veja edital - Tribuna do Norte,26,0,0,0,0,0,15,41,
Prefeitura divulga serviços das secretarias durante o carnaval - Tribuna do Norte,41,0,0,0,0,0,0,41,
Quatro brasileiros seguem vivos em busca de títulos no Rio Open - Tribuna do Norte,41,0,0,0,0,0,0,41,
STTU: trânsito em Natal segue sem transtornos na manhã deste sábado - Tribuna do Norte,41,0,0,0,0,0,0,41,
"Símbolos, mitos e ritos nas Religiões - Tribuna do Norte",41,0,0,0,0,0,0,41,
Brasil pede a tribunal da ONU que declare ocupação de Israel em territórios palestinos ilegal - Tribuna do Norte,28,0,0,12,0,0,0,40,
CDL Natal realiza seminário Pós-NRF 2024 na próxima terça-feira - Tribuna do Norte,40,0,0,0,0,0,0,40,
"Cida Lobo, Nara Costa e Carlinhos Brown animam hoje o Polo Petrópolis - Tribuna do Norte",40,0,0,0,0,0,0,40,
Concurso Unificado: total de inscritos sai até o fim da próxima semana - Tribuna do Norte,40,0,0,0,0,0,0,40,
"Consumo de energia em residências cresce 11,7% - Tribuna do Norte",40,0,0,0,0,0,0,40,
"Desenrola das empresas pode ter 8 milhões de beneficiados, diz Márcio França - Tribuna do Norte",40,0,0,0,0,0,0,40,
Guamaré: criminosos furtam cabos de alta tensão e deixam o município sem energia durante 10 horas - Tribuna do Norte,40,0,0,0,0,0,0,40,
Mução é preso em operação da PF - Tribuna do Norte,40,0,0,0,0,0,0,40,
"Polícia pede quebra de sigilos de médico e mulher, suspeitos de golpe milionário no RN - Tribuna do Norte",40,0,0,0,0,0,0,40,
Presídios federais terão reconhecimento facial e muralhas - Tribuna do Norte,40,0,0,0,0,0,0,40,
"RN deve fornecer tratamento para criança com doença genética, determina Justiça - Tribuna do Norte",28,0,0,0,0,12,0,40,
Setor de turismo teme efeitos de fim de programa de socorro no pós-pandemia no RN - Tribuna do Norte,40,0,0,0,0,0,0,40,
"Socorro a aéreas não terá dinheiro do Tesouro, diz Haddad - Tribuna do Norte",40,0,0,0,0,0,0,40,
Vendas em bares e restaurantes de Natal crescem 20% no carnaval - Tribuna do Norte,40,0,0,0,0,0,0,40,
Vini Jr. fica fora de treino e faz tratamento para reforçar o Real em 'final' diante do Girona - Tribuna do Norte,29,0,11,0,0,0,0,40,
Aloysio Nunes: Ex-chanceler do Governo Temer vai representar APEX na Bélgica - Território Livre,39,0,0,0,0,0,0,39,
Criminosos invadem residência e matam mulheres a tiros em Caiçara do Rio do Vento - Tribuna do Norte,39,0,0,0,0,0,0,39,
Divisão de responsabilidades em caso de codevedores - Tribuna do Norte,39,0,0,0,0,0,0,39,
Governos do Nordeste e Ministério da Saúde se reúnem para discutir combate à dengue - Tribuna do Norte,27,12,0,0,0,0,0,39,
Grupo vai estudar valor do combustível de aviação - Tribuna do Norte,39,0,0,0,0,0,0,39,
Justiça mantém regime fechado para homem acusado de sequestro e tortura em Caicó - Tribuna do Norte,28,0,0,0,0,11,0,39,
Macaíba inicia vacinação contra dengue em crianças com 10 e 11 anos - Tribuna do Norte,39,0,0,0,0,0,0,39,
"Nos 40 anos da Sapucaí, Viradouro é campeã do carnaval do Rio - Tribuna do Norte",39,0,0,0,0,0,0,39,
PGR concorda com quebra de sigilos bancário e fiscal de Janones - Tribuna do Norte,39,0,0,0,0,0,0,39,
Arena das Dunas vai receber jogo do Flamengo pelo Campeonato Carioca - Tribuna do Norte,38,0,0,0,0,0,0,38,
Governo busca aval do Congresso para recompor políticas públicas - Tribuna do Norte,38,0,0,0,0,0,0,38,
Governo cria secretaria para fiscalização das apostas esportivas - Tribuna do Norte,38,0,0,0,0,0,0,38,
"Inflação sobe 0,3% em janeiro e pode retardar corte de juros nos EUA - Tribuna do Norte",38,0,0,0,0,0,0,38,
Justiça vai definir valor de ingressos para o ABC - Tribuna do Norte,0,22,0,0,0,0,16,38,
Midway adere a campanha de prevenção ao suicídio e inclusão de pessoa com deficiência - Território Livre,0,38,0,0,0,0,0,38,
OAB/RN promove abertura do mês da mulher com palestra sobre “taxa rosa” - Tribuna do Norte,38,0,0,0,0,0,0,38,
Quem são os 10 mais procurados do Rio Grande do Norte - Tribuna do Norte,38,0,0,0,0,0,0,38,
"SALVE, SALVADOR! - Tribuna do Norte",38,0,0,0,0,0,0,38,
Seminário Pós-NRF da CDL Natal leva conhecimento a empreendedores - Tribuna do Norte,38,0,0,0,0,0,0,38,
Uber Moto chega em novas cidades no Rio Grande do Norte; confira - Tribuna do Norte,26,0,0,0,0,0,12,38,
A história do Valdetário de 'carne e osso' - Tribuna do Norte,37,0,0,0,0,0,0,37,
ABZ TRIBUNA DO NORTE lista 5 ideias para make up do Carnaval - Augusto Bezerril,37,0,0,0,0,0,0,37,
Abono salarial PIS/Pasep: está com dificuldade para consultar? Veja os motivos e como resolver - Tribuna do Norte,37,0,0,0,0,0,0,37,
"América marca no fim do 1º tempo e vai garantindo empate contra o Santa Cruz, no Barrettão - Tribuna do Norte",37,0,0,0,0,0,0,37,
Fátima Bezerra faz leitura de mensagem anual na Assembleia Legislativa - Tribuna do Norte,37,0,0,0,0,0,0,37,
Grande assalto completa 10 anos - Tribuna do Norte,37,0,0,0,0,0,0,37,
"Histórica e boêmia, Rua Chile quer voltar a ser opção de lazer em Natal - Tribuna do Norte",37,0,0,0,0,0,0,37,
Mossoró volta às origens religiosas? - Tribuna do Norte,37,0,0,0,0,0,0,37,
Prefeito e deputado brigam durante festa no litoral do RN - Tribuna do Norte,37,0,0,0,0,0,0,37,
Quanto vale um talento? - Tribuna do Norte,37,0,0,0,0,0,0,37,
Regularizados reclamam de falta de fiscalização em Ponta Negra - Tribuna do Norte,37,0,0,0,0,0,0,37,
STF mantém prisão de Valdemar - Tribuna do Norte,37,0,0,0,0,0,0,37,
Tire as principais dúvidas sobre a vacinação contra dengue - Tribuna do Norte,37,0,0,0,0,0,0,37,
Vídeo engana ao dizer que todos com mais de 60 anos têm isenção de Imposto de Renda e IPTU e desconto em contas - Tribuna do Norte,37,0,0,0,0,0,0,37,
Adolescentes torturadas e mortas a golpes de facas - Tribuna do Norte,36,0,0,0,0,0,0,36,
Arquivo de Natal - Página 2 de 10701 - Tribuna do Norte,36,0,0,0,0,0,0,36,
BNDES reduz em até 60% spread para exportação - Tribuna do Norte,36,0,0,0,0,0,0,36,
