# ----------------------------------------,,,,,,,,,
# https://tribunadonorte.com.br – GA4,,,,,,,,,
# Visualizações por faixa etária-Visualizações por faixa etária,,,,,,,,,
# 20240201-20240229,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
Idade,unknown,25-34,35-44,45-54,55-64,65+,18-24,Totais,
Título da página e nome da tela,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,
"Ricardo Chaves, Yrhan Barreto e Roberta Sá agitam Carnaval de Natal neste sábado - Tribuna do Norte",365,124,137,116,94,65,55,956,
Sargento da reserva da Marinha é morto com tiro no rosto em Natal - Tribuna do Norte,441,112,101,112,78,70,40,954,
América anuncia novo diretor executivo de futebol - Tribuna do Norte,444,96,103,91,108,87,19,948,
"Redação Tribuna do Norte, Autor em Tribuna do Norte",425,109,108,91,81,48,85,947,
ABC encara o Potiguar no Frasqueirão - Tribuna do Norte,366,107,93,110,116,118,34,944,
Ponte de Igapó não terá controle de tráfego - Tribuna do Norte,520,141,75,49,31,16,109,941,
"Após ataque de secretário, federações vão à governadora - Tribuna do Norte",481,95,103,116,56,69,20,940,
Série Cangaço Novo foi renovada para 2ª temporada - Tribuna do Norte,481,131,118,57,29,25,99,940,
Deputados do RN assinam pedido de impeachment contra Lula - Tribuna do Norte,472,101,86,96,75,82,27,939,
"Algemado, preso por tráfico foge de delegacia em Parnamirim após realizar exame - Tribuna do Norte",397,100,94,97,94,120,31,933,
Copa do Nordeste: América perde do Itabaiana e está na lanterna do Grupo A - Tribuna do Norte,415,99,95,104,92,107,21,933,
Dois grandes shows agitaram o público na segunda noite de Carnaval em Natal - Tribuna do Norte,419,102,124,98,80,73,35,931,
Veja a programação de todos os polos do Carnaval de Natal nesta segunda-feira - Tribuna do Norte,497,123,83,69,66,51,40,929,
"Grupo ""Rainhas do Futuro"" vence desfile das Kengas em Natal - Tribuna do Norte",468,98,80,99,74,80,27,926,
Prazo para MLB deixar área privada invadida terminou - Tribuna do Norte,429,108,90,93,69,103,34,926,
Valdemar Costa Neto é preso em flagrante por posse ilegal de arma de fogo - Tribuna do Norte,443,114,81,117,70,72,29,926,
"Governo Fátima (PT) tem 52,47% de ruim ou péssimo - Tribuna do Norte",430,97,80,98,106,80,34,925,
Empresa suíca investirá R$ 15 milhões em 2024 para melhorias no Aeroporto - Tribuna do Norte,440,95,102,97,77,94,19,924,
"Ancelotti aponta os cinco melhores do mundo com Vini Jr, Rodrygo e mais três do Real Madrid - Tribuna do Norte",415,147,99,48,56,69,89,923,
"Morre Abilio Diniz, um dos maiores líderes empresariais do Brasil - Tribuna do Norte",471,103,76,105,59,87,20,921,
Mês atípico eleva arrecadação de multas do Detran em 42% - Tribuna do Norte,500,71,108,89,72,53,28,921,
Judeus do RN temem que falas de Lula aumentem o antissemitismo - Tribuna do Norte,482,105,84,89,43,66,49,918,
Carnareggae está de volta no Mercado da Seis - Tribuna do Norte,386,115,93,104,92,75,36,901,
Em tarde elegante Jurema Cansanção celebra 70 anos de vida - Território Livre,721,39,40,54,0,45,0,899,
Inmet emite alerta de baixa umidade para as regiões Oeste e Central do RN; veja - Tribuna do Norte,415,137,85,77,89,57,37,897,
RN: semana deverá ser de céu parcialmente nublado com chuvas - Tribuna do Norte,347,144,84,98,85,105,34,897,
Carnaval 2024: confira funcionamento do Parque da Cidade e do Bosque das Mangueiras - Tribuna do Norte,406,135,111,80,47,46,71,896,
Pedido de impeachment de Lula passa de 130 assinaturas - Tribuna do Norte,438,113,79,107,52,73,34,896,
RN habilita quatro hospitais a realizarem procedimentos de alta complexidade - Tribuna do Norte,463,122,91,76,52,52,38,894,
"Carnaval de Natal 2024 vai ter shows de Carlinhos Brown, Ricardo Chaves e Paralamas do Sucesso - Tribuna do Norte",527,114,56,41,27,20,108,893,
Polícia prende três traficantes de drogas na zona Oeste de Natal - Tribuna do Norte,407,122,77,104,66,76,38,890,
Jogo do ABC e Botafogo/PB é paralisado por falta de luz - Tribuna do Norte,376,102,102,83,91,69,63,886,
Apoiadores parabenizam Bolsonaro pela manifestação em São Paulo - Tribuna do Norte,461,80,76,80,70,86,32,885,
Zurich Airport Brasil iniciará a operação do Aeroporto de Natal no dia 19 de fevereiro - Tribuna do Norte,390,103,109,84,75,83,40,884,
Arquivo de Viver - Tribuna do Norte,577,83,46,57,24,58,38,883,
"Bloco ""Plunct! Plact! Zum"" homenageia Raul Seixas na Cidade Alta - Tribuna do Norte",383,96,95,134,88,59,27,882,
Campeonato Potiguar: FNF confirma mudança de datas das semifinais do 1º turno - Tribuna do Norte,330,124,107,102,112,86,20,881,
Inmet alerta para perigo de chuvas intensas em regiões do RN - Tribuna do Norte,329,103,97,118,106,102,25,880,
A escuridão de abril - Tribuna do Norte,521,119,51,42,41,17,88,879,
Foragido da justiça é preso na Grande Natal - Tribuna do Norte,340,92,95,93,116,125,17,878,
Polícia oferece recompensa para quem ajudar a encontrar fugitivos de Mossoró - Tribuna do Norte,439,97,77,99,63,69,32,876,
Mais uma loja fecha na Cidade Alta e aumenta sensação de decadência - Tribuna do Norte,460,75,81,64,74,93,26,873,
Projeto incentiva educação ambiental com aulas e coleta de lixo no mangue - Tribuna do Norte,432,101,102,95,41,45,57,873,
América decide liderança contra o Santa Cruz - Tribuna do Norte,342,112,77,97,103,120,21,872,
"Preço do arroz dispara e acumula alta de 28,47%, a maior em 29 meses - Tribuna do Norte",421,98,67,94,69,66,57,872,
Casal é alvo de criminosos em condomínio na Grande Natal - Tribuna do Norte,375,84,87,97,106,90,30,869,
Carnaval 2024 é oficialmente iniciado em Natal - Tribuna do Norte,361,105,111,95,72,53,65,862,
Setor produtivo aponta caminhos para viabilizar cabotagem no RN - Tribuna do Norte,388,107,88,97,83,69,30,862,
Inscrições dos concursos públicos de Mossoró vão até o dia 19 de fevereiro - Tribuna do Norte,402,143,90,89,34,39,64,861,
Rivaldo Fernandes é nomeado superintendente do Ibama no RN - Tribuna do Norte,436,89,71,104,62,68,29,859,
Censo Previdenciário de Natal promove atendimento domiciliar - Tribuna do Norte,381,84,103,91,96,72,26,853,
SINE oferece 62 vagas de empregos no RN nesta terça-feira (6) - Tribuna do Norte,388,131,99,76,58,33,66,851,
Homem é morto após reagir a tentativa de assalto em Currais Novos - Tribuna do Norte,388,93,88,97,69,85,30,850,
Natal inicia vacinação contra dengue nesta segunda; tire dúvidas sobre imunização - Tribuna do Norte,450,94,78,77,47,55,45,846,
ABC anuncia contratação de novo atacante - Tribuna do Norte,368,87,98,80,101,96,13,843,
Bolsonaro e ex-ministros são alvos de operação realizada pela PF nesta quinta-feira - Tribuna do Norte,417,81,101,94,50,73,27,843,
IMD seleciona bolsistas de graduação e pesquisadores para projeto com Petrobras - Tribuna do Norte,426,112,85,72,32,23,93,843,
Laurita Arruda Câmara e Henrique Alves homenageiam amigos em jantar elegante - Território Livre,651,35,32,36,38,50,0,842,
Arquivo de Jornal de WM - Tribuna do Norte,394,53,45,101,53,194,0,840,
"""Bora Veranear"" explora pontos atrativos de Natal - Tribuna do Norte",321,124,87,100,103,65,39,839,
"Passada a fase de adaptação, trabalho remoto tende a continuar, diz especialista - Tribuna do Norte",473,120,77,62,31,26,49,838,
Potiguares garantem vitória em casa na Superliga B de Vôlei - Tribuna do Norte,341,112,74,114,97,76,24,838,
Copa do Nordeste: América estreia neste sábado contra o Fortaleza - Tribuna do Norte,300,115,85,91,106,115,24,836,
Arquivo de Brasil - Tribuna do Norte,491,98,26,55,31,107,26,834,
"Lei Seca: homem é preso com arma, drogas e munições após tentar fugir de blitz em Natal - Tribuna do Norte",363,62,81,90,106,107,25,834,
Acompanhe ABC e Treze/PB pela Copa do Brasil - Tribuna do Norte,391,99,95,79,80,63,26,833,
Prefeitura de Macaíba define banca realizadora do concurso para Guarda Municipal - Tribuna do Norte,470,147,31,29,0,0,155,832,
Turista é esfaqueado durante um assalto em Ponta Negra - Tribuna do Norte,399,70,80,116,71,70,24,830,
Polícia Civil prende vizinho suspeito de estuprar criança em Natal - Tribuna do Norte,318,75,77,120,114,106,17,827,
América defende invencibilidade contra o Treze na Copa do Nordeste - Tribuna do Norte,369,91,77,80,92,90,27,826,
Idoso é preso suspeito de estuprar adolescente na Grande Natal - Tribuna do Norte,259,91,87,126,113,132,18,826,
E já que tudo vira polarização “nêfi paísf…” - Tribuna do Norte,353,55,62,91,94,166,0,821,
ABC rescinde contrato com Thiago Spice - Tribuna do Norte,335,89,94,84,107,86,17,812,
Superliga B tem dois jogos no Palácio dos Esportes - Tribuna do Norte,337,97,73,87,107,77,30,808,
ABC encara o invicto Botafogo-PB pela Copa do Nordeste - Tribuna do Norte,303,86,104,93,90,110,21,807,
RN é o 3º estado do Nordeste com maior percentual de inadimplência - Tribuna do Norte,386,90,78,72,75,83,23,807,
Juiz fixa prazo de 15 dias para que MLB deixe imóvel invadido em Natal - Tribuna do Norte,377,108,79,56,73,63,50,806,
Operação captura suspeito de financiar ataques criminosos em março de 2023 no RN - Tribuna do Norte,413,79,85,84,68,55,21,805,
Pesquisa da UFRN recruta voluntários com depressão para testar novo tratamento; saiba como participar - Tribuna do Norte,422,131,63,70,33,32,54,805,
Empresa ainda não apresentou projeto para retomar obra do BRA - Tribuna do Norte,378,91,83,84,62,76,28,802,
Prazo para inscrição em concurso unificado termina próxima sexta-feira - Tribuna do Norte,590,82,27,17,24,0,60,800,
Santos promete América reanimado para estreia na Copa do Brasil - Tribuna do Norte,325,92,58,60,88,151,26,800,
Conheça interventor nomeado para atuar no presídio federal de Mossoró - Tribuna do Norte,409,93,82,79,57,62,14,796,
Estudantes comemoram aprovação no Sisu 2024 - Tribuna do Norte,359,94,87,76,46,36,98,796,
"Laurita Arruda, Autor em Território Livre",437,47,30,136,66,80,0,796,
Polícia prende homem suspeito de estuprar criança e adolescente no interior do RN - Tribuna do Norte,403,88,80,72,66,48,38,795,
Criminosos rendem família e realizam arrastão na zona rural de Mossoró - Tribuna do Norte,350,64,87,91,84,101,17,794,
Reunião com Governo termina sem definições e policiais civis suspendem diárias operacionais no RN - Tribuna do Norte,426,76,96,84,46,34,32,794,
Árbitragem internacional testa cartão azul nos jogos - Tribuna do Norte,469,73,46,33,35,23,115,794,
"Natal tem gasolina mais cara entre capitais do Nordeste, mostra levantamento da ANP - Tribuna do Norte",345,83,78,73,101,90,23,793,
A lenda de Jane Calamidade - Tribuna do Norte,368,62,59,78,92,106,26,791,
Manifestantes iniciam concentração na Avenida Paulista para ato pró-Bolsonaro - Tribuna do Norte,387,88,82,80,58,67,28,790,
Tarado do Alto' é identificado e indiciado pela Polícia Civil de Pau dos Ferros - Tribuna do Norte,366,66,90,116,65,71,15,789,
Corpo de advogada será sepultado na tarde desta quarta-feira (31) em Santo Antônio - Tribuna do Norte,394,81,70,79,74,51,38,787,
Inmet tem alerta de chuvas de até 100mm nesta quarta-feira (21) - Tribuna do Norte,366,103,84,90,54,55,35,787,
Fuga de detentos em Mossoró é a primeira na história do sistema penitenciário federal - Tribuna do Norte,374,117,63,77,51,45,57,784,
"Maior torneio regional do país, Copa do Nordeste começa neste sábado - Tribuna do Norte",358,84,101,72,66,73,30,784,
Globo demite 11 jogadores após derrota por 7 a 0 no Campeonato Potiguar - Tribuna do Norte,290,106,105,71,104,68,39,783,
Defesa de Alexandre Correa pede prisão de Edu Guedes; Ana Hickmann fala em retaliação - Tribuna do Norte,401,84,104,80,36,46,31,782,
Série Cangaço foi renovada para 2ª temporada - Tribuna do Norte,350,136,95,67,52,25,56,781,
Cerca de 500 policiais atuam na procura dos fugitivos do presídio federal de Mossoró - Tribuna do Norte,394,79,76,97,65,48,20,779,
Homem é preso dirigindo embriagado e transportando filha recém nascida na zona Oeste de Natal - Tribuna do Norte,285,80,72,86,109,126,19,777,
"RN registra chuvas de até 65 mm em 24h, mostra boletim da Emparn - Tribuna do Norte",295,98,94,91,87,94,18,777,
ABC anuncia retorno de Erick Varão - Tribuna do Norte,271,99,85,89,108,106,18,776,
Polícia prende homem suspeito de matar cinegrafista em Mossoró; veja vídeo - Tribuna do Norte,366,105,88,96,55,49,15,774,
Secretário deve deixar Semurb para disputar cargo de vereador - Tribuna do Norte,378,93,71,85,66,67,14,774,
Operação combate tráfico de drogas na zona Norte de Natal e apreende R$ 100 mil - Tribuna do Norte,390,79,81,75,35,85,21,766,
"Casos de dengue aumentam 43,9% no RN e 47% em Natal - Tribuna do Norte",394,122,65,57,25,30,71,764,
Blocos e orquestras animam polos do Carnaval de Natal neste sábado; veja - Tribuna do Norte,312,111,94,77,57,59,52,762,
Atirador de elite da PM atinge pai que sequestrava própria filha em Fortaleza - Tribuna do Norte,353,92,71,93,47,75,26,757,
"Quebra de poste interrompe fornecimento de energia para mais de 7,5 mil usuários no RN - Tribuna do Norte",288,106,86,90,80,67,40,757,
Ratos e ratoeiras - Tribuna do Norte,348,67,42,102,101,97,0,757,
Palácio dos Esportes recebe rodada dupla da Superliga B de Vôlei - Tribuna do Norte,355,77,70,80,82,70,22,756,
América inicia venda de ingresos para semifinal do 1º turno do Campeonato Potiguar - Tribuna do Norte,289,100,77,72,101,99,17,755,
Carnaval de Parnamirim reúne blocos e shows musicais neste sábado; confira - Tribuna do Norte,320,102,90,81,57,52,51,753,
Homem em motocicleta é morto a tiros no interior do RN - Tribuna do Norte,295,85,97,98,66,92,19,752,
Renata Motta comemora a vida em atmosfera anos 80 - Território Livre,628,0,36,44,0,44,0,752,
Policiais civis do RN fazem paralisação e realizam ato por recomposição salarial - Tribuna do Norte,377,78,82,75,49,54,36,751,
Escolas de Samba desfilam a partir desta sexta em Natal - Tribuna do Norte,312,118,76,86,60,45,53,750,
Praia Shopping anuncia programação do Carnaval 2024 - Território Livre,433,95,94,56,44,0,28,750,
Prouni: candidatos podem consultar resultado da primeira chamada nesta terça-feira - Tribuna do Norte,448,71,28,23,0,0,180,750,
Ocupação hoteleira deve superar 80% no RN durante o carnaval 2024 - Tribuna do Norte,377,87,79,78,61,30,35,747,
Amigas organizam festa surpresa de aniversário para Janaína Carvalho - Território Livre,647,0,40,35,0,24,0,746,
Lei Seca autua 27 condutores alcoolizados durante fiscalização em Macau - Tribuna do Norte,351,93,88,71,66,53,23,745,
Gastos com folha acima do limite põem em risco créditos do PEF - Tribuna do Norte,365,87,76,78,62,60,15,743,
Operação busca provas sobre morte do prefeito de São José de Campestre - Tribuna do Norte,342,78,75,79,71,75,22,742,
Jogadores de América e Santa Cruz brigam pela artilharia isolada do Estadual - Tribuna do Norte,276,92,73,72,121,83,23,740,
"Praça Armando Nobre Viana, em Candelária, será entregue nesta quinta (1º) - Tribuna do Norte",399,69,73,49,51,39,60,740,
Atacante holandês é condenado a prisão por traficar 1 tonelada de cocaína saindo do Brasil - Tribuna do Norte,306,85,81,71,85,88,22,738,
Criminosos quebram seis postes e roubam 600 metros de cabos em Macau - Tribuna do Norte,366,69,80,89,43,60,31,738,
Campeonato Potiguar: Globo vence o Potyguar Seridoense por 2 a 1 no Barretão - Tribuna do Norte,254,103,82,87,95,94,22,737,
Casa é roubada em Mossoró e dupla que fugiu de presídio é suspeita - Tribuna do Norte,326,90,87,69,73,65,23,733,
Chuvas abaixo da média poderão fazer sensação de calor persistir - Tribuna do Norte,310,81,92,76,84,66,22,731,
Rosane Gomes recebe familiares e amigos em happy hour no Porto Brasil - Território Livre,605,34,49,42,0,0,0,730,
Corpo de Bombeiros finaliza contenção de foco de incêndio no Morro do Careca - Tribuna do Norte,395,83,63,57,51,36,44,729,
"3R aumenta gasolina em R$0,33 e diesel em R$0,10 - Tribuna do Norte",298,99,86,81,79,60,25,728,
"Voo da FAB, agenda casada e reembolso: como os ministros de Lula foram ao casamento de Bruno Dantas - Tribuna do Norte",384,75,90,80,35,41,19,724,
Influenciador Renato Cariani vira réu por tráfico de drogas - Tribuna do Norte,395,92,67,66,48,34,20,722,
Rogério obstrui votações na CAS contra taxa sindical - Tribuna do Norte,332,77,54,94,64,85,13,719,
"Sem reajuste salarial, policiais civis vão suspender diárias operacionais - Tribuna do Norte",353,104,78,67,32,38,47,719,
Fátima volta a falar em dificuldades financeiras e elege Segurança Pública como prioridade - Tribuna do Norte,406,105,58,52,31,33,33,718,
RN: Nomeação de novos policiais civis deve ser realizada até este sábado - Tribuna do Norte,411,74,73,73,33,36,18,718,
"“Ninguém ganha eleição de véspera”, diz Paulinho Freire - Tribuna do Norte",338,70,71,98,62,65,13,717,
Entorpecentes e munições avaliados em R$200 mil são apreendidos em apartamento em Parnamirim - Tribuna do Norte,266,89,79,72,100,82,25,713,
Governo do RN lança edital de processo seletivo para professores; ganhos de até R$ 4 mil - Tribuna do Norte,336,163,82,42,10,0,78,711,
Mulher suspeita de aplicar 'golpe do PIX' é presa em Natal - Tribuna do Norte,364,75,60,75,63,51,22,710,
Dengue: Natal inicia vacinação na próxima segunda-feira - Tribuna do Norte,348,83,85,65,49,48,31,709,
UFRN inicia cadastramento dos aprovados no SiSU 2024; confira - Tribuna do Norte,320,84,66,51,29,22,135,707,
Copa do Nordeste: América vai para o intervalo perdendo para o Treze/PB na Arena - Tribuna do Norte,267,90,76,80,102,81,10,706,
Deputados reagem à intriga de secretário com federações - Tribuna do Norte,382,59,67,71,48,57,22,706,
Carnaval 2024: Polo Ribeira recebe desfile das escolas de samba nesta sexta-feira - Tribuna do Norte,335,107,65,77,31,33,56,704,
"Distante do estádio, torcedores brigam durante jogo entre ABC e Baraúnas; veja vídeo - Tribuna do Norte",295,110,91,70,54,48,36,704,
Foliões do Bloco Submarino Amarelo se concentram em Petrópolis - Tribuna do Norte,320,65,64,71,88,75,20,703,
Empresa suíça investirá R$ 15 milhões em 2024 para melhorias no Aeroporto de Natal - Tribuna do Norte,300,61,87,70,78,86,20,702,
Motorista tenta invadir residência oficial do presidente Lula - Tribuna do Norte,335,48,55,100,68,81,15,702,
Governo do RN conclui pagamento de fevereiro para os servidores nesta quinta-feira (29) - Tribuna do Norte,356,68,60,82,62,55,15,698,
Invasão do MLB vai receber visita técnica da Comissão de Soluções Fundiárias do TJRN - Tribuna do Norte,306,115,72,71,56,43,35,698,
Popó nocauteia Bambam em menos de um minuto - Tribuna do Norte,351,60,58,83,54,63,27,696,
Clube do Assinante,495,86,34,0,0,24,56,695,
Fecomércio/RN emite nota técnica sobre a inflação de janeiro e rebate posicionamento do Secretário de Administração do RN - Tribuna do Norte,312,62,78,78,75,57,27,689,
Indústria do RN fecha 2023 com a maior alta acumulada do país - Tribuna do Norte,410,55,55,63,45,41,18,687,
Michel Temer diz que “Não há razão para prisão de Jair Bolsonaro até agora” - Tribuna do Norte,368,57,72,63,52,56,16,684,
Aumento da tarifa dos ônibus intermunicipais causa revolta em Extremoz - Tribuna do Norte,281,95,77,65,55,50,60,683,
PRF flagra mais de 300 motoristas acima da velocidade no primeiro dia de Carnaval no RN - Tribuna do Norte,338,71,65,69,78,40,22,683,
Arquivo de Notas e Comentários - Tribuna do Norte,410,48,41,55,30,98,0,682,
ABC e Botafogo/PB empatam em 0 a 0 no primeiro tempo - Tribuna do Norte,287,90,70,54,79,65,32,677,
"Em clima de final, ABC e América fazem mistério sobre escalações - Tribuna do Norte",268,75,75,76,84,79,18,675,
Folia em Natal segue neste final de semana - Tribuna do Norte,266,91,76,79,62,65,35,674,
"Bloco ""Os Grávidos"" agita Carnaval nas Rocas - Tribuna do Norte",252,96,84,80,74,66,21,673,
"Após oferecer dinheiro para não ser autuado, homem é preso pela Lei Seca na zona Sul de Natal - Tribuna do Norte",348,72,58,71,47,50,26,672,
"Comédia, espetáculo infantil e dança contemporânea animam o fim de semana - Tribuna do Norte",316,74,81,68,64,51,16,670,
Caixa anuncia concurso público com mais de 4 mil vagas no país - Tribuna do Norte,468,56,29,35,21,12,44,665,
Operação prende mulher suspeita de aplicar golpes que somam R$ 90 mil em Natal - Tribuna do Norte,367,64,56,74,45,43,16,665,
Adolescente grávida é executada com tiro na cabeça em São Gonçalo do Amarante - Tribuna do Norte,332,88,62,58,43,38,42,663,
Fevereiro Roxo promove conscientização em Natal - Tribuna do Norte,303,60,84,80,56,50,27,660,
Alice Carvalho ganha prêmio “revelação do ano” na categoria televisão - Tribuna do Norte,296,84,81,61,52,56,29,659,
Confira pontos de interdição no trânsito durante Carnaval de Natal - Tribuna do Norte,318,102,60,62,59,39,17,657,
Presos do Comando Vermelho fogem de penitenciária federal em Mossoró - Tribuna do Norte,340,88,64,79,18,29,38,656,
"Governadora promete PPP da Caern e investimento de R$ 3,2 bi; veja destaques de mensagem - Tribuna do Norte",320,86,64,60,44,48,29,651,
Oscilação é um problema sem solução no ABC - Tribuna do Norte,222,79,72,69,104,89,16,651,
É dengue ou gripe? Saiba como diferenciar os sintomas das doenças - Tribuna do Norte,324,49,70,56,60,78,14,651,
Foragido por tráfico de drogas é preso na Zona Oeste de Natal - Tribuna do Norte,256,89,77,81,73,54,19,649,
Prefeitura de Natal realiza mutirão para inscrições em escolinhas esportivas na Estação Cidadania - Tribuna do Norte,309,90,93,44,32,29,52,649,
Lula responde a Israel e volta a falar em genocídio na Faixa de Gaza - Tribuna do Norte,356,62,42,60,51,59,18,648,
Decreto prevê multas e cassação de licença estadual em casos de discriminação por orientação sexual no RN - Tribuna do Norte,290,87,70,55,55,52,35,644,
O calor das moscas - Tribuna do Norte,339,67,50,50,50,59,28,643,
Sine oferece 207 vagas de empregos no RN nesta sexta-feira (10) - Tribuna do Norte,302,133,62,44,14,0,87,642,
Jurema Cansanção festeja B-day - Território Livre,476,30,38,34,33,30,0,641,
RN vai ter 11 feriados e 8 pontos facultativos em 2024; confira lista completa - Tribuna do Norte,347,102,56,21,17,0,95,638,
Família potiguar faz rifa para custear vida em São Paulo após tratamento de câncer do filho - Tribuna do Norte,355,62,76,56,42,27,19,637,
Gorete Tito homenageia Aimberê Câmara e Walid Bou Chacra em jantar impecável - Território Livre,496,0,43,32,26,40,0,637,
Transporte público de Natal terá viagens extras durante Carnaval 2024; confira linhas - Tribuna do Norte,319,78,47,75,43,40,34,636,
Álvaro Dias e Paulinho estavam juntos em evento do Republicanos - Tribuna do Norte,309,82,62,70,44,54,15,636,
"Bicampeão olímpico, Brasil dá vexame, perde da Argentina e está fora de Paris-2024 - Tribuna do Norte",274,57,69,88,58,67,21,634,
Cartas - Tribuna do Norte,365,40,50,96,38,45,0,634,
Obras na rua Ulisses Caldas serão finalizadas em 45 dias - Tribuna do Norte,268,62,64,81,68,72,19,634,
Dono de imóvel que abrigou fugitivos de Mossoró tem prisão mantida pela Justiça - Tribuna do Norte,303,92,66,62,39,50,19,631,
A comemoração dos 40 anos de Thiago Almeida no Neuma Leão - Território Livre,527,0,35,38,0,30,0,630,
Moro quer reunião secreta no Senado para avaliar fuga de presos em Mossoró - Tribuna do Norte,308,55,58,61,45,81,21,629,
Entenda como funciona o presídio de segurança máxima de Mossoró - Tribuna do Norte,324,78,67,56,41,31,28,625,
"Lewandowski será convocado, diz presidente de colegiado da Câmara após fuga de presos - Tribuna do Norte",320,76,50,61,48,49,21,625,
Fiscalização notifica pontos de apoio e realiza apreensões durante eventos pré-carnavalescos em Natal - Tribuna do Norte,261,69,57,88,79,42,28,624,
Lula convoca ao Brasil embaixador em Israel e reluta em pedido de desculpas - Tribuna do Norte,311,55,69,67,48,53,21,624,
Daniel Alves é condenado a quatro anos e seis meses de prisão por estupro - Tribuna do Norte,302,73,50,78,40,57,23,623,
Lula mente que ‘condenou de forma veemente’ o terrorismo do Hamas - Tribuna do Norte,289,50,66,59,56,83,17,620,
ABC não terá baixas contra o Vitória - Tribuna do Norte,217,68,71,91,87,66,16,616,
Queda de energia atinge São Miguel do Gostoso/RN durante o carnaval - Tribuna do Norte,284,66,79,73,59,35,20,616,
Governo publica aviso de licitação para recuperação de estradas do RN - Tribuna do Norte,283,95,63,67,42,46,16,612,
Fim de semana deve ser de sol e pancadas de chuva no RN; temperatura pode atingir 37 ºC - Tribuna do Norte,265,94,71,63,48,46,24,611,
Homem é preso com 45 kg de cocaína em Macaíba/RN - Tribuna do Norte,291,47,61,81,61,68,0,609,
Moraes concede liberdade provisória a Valdemar Costa Neto - Tribuna do Norte,326,50,45,65,52,55,15,608,
"Preço do azeite acumula alta de 41,64% em 12 meses - Tribuna do Norte",277,54,63,62,71,79,0,606,
Faeti abre seleção para contratar professores - Tribuna do Norte,257,103,95,55,49,27,19,605,
Operação Carnaval da Semsur apreendeu mais de 1.300 garrafas - Tribuna do Norte,282,69,60,69,59,45,21,605,
Copa do Nordeste: ABC não terá baixas contra o Vitória - Tribuna do Norte,235,47,68,72,86,82,14,604,
Polícia investiga assassinato de advogada em Nova Parnamirim - Tribuna do Norte,285,79,67,62,42,46,20,601,
Bloco dos Garis anima despedida do Carnaval 2024 em Natal; veja vídeo e fotos - Tribuna do Norte,255,72,53,80,52,62,26,600,
Governo do RN protocola reclamação ao STF contra Acórdão do TCE-RN - Tribuna do Norte,294,45,54,61,73,54,18,599,
Foragidos de Mossoró são vistos em vilarejo da cidade de Baraúnas - Tribuna do Norte,291,78,69,70,35,45,10,598,
Jogo entre América e ABC na Copa do Nordeste terá torcida mista - Tribuna do Norte,215,86,68,61,76,65,25,596,
Burger King tira do ar campanha com Kid Bengala - Tribuna do Norte,325,67,56,64,29,22,30,593,
Excesso de comida pode levar à compulsão alimentar; entenda - Tribuna do Norte,358,61,49,53,31,19,21,592,
"Senado aprova fim da ""saidinha"" para presos; veja como votaram senadores do RN - Tribuna do Norte",277,77,46,79,37,49,26,591,
ABC tenta a primeira vitória e encara o Ceará - Tribuna do Norte,271,58,54,70,59,62,13,587,
Fornecimento de energia é normalizado em São Miguel do Gostoso - Tribuna do Norte,275,63,65,58,59,43,23,586,
"Prestes a completar um mês, assassinato de advogada em Santo Antônio ainda não foi solucionado - Tribuna do Norte",297,69,64,71,42,24,18,585,
Rogério Marinho discursa sobre a escalada autoritária do PT - Tribuna do Norte,295,44,46,70,52,61,16,584,
DNIT afirma que restrição na Ponte de Igapó foi iniciada e que condutores podem ser autuados - Tribuna do Norte,343,76,58,28,15,0,63,583,
Pescador morre após se afogar em barragem no interior do RN - Tribuna do Norte,250,68,58,73,53,57,24,583,
Ministros defendem Lula após repercussão negativa de fala sobre ataques de Israel em Gaza - Tribuna do Norte,286,53,51,60,47,61,23,581,
Mossoró: direção de presídio já tinha sido avisada sobre baixa qualidade das câmeras - Tribuna do Norte,242,67,64,66,56,57,29,581,
STTU interdita trecho na avenida Antônio Basílio para obras de recapeamento - Tribuna do Norte,261,66,63,83,42,46,20,581,
Prefeitura de Natal antecipa pagamento dos salários de fevereiro nesta quarta-feira (28) - Tribuna do Norte,272,93,43,71,36,50,15,580,
Juiz afirma que RN voltou a suspender fornecimento de tornozeleiras eletrônicas - Tribuna do Norte,268,63,47,54,49,62,36,579,
Quarta-feira de cinzas tem celebrações com horários especiais em igrejas do RN - Tribuna do Norte,264,56,71,71,55,41,19,577,
"Em paz, América luta pela vaga na decisão contra o Baraúnas - Tribuna do Norte",232,63,61,64,74,60,22,576,
"CIEE abre mais de 2,4 mil vagas de estágio e Jovem Aprendiz em Natal; confira - Tribuna do Norte",314,79,61,41,14,0,66,575,
"Volta de impostos, alta do ICMS e do mínimo elevam preço do GLP - Tribuna do Norte",316,67,54,40,42,23,30,572,
Lei que proíbe celular na sala de aula foca no melhor aproveitamento pedagógico da tecnologia - Tribuna do Norte,340,58,38,31,0,0,104,571,
Ministro Ricardo Lewandowski afasta direção e determina intervenção na penitenciária - Tribuna do Norte,273,60,68,60,43,38,28,570,
"Banda do Siri inaugura o ""Boneco Hélio Rocha"" - Território Livre",461,22,31,55,0,0,0,569,
Projetos com novas regras para IR estão prontos para votação no Senado - Tribuna do Norte,263,56,53,55,63,65,14,569,
