Cidades,Nome da cidade,País,País,Visualizações,Tempo de exibição (horas),Duração média da visualização
0x9359847212701563:0x4215e06987627415,Valparaíso de Goiás,BR,BR-GO,13,0.0952,0:00:26
0x935bb8f0f9cf13df:0x85d1886146dc5a99,Águas Lindas de Goiás,BR,BR-GO,13,0.1296,0:00:35
0x93b96a3d95d57afb:0xe7e64066c42d0702,Vilhena,BR,BR-RO,13,0.1679,0:00:46
0x94cb4b9166cd36b9:0x158284b78c297239,São Lourenço,BR,BR-MG,13,0.0751,0:00:20
0x94cfab703a900551:0xe5b57c51bbd4fcad,Embu das Artes,BR,BR-SP,13,0.1217,0:00:33
0x94ec15f3ce922ec9:0x22d83987d785ee98,Ivaiporã,BR,BR-PR,13,0.1346,0:00:37
0x94ec9eb8eabb7b4b:0x16ffa0dc81365103,Apucarana,BR,BR-PR,13,0.1072,0:00:29
0x94ef37c6596e4225:0xcb25a417a2355cc8,Guarapuava,BR,BR-PR,13,0.1152,0:00:31
0x95196f0f63595647:0x268d91f5d4a02b67,Esteio,BR,BR-RS,13,0.0753,0:00:20
0x9527320ed5be2ac1:0x3d87163b9d90aa06,Palhoça,BR,BR-SC,13,0.1876,0:00:51
0x9c5253944d458d:0xd96796845bd7fd3,Angra dos Reis,BR,BR-RJ,13,0.0628,0:00:17
0x70135d59c588b69:0x7dbb4b887595602c,Rio Largo,BR,BR-AL,12,0.1397,0:00:41
0x78a6ed7c38368d7:0x6fee835a48aebaf3,Bacabal,BR,BR-MA,12,0.1644,0:00:49
0x7a09188becb5d29:0x65c67ed66be67bf3,Salgueiro,BR,BR-PE,12,0.162,0:00:48
0x7a7163a02243ecf:0x106b2cc6df8663f1,Serra Talhada,BR,BR-PE,12,0.1209,0:00:36
0x7a81bea87c5e28f:0x611a607959717bbb,Arcoverde,BR,BR-PE,12,0.1349,0:00:40
0x7abdb5e2d2e2ef7:0xeceadff726b08cc,Surubim,BR,BR-PE,12,0.2973,0:01:29
0x92a35aaef67525e1:0x5133bd522acf7fdd,Abaetetuba,BR,BR-PA,12,0.0761,0:00:22
0x9361db7d2c321dc1:0xe7ac78da77d5dc69,Rio Verde,BR,BR-GO,12,0.1896,0:00:56
0x93c99b035907e2af:0x2d69ac50e5e99e53,Ji-Paraná,BR,BR-RO,12,0.0893,0:00:26
0x93cc90eb6e4fe051:0xc68a36e46797d797,Ariquemes,BR,BR-RO,12,0.1072,0:00:32
0x94b6c3b51bc0dabf:0x8e4ec776339fd64d,Passos,BR,BR-MG,12,0.1373,0:00:41
0x94bd591844ce592d:0x8fedcfadccb93e4,Votuporanga,BR,BR-SP,12,0.1104,0:00:33
0x94c7580297897717:0x2014cdea99a6a82e,Jaú,BR,BR-SP,12,0.1348,0:00:40
0x94c800cf86e876eb:0xc4448668de433e17,Pirassununga,BR,BR-SP,12,0.109,0:00:32
0x94df47e7c38fa4b3:0xf5e4cbe02813448,Brusque,BR,BR-SC,12,0.203,0:01:00
0x94fc32a00a70c64b:0x6fdf1b568585b0a0,Ijuí,BR,BR-RS,12,0.1324,0:00:39
0x9522697517c81113:0xbe8eea8037e095d7,Torres,BR,BR-RS,12,0.1032,0:00:30
0xa3195a230fd9d1:0x319b198b4d9bda31,Ubá,BR,BR-MG,12,0.0963,0:00:28
0xb624fa1ad6fe2b:0x51fd1d6a62e6fde0,Linhares,BR,BR-ES,12,0.2014,0:01:00
0x73e44087b926d31:0xcda129b9a91d191a,Valença,BR,BR-BA,11,0.096,0:00:31
0x7981f5e5dd26ed9:0x852be5ade2b98798,Tauá,BR,BR-CE,11,0.2178,0:01:11
0x7ab054a7d941903:0xf46329131b094dea,São Lourenço da Mata,BR,BR-PE,11,0.0914,0:00:29
0x7b22f8ce4cc29c7:0xa2be3cf41fbc7387,São Paulo do Potengi,BR,BR-RN,11,0.1951,0:01:03
0x7c1b364b0ef2211:0xc6efa20634a90dec,Itapipoca,BR,BR-CE,11,0.2209,0:01:12
0x94535b163a1e867f:0x57e5d470593d67f4,Uruguaiana,BR,BR-RS,11,0.1567,0:00:51
0x9496015d7b570b85:0x3182424a357ac901,Penápolis,BR,BR-SP,11,0.1259,0:00:41
0x94a231e725c3250f:0xb7ad5532a9c14226,Ituiutaba,BR,BR-MG,11,0.0834,0:00:27
0x94c80b7713b22f0f:0x41b5d305ee09d98c,Leme,BR,BR-SP,11,0.1025,0:00:33
0x94c85a6407e30b8f:0xc35136af8ca26d9b,Mogi Guaçu,BR,BR-SP,11,0.1062,0:00:34
0x94c870cc12a095e9:0x888552ad0cb59b45,Araras,BR,BR-SP,11,0.0939,0:00:30
0x94d27f94c6dd56fd:0x546010e330dcb8e7,São Sebastião,BR,BR-SP,11,0.064,0:00:20
0x94db9a9f47a5c1d3:0xcb6eebd1d18fb8e1,Paranaguá,BR,BR-PR,11,0.1106,0:00:36
0x94dcde7bfa2c2bb5:0x1675d3bca29dfc69,Almirante Tamandaré,BR,BR-PR,11,0.1005,0:00:32
0x94dd02f54dadbe6b:0xb140cbe0e164b0f4,Araucária,BR,BR-PR,11,0.1503,0:00:49
0x94eca3dd2dd8bb33:0x54d018e2265e65f,Arapongas,BR,BR-PR,11,0.159,0:00:52
0x94fb9e06cbfd93c5:0x88889676991b518d,Frederico Westphalen,BR,BR-RS,11,0.0917,0:00:30
0x951c61b96db00e9b:0xd2a1f815c9a57f8,Lajeado,BR,BR-RS,11,0.1332,0:00:43
0x95274c39717055ab:0x6951df9811670807,Biguaçu,BR,BR-SC,11,0.1184,0:00:38
0x95a9ffb202eac28f:0xe25fcf314b630218,Sant'Ana do Livramento,BR,BR-RS,11,0.0808,0:00:26
0xbcc64152334a17:0x59481656f33750cc,Muriaé,BR,BR-MG,11,0.1122,0:00:36
0xca0df27a5749f5:0xd8297d72c50d1b82,São Mateus,BR,BR-ES,11,0.1553,0:00:50
0x70ffa80e7743ae5:0xc6ac8c23fb4b52b0,Itabaiana,BR,BR-SE,10,0.1274,0:00:45
0x73546a9c0f417ef:0x998e8c1f371f1c5b,Teixeira de Freitas,BR,BR-BA,10,0.1551,0:00:55
0x7a9738acf62b823:0xed6175c353220b3c,Santa Cruz do Capibaribe,BR,BR-PE,10,0.1455,0:00:52
0x7aba05032cdd5d7:0xcc924b65587a89fb,Carpina,BR,BR-PE,10,0.1108,0:00:39
0x9199cd6deebfd8c7:0xa5884e24b7ff82a5,Cruzeiro do Sul,BR,BR-AC,10,0.1394,0:00:50
0x92aedecce67a1a81:0xc45456e67f178087,Bragança,BR,BR-PA,10,0.1156,0:00:41
0x93a0b308d13521d7:0xf2956495aad74451,Sorriso,BR,BR-MT,10,0.11,0:00:39
0x9481a7bf81290a11:0xebfd7d6922807702,São Gabriel do Oeste,BR,BR-MS,10,0.0945,0:00:34
0x9490ca9ec015f91b:0xc889b717f554f80e,Andradina,BR,BR-SP,10,0.1082,0:00:38
0x949614dbc17ff293:0x17db7a678a4bf9ad,Birigui,BR,BR-SP,10,0.075,0:00:27
0x94afba83e5e96d81:0x649f047e8c0afaf5,Patrocínio,BR,BR-MG,10,0.0783,0:00:28
0x94b53e528dc35689:0xed667d3a25bfa5ff,Campo Belo,BR,BR-MG,10,0.1427,0:00:51
0x94cba24de6768243:0xbab272348222b906,Santa Rita do Sapucaí,BR,BR-MG,10,0.0937,0:00:33
0x94cf767fc28a7c79:0x64f4d1397f1576be,Ibiúna,BR,BR-SP,10,0.1061,0:00:38
0x94cfd54e9bf2326d:0x322103163db80ccb,Itanhaém,BR,BR-SP,10,0.1125,0:00:40
0x94dce81bb32f665f:0x71a27a3f0e78b715,Colombo,BR,BR-PR,10,0.1324,0:00:47
0x94df02f0c21fc5cd:0xf960ed6b0691370a,Indaial,BR,BR-SC,10,0.1426,0:00:51
0x94e381c302a05df7:0x7b6ae0431784abb7,Concórdia,BR,BR-SC,10,0.1423,0:00:51
0x94e5533f62e22c55:0x74c614e61d62d7ce,Pato Branco,BR,BR-PR,10,0.1138,0:00:40
0x94f2d6aad88f12b7:0x62e741a44bc7bfc7,Umuarama,BR,BR-PR,10,0.0575,0:00:20
0x950675847493ab7d:0x667e3efbe8e31985,Bagé,BR,BR-RS,10,0.0601,0:00:21
0x970f945a947daf:0xd54265ca58372b71,São Pedro da Aldeia,BR,BR-RJ,10,0.0732,0:00:26
0x99a1369b6ae9c7:0x38dca2bae1a65323,Magé,BR,BR-RJ,10,0.0853,0:00:30
0x9ffd8039b103f9:0x39e3fcfba35cb1f3,Lavras,BR,BR-MG,10,0.1079,0:00:38
0xa2d6c25268cdc3:0x5051d99f77674403,Cataguases,BR,BR-MG,10,0.1629,0:00:58
0xa3dfe8a2b7c767:0xc6792e00ae5e1d48,Conselheiro Lafaiete,BR,BR-MG,10,0.0803,0:00:28
0xa5074732765415:0xe75615374cb9bb9a,João Monlevade,BR,BR-MG,10,0.0933,0:00:33
0xa5a113d676be4b:0xa1b1df8c51582d7,Itabira,BR,BR-MG,10,0.0693,0:00:24
0xa67c7d918ceddb:0xa37c99fd3aa9888,Lagoa Santa,BR,BR-MG,10,0.0768,0:00:27
0xa6bf368ae36c03:0x783091cfbc75d6fc,Ibirité,BR,BR-MG,10,0.0929,0:00:33
0xb7aa0db8040e57:0x49c8de63da9f311e,Colatina,BR,BR-ES,10,0.082,0:00:29
0xb857603fd9399d:0xb44c9166b2c1b315,Guarapari,BR,BR-ES,10,0.1076,0:00:38
