# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Tribuna do Norte
# Propriedade: https://tribunadonorte.com.br – GA4
# ----------------------------------------
#  
# Data de início: 20220101
# Data de término: 20221231
Nº dia,Novos usuários
114,0.08093297101449276,0.050226449275362316,0.03736413043478261
115,0.06287904312668463,0.030744609164420487,0.027375336927223718
116,0.06748876780422522,0.025093203326641812,0.021412866838734345
117,0.06604637532510349,0.022821348767354116,0.011685409721967837
118,0.04506770636817172,0.02037479562319205,0.010271244707164718
119,0.06029509651652984,0.022021300199689373,0.010261814954515199
120,0.05829573420836751,0.026251025430680888,0.014509844134536506
121,0.03559849136504996,0.015152517699993383,0.009329716138423873
122,0.03134029129076007,0.01161625095819329,0.009994693083318592
123,0.05252790544977019,0.019243396131117734,0.016212940047477146
124,0.04898741105637657,0.019157088122605363,0.012151067323481117
125,0.0493353941267388,0.02009273570324575,0.009520865533230293
126,0.04767018880997748,0.013719036895894682,0.014065477221548588
127,0.0426437342080766,0.012899507956912984,0.015071590052750565
128,0.04419021982951996,0.014169283684761478,0.010206370569762225
129,0.048005480318280024,0.031195657901670445,0.0020551193550086945
130,0.05448320642228912,0.026739861873561182,0.0030694764181571337
131,0.05927686083103205,0.02286301457838289,0.0012202170701945925
132,0.04451456584211416,0.01938355778441427,0.0018031216543641178
133,0.04954732510288066,0.018847736625514405,0.0023868312757201644
134,0.05144193296960249,0.01516332459434564,0.0030468362502657125
135,0.07393610304331355,0.023740371258997348,0.00694532137896199
136,0.05204099890090228,0.018505738312501598,0.009712956572859954
137,0.0418254513650278,0.02058474417442369,0.007590429187230587
138,0.060958483279206534,0.016369700693408235,0.0032914947774949532
139,0.02446854934231033,0.009226357459011283,0.00246243999750639
140,0.0513302034428795,0.01486697965571205,0.003834115805946792
141,0.05064102564102564,0.013701923076923077,0.00608974358974359
142,0.07116142727180835,0.023198220964318204,0.017588193672293542
143,0.06834581973617686,0.02486556050926139,0.016730247736360712
144,0.06340732775174744,0.025654812197557417,0.010023811352638452
145,0.07143734895342645,0.03211403760291648,0.005898496702576496
146,0.06204811894938932,0.02307912258486173,0.005187696581022017
147,0.06248513674197384,0.0187871581450654,0.008204518430439952
148,0.058174523570712136,0.0166123370110331,0.006832998996990973
149,0.0539850136239782,0.019130336058128975,0.007720254314259764
150,0.06552551242913214,0.016899258613170518,0.009485390318360227
151,0.06482897384305834,0.013319919517102615,0.012072434607645875
152,0.04464403297600548,0.0033450101403850714,0.004819975241657229
153,0.04038965662319169,0.0037218032946050032,0.010809411307809314
154,0.04154023229046772,0.0040807784869729,0.007638380244846709
155,0.06505299896587384,0.0030700620475698037,0.005073681489141675
156,0.04613099939966508,0.004518310215172675,0.00941577932952068
157,0.0408017179670723,0.005249343832020997,0.012216654736339776
158,0.01779189833200953,0.01159650516282764,0.012629070691024622
159,0.061272770286255024,0.017033356990773598,0.0063875088715401
160,0.04586013695787508,0.01639344262295082,0.006640381821954763
161,0.04465161923454367,0.012757605495583905,0.005397448478900883
162,0.06654676258992806,0.021282973621103117,0.008992805755395683
163,0.06731527741256903,0.012095713910070997,0.0115698133052853
164,0.06417710196779965,0.022584973166368514,0.006932021466905188
165,0.09094434748885011,0.04977053842673389,0.012216404886561954
166,0.07463247577681256,0.02501670564650852,0.012153357834948213
167,0.0453822988121131,0.01786013050025096,0.006357704534047181
168,0.04581967739862477,0.012145748987854251,0.006297795771479982
169,0.029797377830750895,0.01564362336114422,0.008790226460071514
170,0.0738706576960044,0.026088150487436495,0.01249485102293011
171,0.07218757218757219,0.026738276738276737,0.011434511434511435
172,0.05023163111398406,0.021574014221073044,0.007110536522301228
173,0.05547579606110804,0.023596539665010123,0.006073992269464384
174,0.04347643274607913,0.02102342008998024,0.0038262624563764032
175,0.04991495102352044,0.017537685494750425,0.005102938588773535
176,0.05681013961268738,0.03126809496236248,0.00739882905488001
177,0.05559071216472764,0.019812101445747944,0.009589641240325172
178,0.04890060690478559,0.018754352800716346,0.011192916127748483
179,0.05544312138184214,0.024285781522097236,0.008660046124158705
180,0.0673897259030677,0.028226538391722636,0.006897803594118715
181,0.04636779761696775,0.024983402634613367,0.007337782591984346
182,0.06781793229643183,0.01841262580054895,0.005032021957913998
183,0.058761385375324784,0.013790937384004796,0.0060817177283499415
184,0.052389783360026976,0.018840091039366097,0.006575065329174745
185,0.06227151877700233,0.023346626786307743,0.005151213027583915
186,0.0477267927715932,0.015717862853350226,0.005279512474733762
187,0.039889744123153735,0.011597670064489286,0.003016434366548783
188,0.04437116364111271,0.01567193417787645,0.00329763614992817
189,0.0500848896434635,0.01929824561403509,0.0040747028862478775
190,0.06363636363636363,0.019470827679782903,0.0042740841248303935
191,0.05134246915111304,0.01503689464872574,0.004247535189433869
192,0.055652030100057884,0.02319523691391714,0.005250971636483916
193,0.04779561154002438,0.02905323039414872,0.0037586347013409183
194,0.05865363252610531,0.024827816040879806,0.003665852032881582
195,0.05801267010793055,0.02404974190520882,0.0038127639605818864
196,0.050082902565102894,0.01697064273871062,0.00287720667121818
197,0.053265964570524134,0.017105984050648324,0.005113532598770317
198,0.067363304981774,0.020656136087484813,0.005589307411907655
199,0.07135498935512671,0.016070324840326902,0.0043953025204312894
200,0.015517595087325793,0.003079995076384425,0.0007604250721446449
201,0.03637208761838359,0.014670850037766544,0.002469350996455755
202,0.036856488662382746,0.013848881010414359,0.0021419602629440876
203,0.05035428040422813,0.017365547682657682,0.002962016494366361
204,0.05378065642966305,0.023506295029473837,0.004293719525507605
205,0.052843563718382475,0.01836636056065732,0.004833252779120348
206,0.05842651354890702,0.019542661428427522,0.007756623350458346
207,0.07009174311926605,0.01444954128440367,0.0062844036697247705
208,0.054552354447993424,0.0100566079504127,0.0034787008633503052
209,0.04399748585795098,0.013324952859836581,0.003938822543473706
210,0.06103144957223762,0.015122303892035185,0.004458368478129895
211,0.05605516984297097,0.015749499091375053,0.00396067284842272
212,0.04274937133277452,0.010204453515069791,0.004045336929188382
213,0.03249465708179522,0.013745871381387215,0.005245774237419856
214,0.030956022058482784,0.011214606793641967,0.005839010148755735
215,0.029652770664754687,0.012752227798832326,0.003584963638225955
216,0.028291021981873717,0.012468078714135496,0.0036553001852686396
217,0.023887680442950365,0.007672533122404588,0.004073561400039549
218,0.0183982683982684,0.007098293862999746,0.00267379679144385
219,0.02951581926614778,0.0128373597493177,0.005256241787122208
220,0.0360068077864057,0.01616849271354111,0.004733538985214339
221,0.026736613603473226,0.009008683068017366,0.003400868306801737
222,0.03227579315513365,0.013639770172370723,0.004346739945041219
223,0.03071217476965869,0.014313032392652258,0.004751694964362288
224,0.034057836398538606,0.014613907981918386,0.009721964208310112
225,0.032213889794587544,0.014281056406912292,0.009716335180958591
226,0.040915654917901265,0.015670963256137347,0.009734181954324224
227,0.03205673758865248,0.015130023640661938,0.006808510638297872
228,0.03311620778367727,0.014833871585746346,0.005583228419727407
229,0.033806510461205176,0.016817741291830567,0.003762613305968873
230,0.028783382789317507,0.014490603363006924,0.005390702274975272
231,0.0242846094354215,0.013250837844805363,0.00422789378705852
232,0.025286448044251283,0.015691144098888072,0.004741209008297116
233,0.03621585756939069,0.015647462125400864,0.006800840429061152
234,0.03749783249523149,0.013308479278654414,0.005245361539795388
235,0.031700084721829995,0.010413724936458627,0.007836769274216324
236,0.02575837587279235,0.01158833538696239,0.010590858416945374
237,0.02298265533847539,0.013077013429388043,0.004659175443404722
238,0.03545501381668306,0.01287995878413189,0.00590136293382043
239,0.024330822247154993,0.017021958647219105,0.005096970668376342
240,0.025646236384327753,0.021622500406437976,0.005730775483661193
241,0.029259301923741505,0.012786545328879162,0.007410820565987021
242,0.02971838294259163,0.01471767536204538,0.007170149535355441
243,0.031127092931790088,0.011986365509233246,0.00749147844327078
244,0.025279476492813462,0.012892922525610563,0.015385813890079071
245,0.03905665803853897,0.01541558815070463,0.008110440034512511
246,0.03182128822825901,0.016401845207585853,0.0021356569280710745
247,0.032105208941386534,0.022113106479414897,0.004257803110943241
248,0.037221668328348285,0.020480225988700564,0.007976071784646061
249,0.023448761892558543,0.015632507928372362,0.004388634397924208
250,0.030708766320277112,0.014122035704769519,0.002664535038635758
251,0.0261939466689531,0.012346737546085913,0.0028294606876446884
252,0.03655623636930107,0.013604735694256933,0.003427147159621975
253,0.029403757146746527,0.01429349305744623,0.0034372447590525455
254,0.039827802486030336,0.013114380202987799,0.002109704641350211
255,0.028780957818856614,0.008707444151024195,0.003033330954250232
256,0.029510123837126815,0.008715215144206409,0.0038711769594033116
257,0.027471529741368128,0.010142934965887572,0.0032945082881527406
258,0.027590618336886995,0.013688699360341151,0.009168443496801706
259,0.04395661695692982,0.022942955469809158,0.005318594222546668
260,0.029541194686659604,0.01800994214000489,0.003585689837829028
261,0.022453698701186436,0.009141399952456076,0.002614915825643464
262,0.027928604436229205,0.012505776340110906,0.004158964879852125
263,0.015203295586795486,0.00759241128332071,0.002179816378179669
264,0.021903250625120215,0.010170225043277553,0.0018032313906520484
265,0.027920943902542916,0.009818119861992589,0.0021084465647229203
266,0.02383970702162124,0.009343380989271545,0.0018663286146911753
267,0.021029927204098138,0.01848084511875291,0.0027451653226794773
268,0.028261418117587686,0.0116354052765862,0.0028037121148400484
269,0.03220035778175313,0.008700601723857539,0.002845991218084241
270,0.03556491150319918,0.008254161704013517,0.0029914411544746974
271,0.02800509576144927,0.01191889966100231,0.0013171247813788785
272,0.02383590519687593,0.005810339702186309,0.0011080182687890172
273,0.04039616199670355,0.004414881092535908,0.001221450435601601
274,0.03899531543207377,0.004023058334345848,0.0021802816140834044
275,0.014362621426726792,0.004688213909692286,0.0020659925703728718
276,0.029980357696681486,0.01374961232296082,0.004858885557738034
277,0.034230530190753936,0.008318592532389922,0.0035377922264187025
278,0.04765851636966432,0.012815199719468266,0.0027415601389907235
279,0.02468487394957983,0.011519607843137256,0.0018557422969187674
280,0.027251595034373608,0.009594935456748603,0.0032147979623126763
281,0.03476994758299359,0.01677344205008736,0.0028538147932440304
282,0.038925123923819464,0.013722932428906862,0.00453952517610227
283,0.02747104767034743,0.013780411167968399,0.004802944609031331
284,0.030462869673442777,0.010845729864280212,0.0036152432880934035
285,0.03930678081119173,0.014511666753667067,0.0036018165683562144
286,0.023215821152192607,0.008995303922217078,0.0024141808320656127
287,0.0441976630095442,0.008696815627508696,0.0029435375970029436
288,0.02252986610364273,0.0023839431274554346,0.0003795066413662239
289,0.014186654855988152,0.004179872942935046,0.002089936471467523
290,0.03176935549250101,0.012413862991487636,0.0036481556546412645
291,0.031229165935646865,0.010386329344889294,0.0018948033264325065
292,0.026155908611198264,0.007045266550671725,0.0019966342451296385
293,0.024502840909090908,0.00909090909090909,0.0018821022727272727
294,0.02757981060236259,0.00795665332422142,0.0020989944352240554
295,0.03194888178913738,0.011831070287539935,0.002595846645367412
296,0.033463518551393574,0.011228475057695721,0.0022634475412746315
297,0.031183534570203855,0.009881875593076142,0.0025849939465331633
298,0.020644582199657792,0.0065075313455443045,0.00224397632604976
299,0.026177265613885333,0.00995874235310855,0.0020865936358894104
300,0.021908877264801757,0.007163975437798499,0.0017815177014631188
301,0.037142026457333915,0.011847652275039977,0.0029800843145806077
302,0.04105591748099891,0.013707926167209554,0.003189467969598263
303,0.049442249593306994,0.01748779920985359,0.004066930048803161
304,0.03158748452640116,0.012250821701455585,0.003201434242540658
305,0.030923146884947704,0.014487104528032223,0.003053335931917105
306,0.03907701528318849,0.014144441114773748,0.0027569673359304765
307,0.029728376517711853,0.014457378895981976,0.0026286143447239955
308,0.038613704700110774,0.015746162367463207,0.0034024370944769743
309,0.03641132453907275,0.012265679240916455,0.0032399907428835918
310,0.024773748290904354,0.008040888078650953,0.0024741194088156782
311,0.03202598051461404,0.010142393205096177,0.004346739945041219
312,0.032622460868243754,0.01190415885720075,0.002938047717947419
313,0.034760419620073715,0.012758718457612702,0.00232492203005387
314,0.02718589272593681,0.010024141912459325,0.0017319198068647002
315,0.03314958283671037,0.013706793802145411,0.002830750893921335
316,0.028464634847613572,0.014663599769982749,0.0027314548591144336
317,0.03088936493677009,0.012369566719646188,0.004077119756754889
318,0.03666836821507572,0.01454823889739663,0.004934490386251489
319,0.019834994843588864,0.007768992781024407,0.002200068752148505
320,0.03411787340473289,0.013788238312063106,0.004040274482139421
321,0.03363770645897677,0.013226802739358131,0.0027527863569222506
322,0.03041396789636722,0.008898901717825964,0.002478175161926218
323,0.029225116900467602,0.009352037408149633,0.004008016032064128
324,0.024103422763911062,0.006308165569876563,0.0033098399595031347
325,0.03175891634112932,0.011465679062452439,0.0038049819897519152
326,0.028331097120445868,0.010630612034265663,0.0038703684590773043
327,0.029888160431932126,0.010476925054634273,0.0032137806916056047
328,0.0342254917305786,0.009286795012260656,0.0026608232900297386
329,0.029020011582266265,0.010681423331831929,0.00456856058168715
330,0.0315905860053704,0.013347022587268994,0.005212446690886116
331,0.030310880829015546,0.009585492227979275,0.005051813471502591
332,0.03728585824655694,0.0133691635875042,0.006919717836748405
333,0.03414327607875995,0.01228878648233487,0.005934925289764
334,0.02606668550437977,0.011302627860977677,0.003673354054817745
335,0.031486474732538926,0.01200313125163086,0.0040010437505436204
336,0.024328163845152125,0.008050195335622115,0.0052681425358115305
337,0.02596943107840362,0.010118879139541466,0.00431644494763657
338,0.03167454223272298,0.011296515062020084,0.006940342587123449
339,0.03404953958169748,0.012777500178456707,0.005282318509529588
340,0.03337177454230936,0.01282975349574744,0.004252558742972467
341,0.027308435688010474,0.010474468483072511,0.003429141467672548
342,0.020123839009287926,0.008978328173374612,0.003343653250773994
343,0.023295300190165714,0.010866612333604999,0.0035995653355066558
344,0.02915980230642504,0.010543657331136738,0.004612850082372323
345,0.03397673188789001,0.011435748281332628,0.0049576943416181915
346,0.029218573046432616,0.01160815402038505,0.005492638731596829
347,0.023032297168586024,0.009697809334141484,0.0049787860420815655
348,0.02594822044298989,0.011396177897259073,0.0035649582140143765
349,0.03263026383479092,0.013154993753215256,0.003968545601528625
350,0.030152259920872795,0.00935139671502218,0.004615753506773768
351,0.025823627287853576,0.00838602329450915,0.003860232945091514
352,0.034535452322738386,0.011124694376528117,0.0053789731051344745
353,0.0354488975514679,0.012973565598733097,0.005725423315872822
354,0.03900461344890256,0.015587865231371453,0.00622116594435901
355,0.030530612244897958,0.012081632653061225,0.004408163265306122
356,0.018168095315111328,0.010458784840153107,0.0032885869858213382
357,0.0283233001085562,0.012434619559853942,0.0040461857297937436
358,0.032202356765542464,0.014425030475416498,0.005688744412840309
359,0.03676008106785939,0.016982318820322875,0.0057306590257879654
360,0.03290485607558778,0.012250054932981763,0.004943968358602505
361,0.028171274930775713,0.015369798145993017,0.004053132148160038
362,0.019279965058963,0.006988207400012479,0.0017782492044674612
363,0.01782678812709759,0.00575338883319531,0.0035740748812273897
364,0.028110397196261683,0.008688668224299066,0.004526869158878504

#  
# Data de início: 20220101
# Data de término: 20221231
Coorte,Dia 1,Dia 7,Dia 30
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,211.46752093377316,251.83154852966175,220.4494425221069
108,207.4618975139523,246.7036661353427,238.21897163120568
109,120.87155025553663,170.34017595307918,166.67738589211618
110,122.69543147208122,124.85039370078741,205.7986725663717
111,136.22152777777777,122.74811463046757,517.5583941605839
112,153.82280431432974,139.4479768786127,109.62139917695474
113,115.51088777219431,201.38942307692307,110.40756302521008
