Cidades,Nome da cidade,País,País,Visualizações,Tempo de exibição (horas),Duração média da visualização
0xa2d6c25268cdc3:0x5051d99f77674403,Cataguases,BR,BR-MG,19,"0,5891",0:01:51
0x747cb96a354232d:0x88cf84a1fd431214,Barra do Choça,BR,BR-BA,18,"0,2279",0:00:45
0x758ea1ab81d8d31:0x6304d4f09aa55495,Correntina,BR,BR-BA,18,"0,1531",0:00:30
0x75ac47be614554f:0xb6b4a6df2fe6f474,Guanambi,BR,BR-BA,18,"0,1289",0:00:25
0x75c74038c04e7c7:0xb61b01da21dd9e87,Bom Jesus da Lapa,BR,BR-BA,18,"0,2287",0:00:45
0x7837cd5a4706701:0xbfa3ee005d4333ed,Floriano,BR,BR-PI,18,"0,1516",0:00:30
0x7ab054a7d941903:0xf46329131b094dea,São Lourenço da Mata,BR,BR-PE,18,"0,3382",0:01:07
0x7bb7cfbf1e35fd3:0xd08b8d87cd69eef3,Jaguaribara,BR,BR-CE,18,"0,208",0:00:41
0x7c0104818260bd3:0x4f564b3f72eed1f0,Irauçuba,BR,BR-CE,18,"0,386",0:01:17
0x9199cd6deebfd8c7:0xa5884e24b7ff82a5,Cruzeiro do Sul,BR,BR-AC,18,"0,324",0:01:04
0x939aff95f003f319:0xfcc84f2c392527eb,Cáceres,BR,BR-MT,18,"0,5835",0:01:56
0x94cfa8da1b269d77:0xb03b39035ef04ea5,Cotia,BR,BR-SP,18,"0,7969",0:02:39
0xd19331a61e4f33b:0x400ebbde49036d0,Lisboa,PT,PT-11,18,"0,5009",0:01:40
0x74380aaf19d522b:0x2f24bfeead286254,Livramento de Nossa Senhora,BR,BR-BA,17,"0,1444",0:00:30
0x78ccddb9b29d195:0x2854f0834209b5e0,Chapadinha,BR,BR-MA,17,"0,8553",0:03:01
0x8d61fe3d1704d515:0x7abaf900186aabaa,Santana,BR,BR-AP,17,"0,4016",0:01:25
0x933b0ca9c57b4397:0x60d7114725a630fd,Porto Nacional,BR,BR-TO,17,"0,377",0:01:19
0x94d8b10cf4da0413:0x231d20d09ad9775c,Itapema,BR,BR-SC,17,"1,4552",0:05:08
0x94e01f2d554bdff5:0x1d1feec5ba930bb7,Lages,BR,BR-SC,17,"0,381",0:01:20
0x94f3d41ec7f74d61:0xebac32ece05a5fbc,Cascavel,BR,BR-PR,17,"0,2155",0:00:45
0xb69e61e48e932d:0x3e3c8965ca05632d,Barra de São Francisco,BR,BR-ES,17,"0,1534",0:00:32
0x73f7d9913abc30d:0x8a4d8d24c4f19153,Jaguaquara,BR,BR-BA,16,"0,6734",0:02:31
0x79307f67ebbb15f:0xbaeb8ffb0cbe733b,Piripiri,BR,BR-PI,16,"0,3769",0:01:24
0x7939aa9009b7f09:0xe6169cb9f64d3a98,Pedro II,BR,BR-PI,16,"0,2719",0:01:01
0x7ab6ace8ae386b3:0xe4bf3f7928d2800b,Igarassu,BR,BR-PE,16,"0,2681",0:01:00
0x7b92a75bbf74e9b:0x34b1e0b5e2ada65b,Ocara,BR,BR-CE,16,"0,24",0:00:53
0x7ea266b300168f1:0x55a73d59202d8e56,Jijoca de Jericoacoara,BR,BR-CE,16,"0,2657",0:00:59
0x92de012ede132a5b:0x116cd1b4b5b458d2,Xinguara,BR,BR-PA,16,"0,3789",0:01:25
0x94ce7c8d172d5a85:0x453b3d4d5bc111d7,Itaquaquecetuba,BR,BR-SP,16,"0,4388",0:01:38
0x985f7ad65e87a5:0xa3fe7489ec5b6c1e,Três Rios,BR,BR-RJ,16,"0,173",0:00:38
0x99cd7dfcfa9e4f:0xe316482aed8eda9b,Cachoeiras de Macacu,BR,BR-RJ,16,"0,2303",0:00:51
0xa3195a230fd9d1:0x319b198b4d9bda31,Ubá,BR,BR-MG,16,"0,279",0:01:02
0xb73c45bb6122c9:0x66afbca178989edc,Baixo Guandu,BR,BR-ES,16,"0,1837",0:00:41
0xbe973db0877d6d:0x66339ec0423189fb,São Francisco de Itabapoana,BR,BR-RJ,16,"1,1694",0:04:23
0x7065ec37bf2bc71:0x1eb4b22c0a2eb5b4,Palmeira dos Índios,BR,BR-AL,15,"0,1527",0:00:36
0x7070d200a110927:0x51f45fae994f83b3,Garanhuns,BR,BR-PE,15,"0,2055",0:00:49
0x7138d150832d8b3:0xea0c1837adf90c10,Serrinha,BR,BR-BA,15,"0,2942",0:01:10
0x73e2a45a6a3f323:0x946c6ae973aa35c2,Santo Antônio de Jesus,BR,BR-BA,15,"0,1445",0:00:34
0x7444be5500dab5f:0x7d57a62ec5abf65d,Brumado,BR,BR-BA,15,"0,1883",0:00:45
0x92a45f402a6a64ad:0x4d080b858bcaec31,Marituba,BR,BR-PA,15,"0,2254",0:00:54
0x92bd053ac69e006f:0xf9d036fd297d4db6,Cametá,BR,BR-PA,15,"0,1248",0:00:29
0x933299a9d49e69e7:0xc6a12a64cf7ab6a5,Gilbués,BR,BR-PI,15,"0,3654",0:01:27
0x933339f38ef455f9:0x45fb3e5610c795c1,Corrente,BR,BR-PI,15,"0,3",0:01:12
0x933e95092e1983cd:0xfaca53991dbe1a76,Gurupi,BR,BR-TO,15,"0,2107",0:00:50
0x9350a2912067fad5:0x6a35994b2edf538b,Formosa,BR,BR-GO,15,"0,9938",0:03:58
0x935cc2276d782619:0xff8315381fb2a495,Goianésia,BR,BR-GO,15,"0,1586",0:00:38
0x93626c8faf7faafd:0x50abe71674598b4b,Jataí,BR,BR-GO,15,"1,3251",0:05:18
0x93aa31a56054349b:0x1da447203f909f15,Alta Floresta,BR,BR-MT,15,"1,1459",0:04:35
0x93c99b035907e2af:0x2d69ac50e5e99e53,Ji-Paraná,BR,BR-RO,15,"0,4873",0:01:56
0x94a231e725c3250f:0xb7ad5532a9c14226,Ituiutaba,BR,BR-MG,15,"0,2793",0:01:07
0x94ce3fc6927dd0c3:0xcdcd0d550f9656cf,São Bernardo do Campo,BR,BR-SP,15,"0,2346",0:00:56
0xbb7a67035784b5:0xa7d6d220fd1f5b3b,Carangola,BR,BR-MG,15,"0,2817",0:01:07
0x70930cc78a6f9ff:0xdb68770589a8cabb,Paulo Afonso,BR,BR-BA,14,"0,1635",0:00:42
0x70f788b0aaeb211:0x67949bda80a215ba,Nossa Senhora da Glória,BR,BR-SE,14,"0,168",0:00:43
0x70ffa80e7743ae5:0xc6ac8c23fb4b52b0,Itabaiana,BR,BR-SE,14,"0,3833",0:01:38
0x75b68dec6e3a617:0xd504b022497bde0,Riacho de Santana,BR,BR-BA,14,"0,1615",0:00:41
0x7a5d384c96b8d3d:0x4bfda28b249cb36b,Piancó,BR,BR-PB,14,"0,0845",0:00:21
0x7f7fa6b59e4fbc7:0xa017c8911c07fbe1,Cururupu,BR,BR-MA,14,"0,0993",0:00:25
0x9105c5f619ee3ec7:0x14206cb9cc452e4a,Lima,PE,PE-LMA,14,"0,3401",0:01:27
0x9262d097abbff093:0xd678e68a68f540e6,Juruti,BR,BR-PA,14,"0,2207",0:00:56
0x926f5414ae8edfc9:0x556fcc1c5ecc2ff8,Itacoatiara,BR,BR-AM,14,"0,2322",0:00:59
0x92a49b6cdf9c61df:0x79ccf2d2d6765980,Barcarena,BR,BR-PA,14,"0,1343",0:00:34
0x93430eb7b400df55:0x59bc477cb6184215,Uruaçu,BR,BR-GO,14,"0,2814",0:01:12
0x93583d29b2aa9011:0x9d039879fad265bc,Cristalina,BR,BR-GO,14,"0,1924",0:00:49
0x93598fb253701997:0xfc2fa3db7d70d5de,Cidade Ocidental,BR,BR-GO,14,"0,1356",0:00:34
0x935bb8f0f9cf13df:0x85d1886146dc5a99,Águas Lindas de Goiás,BR,BR-DF,14,"1,1539",0:04:56
0x935bdb0f199b213b:0xff9b7bd06d6a5270,Santo Antônio do Descoberto,BR,BR-GO,14,"0,1492",0:00:38
0x935e786ed04099b3:0x45d96d31fc68c963,Inhumas,BR,BR-GO,14,"0,0993",0:00:25
0x936d1679f567e3f3:0x149cd7aad2a35cd6,Canarana,BR,BR-MT,14,"0,2666",0:01:08
0x9526ca8d9036d5d3:0x222b8b3dc2b114ce,Imbituba,BR,BR-SC,14,"1,0847",0:04:38
0x9527320ed5be2ac1:0x3d87163b9d90aa06,Palhoça,BR,BR-SC,14,"0,281",0:01:12
0x99294494327b1d:0xcf40ffceb8d8276b,Valença,BR,BR-RJ,14,"0,1555",0:00:39
0xb6646c802faab9:0x2eabc760bacf1b85,São Gabriel da Palha,BR,BR-ES,14,"0,6077",0:02:36
0xbd3d57612ede47:0x7762c87505401687,Santo Antônio de Pádua,BR,BR-RJ,14,"1,4992",0:06:25
0x70654859417439f:0x405f42ce33176e65,Bom Conselho,BR,BR-PE,13,"0,095",0:00:26
0x743fcd84dbdeae1:0x3ff51337ba5b8702,Barra da Estiva,BR,BR-BA,13,"0,86",0:03:58
0x7619af12f92fb79:0x5aa0e6eb964dd922,Santa Rita de Cássia,BR,BR-BA,13,"0,177",0:00:49
0x7667f881cbb2279:0x5da11c930d473038,Barra,BR,BR-BA,13,"0,1144",0:00:31
0x79f34146719640f:0x439bbd2605c9792a,Campos Sales,BR,BR-CE,13,"0,3395",0:01:34
0x7a4ae2fdc5318ad:0x1a2e86a420ca538e,São Miguel,BR,BR-CE,13,"0,1042",0:00:28
0x7a5a624ffc1dc7d:0xb4b59c9240564116,Pombal,BR,BR-PB,13,"0,2917",0:01:20
0x7a978539db2b363:0xd97b90b63a53262d,Toritama,BR,BR-PE,13,"0,246",0:01:08
0x7ab9de402c11805:0x748a6afb6f59cf24,Nazaré da Mata,BR,BR-PE,13,"0,2307",0:01:03
0x7f4af902ae431c3:0x29e91b2682900b2f,Vargem Grande,BR,BR-MA,13,"0,7383",0:03:24
0x92ac3a657f4b15cd:0x5d6c70abecd68587,Carutapera,BR,BR-MA,13,"0,2963",0:01:22
0x92b5a6223a5b7113:0x270605c5f9886083,Zé Doca,BR,BR-MA,13,"0,1502",0:00:41
0x92e5aa3ab9e1c81b:0x41457bd7506a5cb5,São Félix do Xingu,BR,BR-PA,13,"0,5801",0:02:40
0x935e67516ef051ad:0x2fc84da7838b0aac,Trindade,BR,BR-GO,13,"0,1812",0:00:50
0x94a0946b5acda531:0xabce16bc1d7ee0a8,Morrinhos,BR,BR-GO,13,"0,146",0:00:40
0x94cb638240ee9d05:0x9c782630346ca79d,Itajubá,BR,BR-MG,13,"1,9999",0:09:13
0x94ce1f9dd9bf50e5:0x83b44c5ff623bb51,Praia Grande,BR,BR-SP,13,"0,286",0:01:19
0x94cf03dd6a1db995:0x70548836d6e4a9a2,Barueri,BR,BR-SP,13,"0,4041",0:01:51
0x94de94ec45c735ad:0xd528660baaf1e754,Jaraguá do Sul,BR,BR-SC,13,"0,2771",0:01:16
0x94f690ebae530a43:0x21979473b4c4a952,Foz do Iguaçu,BR,BR-PR,13,"0,7341",0:03:23
0x970f945a947daf:0xd54265ca58372b71,São Pedro da Aldeia,BR,BR-RJ,13,"0,3163",0:01:27
0xba3472cd9ba23d:0x1c33532ef97bbe0a,Iúna,BR,BR-ES,13,"0,529",0:02:26
0x706c28d0df91973:0x1bfdedbbb235a546,Viçosa,BR,BR-AL,12,"0,1465",0:00:43
0x735a4ce08f81c7d:0x6148f2113badc09d,Itamaraju,BR,BR-BA,12,"0,0921",0:00:27
0x7435d63dd9a10ab:0xc8258cd6292f93ce,Paramirim,BR,BR-BA,12,"0,0735",0:00:22
0x76abe0329e82093:0x71413cda1871cc16,Itaberaba,BR,BR-BA,12,"0,0961",0:00:28
0x7a14edb9c7ab085:0xc3a5a5d859722924,Mauriti,BR,BR-CE,12,"0,7575",0:03:47
0x7a15cdc621f392f:0x16b44b8a7f96d7a5,Milagres,BR,BR-CE,12,"0,2288",0:01:08
0x7ad14babe69a7c9:0x7b73b45064a10f45,Baía da Traição,BR,BR-PB,12,"1,0213",0:05:06
0x7b982a3a30d74a3:0x8c394db26dbbcbb,Russas,BR,BR-CE,12,"0,1173",0:00:35
0x7f21e34a2658ad3:0x5dc8dfbc9b0672d1,Barreirinhas,BR,BR-MA,12,"0,0551",0:00:16
0x92948647fdd66d4f:0xb2587bb1deea85a3,Anapu,BR,BR-PA,12,"0,1931",0:00:57
0x92a35aaef67525e1:0x5133bd522acf7fdd,Abaetetuba,BR,BR-PA,12,"0,1139",0:00:34
0x92b248445497a929:0x449a225f5aa420ca,Governador Nunes Freire,BR,BR-MA,12,"0,7027",0:03:30
0x92bbade476aaecab:0x3c0aed20bfc27e91,Tomé-Açu,BR,BR-PA,12,"0,1324",0:00:39
0x9346856a50788b71:0x8549b3462cf52cb,Minaçu,BR,BR-GO,12,"0,5388",0:02:41
0x9359823fe2633e47:0x6705012ead5650af,Novo Gama,BR,BR-GO,12,"0,2171",0:01:05
0x936568b98de82d19:0x5b116056f92cb6e2,Barra do Garças,BR,BR-MT,12,"1,5373",0:07:41
0x949f09ea0ff80243:0x5bd6de79034753f1,Quirinópolis,BR,BR-GO,12,"0,2187",0:01:05
0x94ce7176a5cf4309:0x7678f276a368e6e2,Suzano,BR,BR-SP,12,"0,0853",0:00:25
0x94df47e7c38fa4b3:0xf5e4cbe02813448,Brusque,BR,BR-SC,12,"1,3686",0:06:50
0x94dfb99bb4a9e4bb:0x3bd46c4e1410b1bb,Rio do Sul,BR,BR-SC,12,"0,5562",0:02:46
0x9944d589620395:0x53208f9e652ecea0,Japeri,BR,BR-RJ,12,"0,17",0:00:50
0x995679694622cb:0x87984001ac8db1f2,Seropédica,BR,BR-RJ,12,"0,1556",0:00:46
0xb1a7947c2e06c7:0x76454399f628aa6f,Governador Valadares,BR,BR-MG,12,"0,2408",0:01:12
0xcaa2497338ca65:0x4fde190d530d0349,Itabatã,BR,BR-BA,12,"0,4044",0:02:01
0x7105f945f9ff189:0xe7f0911a85b03543,Umbaúba,BR,BR-SE,11,"0,0653",0:00:21
0x7374230fea29083:0xdd25e367ff9d51b,Canavieiras,BR,BR-BA,11,"0,2848",0:01:33
0x75fca939249b157:0x46b061702f23436b,Cristópolis,BR,BR-BA,11,"0,489",0:02:40
0x76d67773570482f:0x542d6a893d533c0c,Campo Formoso,BR,BR-BA,11,"0,4297",0:02:20
0x7928a12cfb55aab:0x180558ee2fef8b83,Barras,BR,BR-PI,11,"0,1934",0:01:03
0x7b88e0b58561925:0xd03dac14ccee1cc4,Beberibe,BR,BR-CE,11,"0,5328",0:02:54
0x7ea04830fe38af9:0xf024d8aef8bbdce5,Acaraú,BR,BR-CE,11,"0,227",0:01:14
0x7f55ac361850a9f:0x8e0ccef95bd7699,Vitória do Mearim,BR,BR-MA,11,"0,6777",0:03:41
0x92923812499d6595:0x86dcffd58f00f2f1,Altamira,BR,BR-PA,11,"0,2409",0:01:18
0x92cac5c52ff59f4f:0xc0d74e2a144df1b3,Pio Xii,BR,BR-MA,11,"0,1282",0:00:41
0x92cb1e2d3c6a30d7:0xf90765af721e8f0a,Vitorino Freire,BR,BR-MA,11,"0,1199",0:00:39
0x92e68f9497690bdb:0xce3ce4bc88bbca28,Tucumã,BR,BR-PA,11,"0,5938",0:03:14
0x931a090ed7b1527b:0x8a7536c4a6dcdaea,Confresa,BR,BR-MT,11,"0,1293",0:00:42
0x93275bffd5b94fd1:0x661306591b43dbca,Colinas do Tocantins,BR,BR-TO,11,"0,1164",0:00:38
0x9377243ac61b03b7:0xefa5f05ba3cf6f98,Primavera do Leste,BR,BR-MT,11,"0,0877",0:00:28
0x9398fc9e0ce7764f:0xce86eb3547968c0b,Tangará da Serra,BR,BR-MT,11,"0,0843",0:00:27
0x93b96a3d95d57afb:0xe7e64066c42d0702,Vilhena,BR,BR-RO,11,"0,3193",0:01:44
0x94a736c10eb85f6b:0xb12b7b2d6ed28e1,Caldas Novas,BR,BR-GO,11,"0,1112",0:00:36
0x94bdad614c2df789:0x8f2fb0f070642c09,São José do Rio Preto,BR,BR-SP,11,"0,6602",0:03:36
0x94ca8d430fe13d3d:0xe33534145f319cfd,Varginha,BR,BR-MG,11,"1,384",0:07:32
0x94ce546123a13c61:0x1f856c4bbae6eb84,Taboão da Serra,BR,BR-SP,11,"0,1885",0:01:01
0x94e7127e5e9ea279:0x35cef8ef1c2e7669,Canoinhas,BR,BR-SC,11,"0,1954",0:01:03
0x94f39625c9aa06b9:0xaa4c447b0af0271b,Toledo,BR,BR-PR,11,"0,1365",0:00:44
0x952181e2d391d045:0x5333d655f0ed7675,Criciúma,BR,BR-SC,11,"0,3926",0:02:08
0x97e2c2322dd04f:0x1c41788f72ee08f,Cordeiro,BR,BR-RJ,11,"0,1283",0:00:41
0x99c3750ab3a39b:0xbdaa2637dd7eb2ec,Tanguá,BR,BR-RJ,11,"0,1651",0:00:54
0xa1f575a56f36c7:0x352b824be8a084e2,Barbacena,BR,BR-MG,11,"0,4397",0:02:23
0xa2926ff693c449:0xbea7cafbfe71e1c7,São João Nepomuceno,BR,BR-MG,11,"0,4659",0:02:32
0xb538ce0c962ebf:0xd5ac908bb3df8c9b,Nanuque,BR,BR-MG,11,"0,7537",0:04:06
0xcad45864896fe9:0xb08f8d7c369373d7,Nova Viçosa,BR,BR-BA,11,"0,2118",0:01:09
0x73909aee9d05f17:0x45ed0058dda3fadc,Banco da Vitória,BR,BR-BA,10,"0,2924",0:01:45
0x748ab5f4bea7dc7:0x142b3452d7c14c3f,Belo Campo,BR,BR-BA,10,"0,0815",0:00:29
0x77059da5c13420b:0x9887d49db2893d5,Remanso,BR,BR-BA,10,"0,4195",0:02:31
0x78afeabc657e879:0x3c5d9eef4b51f50,São Mateus do Maranhão,BR,BR-MA,10,"0,1655",0:00:59
0x7918c12151c6043:0x77c79894c552aebd,Campo Maior,BR,BR-PI,10,"0,0527",0:00:18
0x79e854c27dd7b53:0x83f31fb79f011293,Jaicós,BR,BR-PI,10,"0,1828",0:01:05
0x7a1c6034d64dc69:0xae923f9713bb07e1,Exu,BR,BR-PE,10,"0,2821",0:01:41
0x7aa24fd35ab44f5:0xd902825d05a2cec9,Bezerros,BR,BR-PE,10,"0,1317",0:00:47
0x7aba05032cdd5d7:0xcc924b65587a89fb,Carpina,BR,BR-PE,10,"0,394",0:02:21
0x7c0e9d1bf1c48dd:0x72fe3c12033ac5b3,São Gonçalo do Amarante,BR,BR-CE,10,"0,1129",0:00:40
0x7f5323622fbab39:0xd20387d0163b5087,Miranda do Norte,BR,BR-MA,10,"0,0285",0:00:10
0x927d1545300bbe93:0xc71ed28bcfb3e201,Oriximiná,BR,BR-PA,10,"0,1687",0:01:00
0x92c3621fae89b299:0x71cdc6c04f6c425e,São Domingos do Araguaia,BR,BR-PA,10,"0,1625",0:00:58
0x92c5f45b28bb04f3:0x99f69a0a4ecd9b6b,Açailândia,BR,BR-MA,10,"0,136",0:00:48
0x930717d8e5cc72c7:0xe9f8993051140302,Peixoto de Azevedo,BR,BR-MT,10,"0,1507",0:00:54
0x9326b8ed7c9f38bd:0x5b9070ea1c8b3434,Guaraí,BR,BR-TO,10,"0,3769",0:02:15
0x9387a076798e7565:0x5e7c4a2bdbaeab6,Corumbá,BR,BR-MS,10,"0,2082",0:01:14
0x93a029b8d9ed5e21:0x7132c1a8f2324030,Nova Mutum,BR,BR-MT,10,"0,361",0:02:09
0x93c82f0b775d5d9d:0x36b9ac72640e3714,Cacoal,BR,BR-RO,10,"0,1501",0:00:54
0x93cbea9471f6cdeb:0x57a73fdc8f4e715f,Jaru,BR,BR-RO,10,"1,3754",0:08:15
0x94a6666de91c2deb:0xe4ac11d6f01e3f68,Catalão,BR,BR-GO,10,"0,2018",0:01:12
0x94ce03423c3b1c3b:0x584dceedfc63644f,Santos,BR,BR-SP,10,"0,1941",0:01:09
0x94dcf649d28f7973:0xf51762bd3bc2d656,São José dos Pinhais,BR,BR-PR,10,"0,0949",0:00:34
0x94e8eaf8aadb8cbd:0x89cef80826b8c65f,Prudentópolis,BR,BR-PR,10,"0,2075",0:01:14
0x96555567e32337:0x40218e7a6ff28786,Armação dos Búzios,BR,BR-RJ,10,"0,223",0:01:20
0x99ba6b8f48073b:0x619771a80c4de585,Guapimirim,BR,BR-RJ,10,"0,1544",0:00:55
0xa694c47adf61e9:0x5132472e55aea70c,Contagem,BR,BR-MG,10,"0,1322",0:00:47
0xbdb20fe96d2707:0xb7d6e8466467136f,São Fidélis,BR,BR-RJ,10,"0,1535",0:00:55
0xbe8e7efbc04cbf:0xa3b44b2b0ff3b777,São João da Barra,BR,BR-RJ,10,"0,0974",0:00:35
