# ----------------------------------------,,,,,,,,,
# https://tribunadonorte.com.br – GA4,,,,,,,,,
# visualizações por faixa etária-vizualizações por faixa etária,,,,,,,,,
# 20240101-20240131,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
Idade,unknown,25-34,35-44,45-54,55-64,65+,18-24,Totais,
Título da página,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,
Lançamento da pré-candidatura de Paulinho Freire muda de local e será em auditório da Arena das Dunas - Blog do Heitor Gregório,74,0,0,0,0,0,0,74,
Lançamento da pré-candidatura de Paulinho Freire reúne mais de 30 prefeitos em Natal - Tribuna do Norte,1191,85,58,69,52,67,23,1545,
Lançamento do edifício mais alto de Natal será em junho - Território Livre,150,0,0,0,0,0,0,150,
"Laurita Arruda, Autor em Território Livre",595,0,0,0,0,0,0,595,
Lazy Town ganha versão teatral no Brasil - Tribuna do Norte,21,0,0,0,0,0,0,21,
Legis Vídeos da ALRN será usado na Câmara Municipal - Tribuna do Norte,70,0,0,0,0,0,0,70,
Lei Seca autua trinta e três condutores durante fiscalização no litoral Norte do RN - Tribuna do Norte,179,19,20,18,0,0,0,236,
Lei Seca notifica 15 condutores e prende três por alcoolemia ao volante durante fiscalização no Litoral Sul - Tribuna do Norte,483,37,32,26,20,22,0,620,
Lei Seca notifica dezessete condutores e prende mais quatro no litoral Sul do RN - Tribuna do Norte,431,33,27,39,23,22,0,575,
Lei Seca prende dois condutores por embriaguez ao volante na zona Norte de Natal - Tribuna do Norte,257,14,17,11,13,24,0,336,
Lei Seca prende duas pessoas e notifica 40 durante fim de semana em Natal - Tribuna do Norte,259,28,22,24,14,17,0,364,
Lei Seca prende três condutores e autua nove durante operação nas zonas Norte e Leste de Natal - Tribuna do Norte,138,16,0,11,0,0,0,165,
Lei Seca prende três condutores por embriaguez ao volante na zona Oeste de Natal - Tribuna do Norte,417,17,14,29,13,15,0,505,
Lei Seca: foragido e homens em posse de drogas são presos durante fiscalização em Natal - Tribuna do Norte,207,21,12,18,0,12,0,270,
Lei Seca: homem de 55 anos é preso por dirigir bêbado na zona Norte de Natal - Tribuna do Norte,227,14,12,18,0,0,0,271,
Lei Seca: idoso é preso com taxa de embriaguez quatro vezes acima do limite legal em Natal - Tribuna do Norte,635,50,40,30,44,52,0,851,
Lei cria Política de Educação Digital nas escolas da rede estadual; confira - Tribuna do Norte,211,11,0,14,0,0,0,236,
Lei cria fundo de investimento em transporte público de Natal - Tribuna do Norte,366,42,18,23,21,29,15,514,
Lei das mais antigas da vida: a velha lei do retorno... será clichê? - Território Livre,47,0,0,0,0,0,0,47,
Lei determina regras para animais em condomínios de Natal; coleira será obrigatório - Tribuna do Norte,134,0,0,0,0,0,0,134,
Lei garante a professores plano de carreira e jornada reduzida; veja - Tribuna do Norte,177,12,0,19,0,0,0,208,
Lei institui campanha de prevenção ao câncer cerebral no RN - Tribuna do Norte,88,17,0,0,0,0,0,105,
"Lei obriga presença de monitor em estabelecimentos que tenham ""espaço kids"" em Natal - Tribuna do Norte",61,0,0,0,0,0,0,61,
Lei para valorização de filmes nacionais nos cinemas é sancionada - Tribuna do Norte,23,0,0,0,0,0,0,23,
Lei que cria programa de poupança para estudantes do ensino médio é sancionada com vetos - Tribuna do Norte,20,0,0,0,0,0,0,20,
Lei que libera avanço do sinal após 23h só tem eficácia em Natal - Tribuna do Norte,91,0,0,0,0,0,0,91,
Lei que proíbe smartphones em salas de aula é promulgada no RN - Tribuna do Norte,1435,120,100,40,34,24,73,1826,
Lei que proíbe uso da linguagem neutra em escolas de Natal é sancionada - Tribuna do Norte,4451,214,141,144,186,160,154,5450,
Lei regulamenta passeios de quadriciclo em Pipa; veja regras - Tribuna do Norte,36,0,0,0,0,0,0,36,
Lei restringe instalação de eólicas - Tribuna do Norte,47,0,0,0,0,0,0,47,
Lei seca prende dez condutores por embriaguez ao volante e atua 45 durante fim de semana em Natal  - Tribuna do Norte,56,0,0,0,0,0,0,56,
Lei seca prende dez condutores por embriaguez ao volante e autua 45 durante fim de semana - Tribuna do Norte,544,28,36,26,26,37,0,697,
Lei seca prende quatro pessoas e autua nove durante operação na zona Sul de Natal - Tribuna do Norte,654,34,33,32,34,34,0,821,
Lei seca prendeu 474 condutores por embriaguez ao volante em 2023  - Tribuna do Norte,22,0,0,0,0,0,0,22,
Lei só permite smartphones em sala de aula para uso pedagógico - Tribuna do Norte,195,16,0,0,0,0,0,211,
Lei torna 'Camarote da Acessibilidade' obrigatório em eventos no RN - Tribuna do Norte,82,15,0,0,0,0,0,97,
"Leila Cunha Lima convida para abertura da exposição fotográfica ""Verde Mar"" - Território Livre",101,0,0,0,0,0,0,101,
Leila Pereira dará coletiva apenas para jornalistas mulheres no CT do Palmeiras - Tribuna do Norte,112,0,0,0,0,0,0,112,
Leila confirma renovação com o técnico Abel Ferreira - Tribuna do Norte,17,0,0,0,0,0,0,17,
"Lenda do Futebol: Zagallo é homenageado por clubes, jogadores e ex-atletas - Tribuna do Norte",199,15,20,0,0,14,0,248,
Lendário Greg Wilson e Blues Power na Taverna - Tribuna do Norte,37,0,0,0,0,0,0,37,
"Lenço: um ""curinga up"" do verão - Território Livre",173,0,0,0,0,0,0,173,
"Ler celular de Jordy vai expor estratégias da oposição, diz Deltan - Tribuna do Norte",448,35,44,48,78,75,0,728,
Lesão de Cristiano Ronaldo ameaça duelo com Messi - Tribuna do Norte,1108,69,38,26,11,22,110,1384,
"Levantamento aponta redução na taxa de mortalidade por infarto no RN, diz Sesap - Tribuna do Norte",115,13,0,15,0,0,0,143,
Lewandowski confirma chefe do MP/SP para Segurança - Tribuna do Norte,51,0,0,0,0,0,0,51,
Lewandowski promete foco na segurança pública e continuidade ao trabalho de Flávio Dino - Tribuna do Norte,82,15,0,0,0,0,0,97,
Liberdade Religiosa - Tribuna do Norte,81,0,0,0,0,0,0,81,
Licitação para 'engorda' será em fevereiro e prefeito garante conclusão - Tribuna do Norte,26,0,0,0,0,0,0,26,
"Lideranças do MLB recusaram aluguel social para famílias, diz secretária de Habitação - Tribuna do Norte",577,69,33,43,19,18,14,773,
Ligamento cruzado do joelho tem sido um problema recorrente entre atletas - Tribuna do Norte,53,0,0,0,0,0,0,53,
Liminar de Gilmar Mendes recoloca Ednaldo Rodrigues na presidência da CBF - Tribuna do Norte,60,0,0,0,0,0,0,60,
Lira acirra os ânimos e governo prevê guerra dos vetos - Tribuna do Norte,310,15,0,18,22,16,0,381,
Lira tenta escolher sucessor e Alcolumbre larga na frente - Tribuna do Norte,396,28,0,28,0,19,0,471,
Lista de universidades com vagas para o Sisu já está disponível - Tribuna do Norte,342,49,40,39,38,39,19,566,
Litoral de Parnamirim terá reforço na saúde durante Carnaval - Tribuna do Norte,63,0,0,0,0,0,0,63,
"Livraria Nobel abre as portas nesta quinta-feira (26), no Praia Shopping - Tribuna do Norte",32,0,0,0,0,0,0,32,
Livro sobre Bandagália será lançado com noite de autógrafos e frevo - Território Livre,651,23,0,19,0,0,0,693,
Login/Register - Tribuna do Norte,128,0,0,0,0,0,0,128,
Loja NatalCard On-line permite recargas de cartões de passagem pela internet - Tribuna do Norte,19,0,0,0,0,0,0,19,
"Lojas, bares e restaurantes do RN elevam receita com espaços kids - Tribuna do Norte",126,0,0,0,0,0,0,126,
Lote 5 do Complexo da Redinha ficará pronto no mês de novembro - Tribuna do Norte,20,0,0,0,0,0,0,20,
"Lourdeka Flor e Diógenes Álvares convidam para ""Noite de Verão"" - Território Livre",444,0,0,0,0,0,0,444,
Lual chez Renata Telles e Ricardo Bittencourt agita Pirangi - Território Livre,491,0,0,24,0,0,0,515,
Luan Santana: fez harmonização facial? - Território Livre,50,0,0,0,0,0,0,50,
"Luigi confessa que se cansou dos brothers no 'BBB': ‘Não eram eles mesmos, pensavam só no jogo’ - Tribuna do Norte",41,0,0,0,0,0,0,41,
Lula anuncia Lewandowski como novo ministro da Justiça - Tribuna do Norte,68,0,0,0,0,0,0,68,
Lula aumenta em até 42% diárias para viagens de ministros a trabalho; veja valores - Tribuna do Norte,399,22,32,35,13,19,0,520,
Lula começa giro pelo Nordeste; RN está fora das primeiras visitas - Território Livre,45,0,0,0,0,0,0,45,
Lula desiste de emplacar Mantega como CEO da mineradora Vale - Tribuna do Norte,137,0,0,0,0,0,0,137,
Lula estende recesso de final de ano e adia retorno a Brasília - Tribuna do Norte,58,0,0,0,0,0,0,58,
Lula lança pedra fundamental do campus do ITA em Fortaleza - Tribuna do Norte,120,0,0,0,0,0,0,120,
Lula poderá indicar juiz que vai julgar Moro no TRE-PR - Tribuna do Norte,187,16,14,0,16,0,0,233,
Lula pretende acomodar Mantega na ex-estatal Vale - Tribuna do Norte,115,0,0,0,0,0,0,115,
Lula reabre tensão com Congresso ao vetar emendas - Tribuna do Norte,157,13,0,0,13,13,0,196,
Lula sanciona lei que define revisão de pagamento de serviços do SUS - Tribuna do Norte,74,0,0,0,0,0,0,74,
Lula sanciona lei que regulamenta apostas esportivas - Tribuna do Norte,27,0,0,0,0,0,0,27,
"Lula sanciona orçamento e veta R$ 5,6 bilhões em emendas parlamentares - Tribuna do Norte",58,0,0,0,0,0,0,58,
Lula sanciona sem vetos Plano Plurianual 2024-2027 - Tribuna do Norte,29,0,0,0,0,0,0,29,
Lula se reúne com presidente do Paraguai e discute energia de Itaipu - Tribuna do Norte,38,0,0,0,0,0,0,38,
Lula tirou dois meses para viagens ao exterior em 2023 - Tribuna do Norte,143,0,0,0,0,0,0,143,
Lula veta calendário de pagamento de emendas e amplia atrito com Congresso - Tribuna do Norte,63,0,0,0,0,0,0,63,
Lêvedo de cerveja: o que é e para que serve? - Tribuna do Norte,14,0,0,0,0,0,0,14,
"Líder de facção matou prefeito de São José do Campestre, diz Polícia Civil - Tribuna do Norte",392,14,0,0,0,0,0,406,
Líder de facção morre em confronto com a PM na Vila de Ponta Negra - Tribuna do Norte,25,0,0,0,0,0,0,25,
Líder de quadrilha especializada em roubar joalherias é preso em Natal - Tribuna do Norte,455,34,35,29,25,20,0,598,
Líder do PL classifica como 'factóide' plano contra Moraes - Tribuna do Norte,324,27,30,29,19,25,0,454,
Líder do PL contradiz Pacheco e fala em devolução de MP - Tribuna do Norte,129,13,0,12,0,13,0,167,
"Líder, ABC volta a jogar em casa e enfrenta o Baraúnas - Tribuna do Norte",633,21,15,15,25,25,0,734,
Líderes avaliam que Congresso irá rejeitar a revogação da desoneração - Tribuna do Norte,140,0,0,12,0,0,0,152,
Líderes de direita vão somar esforços logo no 1º turno - Tribuna do Norte,35,0,0,0,0,0,0,35,
MDB em Natal quer indicar candidato a vice-prefeitura - Tribuna do Norte,1782,73,79,117,98,95,0,2244,
MEC adia divulgação do resultado do Sisu para quarta-feira (31) - Tribuna do Norte,67,0,0,0,0,0,0,67,
MEC disponibiliza mais de 402 mil bolsas para o Prouni - Tribuna do Norte,26,0,0,0,0,0,0,26,
MEC libera nova faculdade de Energias Renováveis no RN - Tribuna do Norte,110,0,0,0,0,0,0,110,
MEC quer nova versão para Fies e cobrar taxa das faculdades - Tribuna do Norte,141,0,0,11,0,0,0,152,
MEJC-UFRN aparece em 6º lugar no ranking de instituições federais mais elogiadas pelos usuários - Tribuna do Norte,1071,55,49,50,32,28,22,1307,
MG decreta emergência por conta da dengue - Tribuna do Norte,69,0,0,0,0,0,0,69,
MLB: invasão foi motivada porque Governo não concluiu casas - Tribuna do Norte,625,55,34,38,37,30,0,819,
MODA MASCULINA / Rodrigo Hilbert impacta em desfile Zegna - Augusto Bezerril,31,0,0,0,0,0,0,31,
MP abre R$ 314 milhões para defesa civil e oferta de água - Tribuna do Norte,99,0,0,0,0,0,0,99,
MP ajuíza ação por improbidade contra Paulinho Freire e mais três - Tribuna do Norte,37,0,0,0,0,0,0,37,
MP nega busca e apreensão de filho de Ana Hickmann e Alexandre Correa após pedido do pai - Tribuna do Norte,198,16,14,13,0,13,0,254,
MPF cobra fiscalização de festa irregular marcada para esta sexta-feira (26) nos Parrachos de Pirangi/RN - Blog do Heitor Gregório,150,0,0,0,0,0,0,150,
MPF requer embargo de pousada localizada em área de preservação permanente em Baía Formosa - Tribuna do Norte,1463,52,51,57,72,68,17,1780,
MTE tem 900 vagas para auditor fiscal no Concurso Nacional Unificado - Tribuna do Norte,214,17,0,0,0,0,0,231,
Macau apresenta programação carnaval 2024 - Blog do Heitor Gregório,198,0,0,0,0,0,0,198,
Macaíba inicia recuperação da estrada da Ponte do Vigário; obra deve ser concluída até sexta (26) - Tribuna do Norte,980,76,36,33,25,35,26,1211,
"Madalena, “apóstola dos apóstolos” - Tribuna do Norte",74,0,0,0,0,0,0,74,
Magazine Luiza encerra atividades de loja da Cidade Alta - Tribuna do Norte,5720,317,297,321,289,290,107,7341,
Magic Johnson e Inteligência Artificial são destaques no segundo dia da NRF - Tribuna do Norte,112,0,0,0,0,0,0,112,
Maior do Nordeste vem brigar na guerra dos supermercados - Território Livre,101,0,0,0,0,0,0,101,
Maior fábrica de cimento do RN começa em agosto - Território Livre,56,0,0,0,0,0,0,56,
Maior tremor de terra do RN foi registrado em 1986 - Tribuna do Norte,27,0,0,0,0,0,0,27,
Maioria da Câmara aponta uso político das invasões - Tribuna do Norte,209,29,18,0,0,15,0,271,
"Mais de 10 postes foram substituídos por mês no RN após colisões, aponta empresa - Tribuna do Norte",69,0,0,0,0,0,0,69,
Mais de 100 presídios passarão por revistas em busca de celulares - Tribuna do Norte,100,0,0,0,0,0,0,100,
"Mais de 17,3 milhões de hectares foram queimados em 2023 no país - Tribuna do Norte",19,0,0,0,0,0,0,19,
Mais de 20% dos procuradores do RN recebem acima do teto salarial; ganhos chegam a R$ 58 mil  - Tribuna do Norte,860,63,69,58,49,31,20,1150,
"Mais de 24h depois, equipe de Natanzinho não se desculpa por show interrompido em Natal - Território Livre",1892,94,60,32,20,0,58,2156,
Mais de 300 militantes invadem supermercado em busca de alimentos em Natal; entenda - Tribuna do Norte,123,0,0,0,0,0,0,123,
Mais de 300 potiguares passaram por transplantes em 2023 - Tribuna do Norte,43,0,0,0,0,0,0,43,
Mais de 50% das crianças do 2º ano do fundamental não conseguem ler - Tribuna do Norte,63,0,0,0,0,0,0,63,
Mais de 500 mil pessoas têm isenção aceita no concurso unificado - Tribuna do Norte,33,0,0,0,0,0,0,33,
"Mais de 70 animais foram encontrados encalhados nas praias do RN, diz pesquisa - Tribuna do Norte",2117,141,106,108,114,77,42,2705,
Mais dois parceiros abraçam a nossa 1ª Prévia MarNary de Carnaval by Bebeto Torres: Dona Shyka e Engenho Culinário - Território Livre,120,0,0,0,0,0,0,120,
Mais um negócio envolvendo Neymar Júnior é investigado - Tribuna do Norte,223,11,16,15,13,14,0,292,
Mais uma loja fecha na Cidade Alta e aumenta sensação de decadência - Tribuna do Norte,1844,189,135,127,92,88,45,2520,
Major Burguers será aberto no lugar de Salomé Lanches - Blog do Heitor Gregório,133,0,0,0,0,0,0,133,
Mamma Bruschetta é internada na UTI em SP após sentir dores no peito - Tribuna do Norte,181,18,0,0,17,17,0,233,
Mancha amarela aparece nas águas do mar em Ponta Negra - Tribuna do Norte,48,0,0,0,0,0,0,48,
Manelito Dantas deixa legado e ensinamentos - Tribuna do Norte,19,0,0,0,0,0,0,19,
Manifestantes queimam pneus e interditam trecho da BR-101 Norte - Tribuna do Norte,1478,83,77,89,94,87,0,1908,
"Manifestantes queimam pneus e interditam trecho da BR-101 Norte, na Grande Natal - Tribuna do Norte",28,0,0,0,0,0,0,28,
Manoel Onofre Neto assume como novo procurador de Justiça nesta quinta - Tribuna do Norte,30,0,0,0,0,0,0,30,
Manutenção: problemas que podem causar ‘vibração’ - Tribuna do Norte,38,0,0,0,0,0,0,38,
Mapa do IBGE mostra a pobreza no RN - Tribuna do Norte,64,0,0,0,0,0,0,64,
"Marcelinho Paraíba se anima com o Baraúnas: 'com essa vontade e determinação, o grupo vai longe' - Tribuna do Norte",1790,66,42,39,62,48,0,2047,
"Maria Elali passa o Natal na Flórida, EUA - Território Livre",60,0,0,0,0,0,0,60,
"Maria Emília Wanderley autografa ""Lugares em que ancorei minhas lembranças"" - Território Livre",196,0,0,0,0,0,0,196,
"Maria Emília Wanderley lança ""Lugares em que ancorei minhas lembranças"" - Território Livre",227,0,0,0,0,0,0,227,
Marido de mulher flagrada fazendo sexo com morador de rua está preocupado com saúde da esposa - Tribuna do Norte,21,0,0,0,0,0,0,21,
"Marina Park, em Fortaleza, terá vários shows e festivais musicais até o final do ano - E-Turismo",40,0,0,0,0,0,0,40,
Marina Ruy Barbosa 'quebra' a internet com três cenas de nudez em 'Justiça' - Tribuna do Norte,22,0,0,0,0,0,0,22,
Marinha abre seleção para 40 vagas de oficiais temporários no RN; veja - Tribuna do Norte,64,0,0,0,0,0,0,64,
Marinha abre seleção para 81 vagas de oficiais temporários no RN; veja - Tribuna do Norte,1166,119,50,34,31,24,28,1452,
Marinha abre seleção para 81 vagas temporárias no RN - Tribuna do Norte,2116,155,83,76,36,30,66,2562,
Marinha notifica proprietários de lanchas por manobras arriscadas na Praia de Pirangi - Tribuna do Norte,657,39,38,42,42,34,0,852,
Marquinhos Santos pede paciência aos americanos - Tribuna do Norte,1816,53,52,33,62,62,11,2089,
Marta Suplicy aceita convite de Lula para voltar ao PT e ser vice de Guilherme Boulos - Território Livre,54,0,0,0,0,0,0,54,
Maternidade Januário Cicco oferece reprodução assistida através do SUS - Tribuna do Norte,27,0,0,0,0,0,0,27,
Maternidade da Promater encerra atividades no dia 30 de novembro - Tribuna do Norte,51,0,0,0,0,0,0,51,
Matheuzinho faz golaço e dá primeira vitória ao América no estadual - Tribuna do Norte,1853,76,72,70,135,80,21,2307,
Matrícula de novos alunos na rede municipal de Parnamirim vai até dia 31 - Tribuna do Norte,62,0,0,0,0,0,0,62,
Matrícula de novos alunos na rede municipal de Parnamirim vai até dia 31 de Janeiro - Tribuna do Norte,88,0,0,0,0,0,0,88,
Matrícula na rede estadual tem renovação automática - Tribuna do Norte,16,0,0,0,0,0,0,16,
Maus hábitos aumentam risco de infarto em pessoas de 15 a 49 anos - Tribuna do Norte,4675,180,198,171,243,200,34,5701,
"Maxxi Atacado, do Grupo Big, abre, nesta quinta-feira, primeira loja em Natal - Tribuna do Norte",15,0,0,0,0,0,0,15,
Mbappé comenta rumores de saída para o Real Madrid - Tribuna do Norte,177,0,0,0,0,0,0,177,
Medida provisória da reoneração e processo legislativo - Tribuna do Norte,70,0,0,0,0,0,0,70,
"Medidas do Judiciário causam espanto, diz presidente do PL - Tribuna do Norte",334,11,0,12,17,22,0,396,
Medidas são anunciadas para dar fluidez ao trânsito no acesso ao Litoral Sul - Tribuna do Norte,200,23,18,14,0,0,0,255,
Mega Hair e a queda de cabelos - Tribuna do Norte,27,0,0,0,0,0,0,27,
Mega Sena acumula e prêmio chega a R$ 83 milhões - Tribuna do Norte,57,0,0,0,0,0,0,57,
Mega da Virada 2023: confira números sorteados - Tribuna do Norte,927,70,59,72,45,40,26,1239,
Mega-Sena acumula e prêmio vai a R$ 27 milhões - Tribuna do Norte,77,11,0,0,0,0,0,88,
"Mega-Sena acumula e prêmio vai a R$ 5,5 milhões - Tribuna do Norte",39,0,0,0,0,0,0,39,
Mega-Sena acumula mais vez e pagará R$ 31 milhões sábado - Tribuna do Norte,34,0,0,0,0,0,0,34,
Mega-Sena acumula; próximo prêmio é estimado em R$ 76 milhões - Tribuna do Norte,158,12,12,16,12,0,0,210,
Mega-Sena sorteia nesta quinta-feira prêmio acumulado em R$ 27 milhões - Tribuna do Norte,14,0,0,0,0,0,0,14,
"Mega-Sena sorteia nesta quinta-feira prêmio de R$ 5,5 milhões - Tribuna do Norte",30,0,0,0,0,0,0,30,
Mega-Sena sorteia nesta quinta-feira prêmio estimado em R$ 3 milhões - Tribuna do Norte,22,0,0,0,0,0,0,22,
Mega-Sena sorteia nesta terça-feira prêmio acumulado em R$ 21 milhões - Tribuna do Norte,33,0,0,0,0,0,0,33,
Mega-Sena sorteia nesta terça-feira prêmio estimado em R$ 3 milhões - Tribuna do Norte,22,0,0,0,0,0,0,22,
Mega-Sena sorteia neste sábado prêmio estimado em R$ 16 milhões - Tribuna do Norte,42,0,0,0,0,0,0,42,
Mega-Sena sorteia prêmio de R$ 31 milhões neste sábado - Tribuna do Norte,86,0,0,0,0,0,0,86,
"Mega-Sena: aposta do RJ acerta dezenas e leva R$ 6,4 milhões - Tribuna do Norte",1518,80,80,66,55,60,23,1882,
"Megaconcurso para a União ocorrerá a cada dois anos, diz ministra - Tribuna do Norte",209,29,23,17,0,0,0,278,
"Membros do MST, PT, Psol e PCdoB defenderam Hamas - Tribuna do Norte",41,0,0,0,0,0,0,41,
Memória olfativa é capaz de influenciar o humor e despertar emoções profundas; entenda - Tribuna do Norte,17,0,0,0,0,0,0,17,
Menos de 8% das cidades brasileiras têm leis de antenas adaptadas a 5G - Tribuna do Norte,61,0,0,0,0,0,0,61,
"Mercado eleva para 1,59% projeção de expansão da economia em 2024 - Tribuna do Norte",21,0,0,0,0,0,0,21,
Mercado imobiliário aquece com aluguel de casas nas praias do RN - Tribuna do Norte,70,0,0,0,0,0,0,70,
Mercado imobiliário destaca ‘boom’ após novo Plano Diretor - Tribuna do Norte,2932,115,89,135,98,88,17,3474,
Mercado reduz novamente previsão de inflação para 2024 - Tribuna do Norte,39,0,0,0,0,0,0,39,
Messi é eleito melhor do mundo e esnoba cerimônia - Tribuna do Norte,247,19,0,11,0,0,0,277,
Metacrítica - Tribuna do Norte,69,0,0,0,0,0,0,69,
Metro quadrado estabilizado - Tribuna do Norte,40,0,0,0,0,0,0,40,
"Miami e Areia Preta, lugar de esportes à beira-mar - Tribuna do Norte",20,0,0,0,0,0,0,20,
Michael Bolton revela câncer no cérebro e anuncia pausa em shows após cirurgia - Tribuna do Norte,243,16,0,20,0,19,0,298,
Michelle Bolsonaro quer arrecadar R$ 30 mil em rifa de vestido que usou na posse de Miller - Território Livre,31,0,0,0,0,0,0,31,
Michelle Rincon anuncia no insta sua separação - Território Livre,63,0,0,0,0,0,0,63,
Michelle se diz ameaçada e que vai processar detratores - Tribuna do Norte,389,37,26,31,35,32,0,550,
Micro e pequenas empresas podem aderir ao Simples Nacional até quarta - Tribuna do Norte,37,0,0,0,0,0,0,37,
Microempreendedores individuais já podem declarar faturamento de 2023 - Tribuna do Norte,209,0,0,0,0,0,0,209,
Midway Mall inaugura 4ª ampliação antes do Natal - Território Livre,82,0,0,0,0,0,0,82,
Midway Mall lamenta incidente que culminou na morte de um policial - Tribuna do Norte,315,17,13,0,11,0,12,368,
Midway Mall oferece estação de carregamento para carros elétricos e híbridos - Blog do Heitor Gregório,46,0,0,0,0,0,0,46,
Midway Mall premia com carro melhor frase - Tribuna do Norte,20,0,0,0,0,0,0,20,
Midway adere a campanha de prevenção ao suicídio e inclusão de pessoa com deficiência - Território Livre,232,0,0,0,0,0,0,232,
Midway anuncia que estacionamento será pago - Tribuna do Norte,34,0,0,0,0,0,0,34,
Milho substitui alguns alimentos - Tribuna do Norte,130,0,0,0,0,0,0,130,
Militares fazem vaquinha para ajudar Mauro Cid - Tribuna do Norte,330,16,20,24,17,14,0,421,
"Minha Casa Minha Vida: RN terá 4,6 mil unidades habitacionais - Tribuna do Norte",38,0,0,0,0,0,0,38,
Minha Casa Minha Vida: São Gonçalo do Amarante terá 480 novas unidades habitacionais - Tribuna do Norte,52,0,0,0,0,0,0,52,
"Ministro Barroso defende, na Corte Interamericana, regulamentação da inteligência artificial - Tribuna do Norte",52,0,0,0,0,0,0,52,
Ministro José Múcio continua em alta com presidente Lula - Território Livre,54,0,0,0,0,0,0,54,
Ministro da Fazenda e presidente do Congresso realizam reunião para discutir desoneração da folha de pagamentos - Tribuna do Norte,43,0,0,0,0,0,0,43,
Ministro diz que resultado do Sisu será divulgado no início da tarde - Tribuna do Norte,107,0,0,0,0,0,0,107,
Ministro liga para acionistas da Vale e pede por Mantega - Tribuna do Norte,183,24,0,0,0,0,0,207,
Ministério da Agricultura terá 520 vagas no Concurso Nacional Unificado - Tribuna do Norte,84,0,0,0,0,0,0,84,
Ministério da Educação adia publicação de edital do Fies - Tribuna do Norte,57,0,0,0,0,0,0,57,
Ministério da Justiça diz que não há preocupação com segurança para 8 de janeiro - Tribuna do Norte,51,0,0,0,0,0,0,51,
Ministério da Pesca e Aquicultura terá concurso para 264 temporários; confira - Tribuna do Norte,138,0,17,16,0,0,0,171,
Ministério da Saúde incorporou 21 novos medicamentos e tecnologias em 2023 - Tribuna do Norte,25,0,0,0,0,0,0,25,
Ministério da Saúde vai debater uso da medicina indígena no SUS - Tribuna do Norte,32,0,0,0,0,0,0,32,
Ministério do Planejamento publica edital de concurso com 100 vagas; salário de até R$ 20 mil - Tribuna do Norte,238,19,22,15,0,0,0,294,
Ministério do Trabalho atualiza valores do seguro-desemprego para 2024 - Tribuna do Norte,124,25,0,0,0,0,0,149,
Missa em memória de João Faustino - Blog do Heitor Gregório,77,0,0,0,0,0,0,77,
Mistura de Verão - Tribuna do Norte,104,0,0,0,0,0,0,104,
Moda & Arte - Tribuna do Norte,45,0,0,0,0,0,0,45,
Modificação em acesso ao Viaduto da Urbana inicia nesta segunda-feira (15) - Tribuna do Norte,223,23,16,13,0,0,0,275,
Modificação em acesso ao Viaduto da Urbana inicia nesta segunda-feira (15); veja vídeo - Tribuna do Norte,1430,95,90,71,76,58,25,1845,
Modificação em acesso ao Viaduto da Urbana é iniciada - Tribuna do Norte,60,0,0,0,0,0,0,60,
Monica Bellucci está morando no Rio - Tribuna do Norte,16,0,0,0,0,0,0,16,
Moradores do Alecrim reclamam da falta d’água - Tribuna do Norte,19,0,0,0,0,0,0,19,
Moradores do Bom Pastor protestam devido à falta d'água - Tribuna do Norte,27,0,0,0,0,0,0,27,
Moradores reclamam dos buracos na Avenida das Fronteiras - Tribuna do Norte,603,58,32,30,23,25,0,771,
Moraes diz que quem comemorar atos do 8 de janeiro também estará cometendo crime - Tribuna do Norte,242,25,13,14,0,16,0,310,
"Morre Chico Lopes, compositor do hit 'Fã de Eliane', aos 85 anos - Tribuna do Norte",30,0,0,0,0,0,0,30,
"Morre José Saldanha, pai do secretário de Agricultura do RN - Tribuna do Norte",1092,75,57,88,68,57,0,1437,
"Morre João Carreiro, cantor sertanejo, aos 41 anos - Tribuna do Norte",223,19,18,22,0,0,0,282,
"Morre aos 70 anos Edivan Secundo Lopes, ex-prefeito de Lajes - Tribuna do Norte",21,0,0,0,0,0,0,21,
Morre autora da novela ‘Beleza Pura’ - Tribuna do Norte,16,0,0,0,0,0,0,16,
Morre em Brasília ex-ministro Samuel Pinheiro Guimarães - Tribuna do Norte,80,0,0,0,0,0,0,80,
Morre empresário do Restaurante Camarões - Tribuna do Norte,52,0,0,0,0,0,0,52,
Morre ex-jogador Franz Beckenbauer aos 78 anos - Tribuna do Norte,334,42,25,32,19,27,0,479,
"Morre homem que foi baleado após policiais atirarem em táxi da Paraíba no litoral do RN, diz PM - Tribuna do Norte",30,0,0,0,0,0,0,30,
"Morre homem que foi baleado após policiais atirarem em táxi no litoral do RN, diz PM - Tribuna do Norte",1218,100,95,102,81,67,24,1687,
"Morre o cantor Zé Sanfoneiro, aos 62 anos, em Natal - Tribuna do Norte",28,0,0,0,0,0,0,28,
Morre o cantor e compositor Nazareno Vieira - Tribuna do Norte,36,0,0,0,0,0,0,36,
"Morre o empresário Fabian Vargas, proprietário da Autoline Veículos - Blog do Heitor Gregório",1957,117,77,73,41,37,47,2349,
Morre o pai do secretário Guilherme Saldanha; Sepultamento será às 19h - Blog do Heitor Gregório,159,0,0,0,0,0,0,159,
Morre o último músico fundador do Trio Irakitan - Tribuna do Norte,35,0,0,0,0,0,0,35,
