# ----------------------------------------,,,,,,,,,
# https://tribunadonorte.com.br – GA4,,,,,,,,,
# visualizações por faixa etária-vizualizações por faixa etária,,,,,,,,,
# 20240101-20240131,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
Idade,unknown,25-34,35-44,45-54,55-64,65+,18-24,Totais,
Título da página,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,Visualizações,
Dnit libera novo trecho da Reta Tabajara - Tribuna do Norte,38,0,0,0,0,0,0,38,
Doces árabes em mãos potiguares - Tribuna do Norte,25,0,0,0,0,0,0,25,
Dois casos de racismo são denunciados na Superliga B - Tribuna do Norte,169,13,0,0,0,0,0,182,
Dois criminosos tentam assaltar lotérica em Natal e não conseguem; ninguém ficou ferido - Tribuna do Norte,17,0,0,0,0,0,0,17,
Domingo de Vivas & Feliz 2024!! - Território Livre,173,0,0,0,0,0,0,173,
Domingo de Vivas - Território Livre,1496,48,36,51,0,38,0,1669,
"Donna Donna e Leticia Spiller convidam para o lançamento do alto verão ""LECIA"" - Território Livre",253,0,0,0,0,0,0,253,
Dono de sucata é preso suspeito de receptação de fios de cobre furtados no interior do RN - Tribuna do Norte,643,69,32,38,28,32,0,842,
"Dor e trauma sobrevivem à ""Chacina de Barreiros"" - Tribuna do Norte",90,0,0,0,0,0,0,90,
Dorival Jr será apresentado nesta quinta como novo técnico da seleção - Tribuna do Norte,51,0,0,0,0,0,0,51,
Dorival Júnior aceita proposta para ser técnico da seleção brasileira - Tribuna do Norte,266,32,9,15,16,12,0,350,
Dorival Júnior fica com a vaga pelo bom histórico de técnico - Tribuna do Norte,93,0,0,0,0,0,0,93,
Dorival pede mudança e cobra postura a atletas - Tribuna do Norte,155,0,15,0,0,0,0,170,
Dormir x personalidade - Tribuna do Norte,115,0,0,0,0,0,0,115,
"Dos cinco pré-candidatos à Prefeitura de Natal, apenas Natália apoia invasão à propriedade privada - Tribuna do Norte",3540,161,124,151,120,111,51,4258,
"Douglas Lopes, Autor em Tribuna do Norte",18,0,0,0,0,0,0,18,
Drama nas reprises da Globo - Tribuna do Norte,17,0,0,0,0,0,0,17,
Dugarry critica Mbappé e lança o ataque: 'Espero que vá embora' - Tribuna do Norte,93,0,0,0,0,0,0,93,
Dupla é presa com carro roubado e arma em Ceará-Mirim - Tribuna do Norte,20,0,0,0,0,0,0,20,
Durval Lelys arrasta multidão e faz prévia de Carnaval em Pirangi - Tribuna do Norte,639,39,52,46,16,13,0,805,
D´Praia será palco do bloco infantil Me Leva Mamãe - Território Livre,75,0,0,0,0,0,0,75,
Dácio: Não haverá redução nos incentivos à cultura - Tribuna do Norte,368,24,31,20,0,9,0,452,
"Dívida pública fecha 2023 em R$ 6,52 trilhões - Tribuna do Norte",60,0,0,0,0,0,0,60,
"Dólar cai para R$ 4,85 e atinge menor valor do ano - Tribuna do Norte",196,0,0,0,12,10,0,218,
Dólar fecha no maior valor desde outubro de olho em nova política industrial - Tribuna do Norte,34,0,0,0,0,0,0,34,
Dólar sobe ao maior nível desde 15/12 - Tribuna do Norte,406,35,20,33,23,20,0,537,
E o mundo não acabou - Tribuna do Norte,117,0,0,0,0,0,0,117,
E o mundo? - Tribuna do Norte,67,0,0,0,0,0,0,67,
E-Turismo - por Antônio Roberto Rocha,663,52,0,0,0,0,0,715,
EAJ abre seleção para 316 vagas em cursos técnicos; inscrições iniciam segunda (23) - Tribuna do Norte,40,0,0,0,0,0,0,40,
EUA atacam alvos no Iraque em retaliação a grupo apoiado pelo Irã - Tribuna do Norte,26,0,0,0,0,0,0,26,
Ecad divulga lista das composições mais tocadas em shows nacionais em 2023 - Tribuna do Norte,510,24,15,17,19,18,0,603,
Ecad divulga lista das composições mais tocadas em shows nacionais em 2024 - Tribuna do Norte,281,37,21,15,11,11,0,376,
Economize na conta de luz trocando resíduos recicláveis por descontos - Tribuna do Norte,171,14,15,14,0,0,0,214,
Edital do Concurso Público Nacional Unificado será publicado na quarta - Tribuna do Norte,154,16,22,0,0,0,0,192,
"Editorial do Estadão surpreende ao tratar ""decomposição"" de Sergio Moro - Território Livre",115,0,0,0,0,0,0,115,
Ednaldar - Tribuna do Norte,141,0,0,0,0,0,0,141,
Educação de Macaíba abre inscrições para Processo Seletivo Simplificado - Blog do Heitor Gregório,325,20,0,0,0,0,18,363,
"Ei, Psyu! Bloco completa 41 carnavais sem parar de sair - Tribuna do Norte",22,0,0,0,0,0,0,22,
El Niño vem mais forte em 2024? Veja as previsões de calor e chuva - Tribuna do Norte,338,16,16,23,24,15,0,432,
Elas Por Elas no original - Tribuna do Norte,701,38,26,20,17,15,13,830,
Ele é o cara - Tribuna do Norte,132,0,0,0,0,0,0,132,
Eleita a nova Miss Rio Grande do Norte Teen - Tribuna do Norte,29,0,0,0,0,0,0,29,
"Eleições 2024: Agripino se reúne com Carlos Eduardo, Paulinho Freire e Wober Júnior - Tribuna do Norte",16,0,0,0,0,0,0,16,
Eleições 2024: TSE estuda proibir transporte de armas por colecionadores e atiradores - Tribuna do Norte,38,0,0,0,0,0,0,38,
Elvis Presley: Veja 10 curiosidades sobre o 'Rei do Rock' - Tribuna do Norte,39,0,0,0,0,0,0,39,
"Em ""Tardezinha dos Gêmeos"" Andréa e Odorico Motta Ferreira de Souza comemoram 60 anos de vida - Território Livre",615,0,0,0,0,0,0,615,
"Em Israel, ministro André Mendonça do STF publica mensagem contra Hamas - Tribuna do Norte",49,0,0,0,0,0,0,49,
"Em Minas Gerais, corpo de mulher é desenterrado e violado - Tribuna do Norte",18,0,0,0,0,0,0,18,
Em abril Natal recebe o maior congresso de higiene de alimentos do Brasil - Território Livre,437,0,0,0,0,0,0,437,
"Em artigo, Rogério critica a “tutela da democracia” - Tribuna do Norte",285,33,14,19,10,18,0,379,
"Em defesa de deputado Carlos Jordy, Rogério Marinho vai se reunir com presidente do STF - Território Livre",61,0,0,0,0,0,0,61,
"Em estreia no stand-up, Cremosinho se apresenta no Alberto Maranhão - Tribuna do Norte",19,0,0,0,0,0,0,19,
"Em live, militante fala em ‘destruir’ Michelle Bolsonaro - Tribuna do Norte",626,38,52,48,41,45,0,850,
"Em maio Natal recebe o Projeto ""Sorriso Maroto - As Antigas"" - Território Livre",200,0,0,0,0,0,0,200,
"Em menos de dois meses, projeto recebe 75 notificações de animais encalhados no litoral do RN - Tribuna do Norte",370,23,0,14,0,13,0,420,
"Em nota, Choquei reconhece que divulgou notícia falsa após morte de jovem - Tribuna do Norte",46,0,0,0,0,0,0,46,
"Em primeiro tempo “morno”, América e Globo empatam em 0 a 0 - Tribuna do Norte",155,0,0,0,0,0,0,155,
"Em reunião com Barroso, Rogério Marinho pede que Moraes deixe relatoria de 8/1 - Blog do Heitor Gregório",96,0,0,0,0,0,0,96,
"Em ruínas, Nogueirão vai receber o ‘Potiba’ - Tribuna do Norte",642,13,18,20,16,27,0,736,
"Em um ano de crise, Americanas perdeu 93% do valor de mercado e demitiu 5 mil pessoas - Tribuna do Norte",56,0,0,0,0,0,0,56,
"Embriagado e armado, motorista é preso após tentar fugir de blitz pela contramão em Natal - Tribuna do Norte",877,114,103,97,108,111,16,1426,
Emmy Awards: Veja a lista de vencedores da 75ª edição da premiação - Tribuna do Norte,18,0,0,0,0,0,0,18,
Emparn anuncia que crescem as chances de bom inverno - Tribuna do Norte,37,0,0,0,0,0,0,37,
Emparn refaz previsão sobre o inverno no RN - Tribuna do Norte,234,15,0,0,0,0,0,249,
Empregos com carteira assinada reduziram - Tribuna do Norte,386,12,0,0,0,0,16,414,
Empresa arremata 99 blocos terrestres de petróleo da Bacia Potiguar em leilão da ANP - Tribuna do Norte,159,11,0,0,0,0,0,170,
"Empresa de anestesistas Vórtex, que já atende Hapvida, emite nota e confirma contrato com a Unimed Natal - Blog do Heitor Gregório",207,0,0,0,0,0,0,207,
Empresa entra com pedido de reintegração de posse contra MLB - Tribuna do Norte,540,21,35,38,31,32,11,708,
Empresa lança modelo de tornozeleira eletrônica - Tribuna do Norte,49,0,0,0,0,0,0,49,
Empresa proprietária de terreno invadido em Natal repudia ação e vai acionar Justiça - Tribuna do Norte,6786,350,287,340,395,347,92,8597,
Empresa vai acionar Justiça para reaver terreno invadido por MLB - Tribuna do Norte,544,33,36,49,30,26,13,731,
Empresa área inicia operação no aeroporto de Mossoró - Blog do Heitor Gregório,32,0,0,0,0,0,0,32,
Empresas têm até hoje para optar pelo Simples Nacional - Tribuna do Norte,34,0,0,0,0,0,0,34,
"Empresário Fernando Camargo, da InterTV, investe em shopping - Tribuna do Norte",86,0,0,0,0,0,0,86,
"Empresário explica como os ""Fundos distressed"" é uma boa aposta para 2024 - Tribuna do Norte",123,23,0,0,0,0,0,146,
Empresários cobram organização feita em Ponta Negra para o Alecrim - Tribuna do Norte,1300,98,50,67,74,62,21,1672,
Encontrado corpo de homem que caiu da ponte Newton Navarro - Tribuna do Norte,42,0,0,0,0,0,0,42,
"Encontro de juremeiros oferece oportunidade de natalenses conhecerem Jurema Sagrada, religião de raiz indígena - Tribuna do Norte",41,0,0,0,0,0,0,41,
Encontro em Mossoró reúne membros da família Rêgo - Tribuna do Norte,27,0,0,0,0,0,0,27,
Endrick doa R$ 1 mil a engraxate no Rio de Janeiro - Tribuna do Norte,86,0,0,0,0,0,0,86,
Endrick doa R$ 1 mil a engraxate que o parou para uma foto no Rio: 'Me dá seu pix' - Tribuna do Norte,147,13,0,0,0,11,0,171,
Enem 2022: seis das oito notas mil foram de estudantes do Nordeste - Tribuna do Norte,50,0,0,0,0,0,0,50,
"Enem 2023: com lentidão no site, estudantes têm dificuldade para ver nota - Tribuna do Norte",378,27,15,0,0,0,49,469,
Enem 2023: resultado será publicado nesta terça-feira - Tribuna do Norte,47,0,0,0,0,0,0,47,
Enem divulga resultados nesta terça; saiba como conferir - Tribuna do Norte,595,62,48,34,14,13,23,789,
Enem: inscrições para cursinho preparatório da UFRN terminam neste domingo - Tribuna do Norte,3175,162,54,89,25,22,240,3767,
Energia dos ventos - Tribuna do Norte,97,0,0,0,0,0,0,97,
Energia no RN ficará mais cara a partir da próxima sexta-feira - Tribuna do Norte,69,0,0,0,0,0,0,69,
Engarrafamento entre praias do Litoral Sul e Natal gera revolta entre motoristas - Tribuna do Norte,3847,258,245,212,195,163,41,4961,
Engenheiros têm oportunidades em oito órgãos no concurso unificado - Tribuna do Norte,66,0,0,0,0,0,0,66,
Enquanto Seu Lobo… - Tribuna do Norte,214,11,0,18,0,19,0,262,
Enrocamento de Ponta Negra será concluído até o fim de dezembro - Tribuna do Norte,40,0,0,0,0,0,0,40,
Ensino médio: Pé-de-Meia dará R$ 2 mil por ano a alunos de baixa renda - Tribuna do Norte,179,19,16,0,0,0,0,214,
Entenda como o Plano Diretor de Natal modifica a capital potiguar - Tribuna do Norte,24,0,0,0,0,0,0,24,
"Entenda origem do termo ""caixa-preta"", apontado como racista por Marina Silva - Tribuna do Norte",415,28,0,0,0,0,26,469,
Entenda por que o técnico Dorival Júnior ainda não foi anunciado pela CBF - Tribuna do Norte,57,0,0,0,0,0,0,57,
Entidades da indústria elogiam nova política para o setor - Tribuna do Norte,19,0,0,0,0,0,0,19,
Entidades reconhecem resultados do Plano Diretor - Tribuna do Norte,287,18,0,0,10,0,0,315,
Entra em vigor lei que cria o Ministério do Empreendedorismo - Tribuna do Norte,41,0,0,0,0,0,0,41,
Entre a Luz e a escuridão - Tribuna do Norte,56,0,0,0,0,0,0,56,
Entre o bem e o mal - Tribuna do Norte,71,0,0,0,0,0,0,71,
Entre sonho e esperança - Tribuna do Norte,51,0,0,0,0,0,0,51,
Entrega de kits de identificação para ambulantes de Ponta Negra segue até esta sexta-feira - Tribuna do Norte,67,0,0,0,0,0,0,67,
Envolvidos em assalto a estudantes e morte de policial no RN são condenados a 37 anos de reclusão - Tribuna do Norte,465,41,34,25,15,26,0,606,
Equador tem parada no abastecimento de água nesta quinta (18) - Tribuna do Norte,22,0,0,0,0,0,0,22,
"Equador vive terror com crime organizado; governo decreta estado de ""conflito armado interno"" - Tribuna do Norte",118,12,0,0,0,0,0,130,
Equador: agentes penitenciários e funcionários administrativos feitos reféns são liberados - Tribuna do Norte,55,0,0,0,0,0,0,55,
Equipe de Luigi se pronuncia após fala racista no BBB 24: 'Isso não é um pedido de desculpas' - Tribuna do Norte,158,0,18,0,0,0,0,176,
Equipes procuram helicóptero de empresário desaparecido - Tribuna do Norte,30,0,0,0,0,0,0,30,
Eraldo assina ordem de serviço de calçamento de mais duas ruas no Plaza Garden - Tribuna do Norte,463,21,15,22,21,19,0,561,
Eraldo assina ordem de serviço de reforma da Escola Municipal Jonas Escolástico - Tribuna do Norte,193,0,0,0,0,0,0,193,
Eraldo assina ordem de serviço para construção da Ponte dos Santos Mártires - Tribuna do Norte,26,0,0,0,0,0,0,26,
Eraldo destaca potencialidades de SGA em reunião com acionista e presidente do Banco Fator - Tribuna do Norte,94,0,0,0,0,0,0,94,
Eraldo sanciona novo reajuste para professores e destaca valorização na educação de SGA - Tribuna do Norte,695,32,31,38,17,17,0,830,
Erandir Montenegro morre aos 77 anos  - Tribuna do Norte,12,0,0,0,0,0,0,12,
Eriko Jácome quer fazer ponte entre Álvaro e Paulinho Freire - Blog do Heitor Gregório,77,0,0,0,0,0,0,77,
Eriko não vê entraves na atual gestão com Paulinho - Tribuna do Norte,216,16,13,12,0,0,0,257,
Erosão do Morro do Careca preocupa natalenses e turistas - Tribuna do Norte,26,0,0,0,0,0,0,26,
Escola de Ballet Professor Roosevelt abre matrículas nesta segunda-feira; veja - Tribuna do Norte,1067,67,29,45,29,20,74,1331,
Escola de Saúde da UFRN abre edital de vagas remanescentes para cursos técnicos - Tribuna do Norte,3859,248,163,127,57,45,121,4620,
Escola em Tempo Integral Padre Tiago Theisen é inaugurada em Natal - Tribuna do Norte,105,0,0,0,0,0,0,105,
Escola perversa - Tribuna do Norte,233,14,10,17,19,27,0,320,
Escola que proíbe celular na aula tem nota máxima em matemática e média alta em redação - Território Livre,72,0,0,0,0,0,0,72,
Escolas do RN se destacam no Enem - Tribuna do Norte,27,0,0,0,0,0,0,27,
"Escolas estaduais perderam 16,7 mil alunos em 5 anos - Tribuna do Norte",20,0,0,0,0,0,0,20,
Escribas realiza a pré-venda de três lançamentos de 2024 - Tribuna do Norte,80,0,0,0,0,0,0,80,
Especialistas criticam lei que proíbe uso de celular em escolas no Estado - Tribuna do Norte,519,46,33,19,22,15,17,671,
Especialistas e entidades apontam o que muda para municípios e cidadãos com a reforma tributária - Tribuna do Norte,165,19,0,0,0,0,0,184,
Esportes de Primeira - Tribuna do Norte,51,0,0,0,0,0,0,51,
"Esposa de Paulinho Freire, Nina se reúne com General Girão e declara: “Provavelmente estaremos no mesmo palanque” - Blog do Heitor Gregório",268,0,0,0,0,0,0,268,
Esquerda sofre baixa como argumento de voto nas capitais brasileiras - Território Livre,58,0,0,0,0,0,0,58,
"Estado do RN deve garantir internação em UTI infantil de paciente com pneumonia grave, determina TJRN - Tribuna do Norte",53,0,0,0,0,0,0,53,
"Estado tem 410 imóveis públicos sem utilização, aponta cadastro - Tribuna do Norte",92,0,0,0,0,0,0,92,
Estado transfere agentes para flexibilizar sistema prisional - Tribuna do Norte,799,52,66,60,27,27,19,1050,
Estadual 2024: Mossoró volta a ter dois times na primeira divisão após sete anos - Tribuna do Norte,1065,52,45,37,41,43,15,1298,
Estadual 2024: jogo entre ABC e Potiguar de Mossoró é remarcado - Tribuna do Norte,1357,72,48,56,61,64,23,1681,
Estadual abre com jogos em Mossoró e Currais Novos - Tribuna do Norte,1235,62,40,40,45,26,24,1472,
Estadual: América volta a Arena das Dunas e encara Globo para confirmar liderança no Grupo A - Tribuna do Norte,328,35,17,17,23,16,14,450,
"Estadual: Potiguar conquista ""revanche"" e vence Baraúnas por 2 a 1 - Tribuna do Norte",326,17,11,16,0,18,0,388,
Estadual: jogador titular desfalca Baraúnas no confronto com ABC - Tribuna do Norte,593,17,22,14,30,25,0,701,
Estelionatário que deu golpe de R$ 50 mil em advogado é preso em Natal - Tribuna do Norte,38,0,0,0,0,0,0,38,
Estepe com aro menor é permitido - Tribuna do Norte,25,0,0,0,0,0,0,25,
Estoque de sangue do Hemonorte está baixo - Tribuna do Norte,131,22,0,0,0,0,0,153,
Estrada de lutos: BR-304 teve 134 mortes em cinco anos no RN - Tribuna do Norte,26,0,0,0,0,0,0,26,
"Estrada partindo da Olavo Montenegro até marginal da BR-101 vai favorecer mobilidade de Parnamirim, diz secretário  - Tribuna do Norte",8865,401,355,335,318,340,174,10788,
Estrada que vai ligar BR-101 a bairro de SGA tem ordem de serviço assinada  - Tribuna do Norte,66,0,0,0,0,0,0,66,
Estradas do RN continuam sendo alvo de reclamações - Tribuna do Norte,38,0,0,0,0,0,0,38,
Estrella Galicia apresenta: Patuscada de Carnaval - Agitos e Baladas,21,0,0,0,0,0,0,21,
Estrutura da Árvore de Mirassol será substituída pela Prefeitura - Tribuna do Norte,1257,89,79,88,71,67,31,1682,
Estrutura do Carnaval de Natal 2024 é apresentada em reunião com secretários  - Blog do Heitor Gregório,23,0,0,0,0,0,0,23,
Estrutura do Carnaval de Natal 2024 é apresentada em reunião com secretários  - Tribuna do Norte,371,30,17,21,29,21,0,489,
Estudante ou aluno? - Tribuna do Norte,36,0,0,0,0,0,0,36,
Estudantes comemoram aprovação no Sisu 2024 - Tribuna do Norte,1305,92,54,58,36,18,71,1634,
Estudo aponta Real como clube mais rico do mundo - Tribuna do Norte,45,0,0,0,0,0,0,45,
Estudo da UFRN apresenta mapa de risco da erosão costeira na praia de Pipa - Tribuna do Norte,5312,256,207,174,191,150,83,6373,
Estudo da UFRN promove realização de exames e atividade física supervisionada para idosos - Tribuna do Norte,1046,54,49,58,47,47,16,1317,
Estudo para a construção de estátua está em fase final - Tribuna do Norte,12951,527,469,539,592,622,150,15850,
Estágio da Petrobras com vagas no RN reserva vagas a negros e pessoas com deficiência - Tribuna do Norte,88,0,0,0,0,0,0,88,
Eterna humildade - Tribuna do Norte,222,17,0,28,10,13,0,290,
Evaristo Costa recebe alta hospitalar após cinco dias internado no Reino Unido - Tribuna do Norte,120,18,10,0,14,0,0,162,
Eventos sustentáveis entre as tendências globais para 2024 - Tribuna do Norte,27,0,0,0,0,0,0,27,
Ex de Ana Hickmann pede prisão da apresentadora por ‘alienação parental’; ela rebate - Tribuna do Norte,120,18,0,0,0,0,0,138,
Ex-PM João Grandão sofre atentado e mata agressor - Tribuna do Norte,38,0,0,0,0,0,0,38,
Ex-governador Robinson Faria passa por cirurgia no Hospital Sírio-Libanês em São Paulo - Blog do Heitor Gregório,36,0,0,0,0,0,0,36,
Ex-jogador da seleção holandesa é banido pela FIFA por assédio sexual - Tribuna do Norte,216,16,17,21,0,0,0,270,
Ex-ministros receberam por 6 meses devido a quarentena - Tribuna do Norte,105,0,10,0,0,0,0,115,
Ex-vereador morre após ser atingido por queda de muro em Lajes - Tribuna do Norte,1072,94,71,65,44,57,24,1427,
Expansão do Sistema Adutor ao Guajiru marca avanço no abastecimento de água de São Gonçalo - Tribuna do Norte,338,0,0,11,14,16,0,379,
Expediente - Tribuna do Norte,222,18,17,0,0,0,0,257,
"Explosões deixam 103 pessoas mortas no Irã; ministro promete ""resposta retumbante"" - Tribuna do Norte",52,0,0,0,0,0,0,52,
Expoente da cultura negra Abdias do Nascimento é Herói da Pátria - Tribuna do Norte,48,0,0,0,0,0,0,48,
Exército conclui que não houve crime de militares no dia 8 de janeiro - Tribuna do Norte,251,20,13,20,12,24,0,340,
Exército pune 38 militares com prisão disciplinar por furto de armas - Tribuna do Norte,166,17,9,11,0,0,0,203,
"Ezequiel, Girão, Robinson, Gonçalves, Coronel Azevedo e Luis Eduardo ausentes do lançamento da candidatura de Paulinho Freire - Blog do Heitor Gregório",106,0,0,0,0,0,0,106,
FAB encerra ocorrência sobre helicóptero encontrado em Paraibuna - Tribuna do Norte,20,0,0,0,0,0,0,20,
"FAETI, Faculdade de Energias Renováveis do Senai-RN, abre vagas para engenharia com seleção por nota do Enem - Tribuna do Norte",2047,141,95,115,42,34,91,2565,
FARN divulga lista de aprovados - Tribuna do Norte,33,0,0,0,0,0,0,33,
FGV: mais ricos estão concentrando cada vez mais renda no Brasil - Tribuna do Norte,22,0,0,0,0,0,0,22,
FIART já tem data para 2024 - Agitos e Baladas,48,0,0,0,0,0,0,48,
FIART: Feira Internacional de Artesanato acontecerá de 19 a 28 de janeiro no Centro de Convenções de Natal - Blog do Heitor Gregório,58,0,0,0,0,0,0,58,
FIERN cria projeto de Meritocracia para ampliar a base sindical - Tribuna do Norte,167,0,0,0,0,0,0,167,
FIERN discute a criação de distrito industrial com prefeitura de Serra Negra do Norte - Tribuna do Norte,48,0,0,0,0,0,0,48,
FNF adia estreias de ABC e Potiguar; confira - Tribuna do Norte,386,29,16,19,15,15,0,480,
FNF anuncia datas dos jogos do ABC e Potiguar pelo estadual - Tribuna do Norte,439,33,13,36,31,25,0,577,
FNF divulga calendário do Campeonato Potiguar 2024 - Tribuna do Norte,17,0,0,0,0,0,0,17,
FNF divulga tabela com primeiros jogos do Campeonato Potiguar 2024 - Tribuna do Norte,26,0,0,0,0,0,0,26,
FNF encaminha suspeita de manipulação em jogos do Campeonato Potiguar ao MP - Tribuna do Norte,1946,132,86,81,77,57,31,2410,
FNF formaliza denúncia de manipulação em jogos do Campeonato Potiguar - Tribuna do Norte,150,22,0,0,0,0,0,172,
FNF publica Regulamento Específico do Campeonato Potiguar 2024 - Tribuna do Norte,76,0,0,0,0,0,0,76,
FPF confirma Neo Química Arena para a final Corinthians x Cruzeiro - Tribuna do Norte,34,0,0,0,0,0,0,34,
Fabielle assume o PP e une a oposição para disputar a Prefeitura de Assu - Blog do Heitor Gregório,864,25,21,0,0,0,0,910,
Face oculta - Tribuna do Norte,90,0,0,0,0,0,0,90,
Fachin descarta urgência em ação do Novo contra desoneração da folha - Tribuna do Norte,76,0,0,0,0,0,0,76,
Fachin suspende decisões que impediam demarcação de terra indígena - Tribuna do Norte,27,0,0,0,0,0,0,27,
"Faculdade de Energias Renováveis do RN, a primeira do País, abre inscrições - Tribuna do Norte",2773,208,127,110,65,50,80,3413,
Faculdade de Energias Renováveis é marco para o RN - Tribuna do Norte,2038,165,105,104,53,38,42,2545,
Fake News é diferente de errar e corrigir informação no jornalismo profissional - Território Livre,88,0,0,0,0,0,0,88,
Fale Conosco - Tribuna do Norte,338,22,16,12,0,0,21,409,
Falta de energia atinge cinco bairros de Natal; Cosern reforça equipes para retorno do fornecimento  - Tribuna do Norte,3152,159,146,115,112,149,64,3897,
Falta de energia atinge funcionamento de semáforos em Natal - Tribuna do Norte,458,30,46,26,21,22,0,603,
Falta d’água desespera moradores - Tribuna do Norte,38,0,0,0,0,0,0,38,
Faltam 15 dias para a Hemotion White 2024 - Território Livre,69,0,0,0,0,0,0,69,
Faltam 72 medicamentos na Unicat - Tribuna do Norte,15,0,0,0,0,0,0,15,
Faltam sete dias para o fim do sinal analógico em 26 cidades - Tribuna do Norte,14,0,0,0,0,0,0,14,
Familiares abraçam & comemoram Marilda Nóbrega Dantas - Território Livre,196,0,0,0,0,0,0,196,
Família de Neymar faz doação de R$ 800 mil a Daniel Alves - Tribuna do Norte,111,15,0,0,0,0,0,126,
"Família flamenguista, com nomes curiosos, sonha com título mundial - Tribuna do Norte",30,0,0,0,0,0,0,30,
Famílias de baixa renda poderão solicitar benefício da Tarifa Social à Cosern - Tribuna do Norte,18,0,0,0,0,0,0,18,
"Farmácia Popular alcançou 437,9 mil potiguares em 2023 - Tribuna do Norte",36,0,0,0,0,0,0,36,
Farmácia Popular começa a distribuir absorventes gratuitos - Tribuna do Norte,170,13,13,0,0,0,0,196,
"Farmácia Popular distribuiu R$ 7,4 bi a falecidos de 2015 a 2020 - Tribuna do Norte",91,0,0,0,0,0,0,91,
Favela do Mosquito: estado de sítio - Tribuna do Norte,17,0,0,0,0,0,0,17,
Favorito Supermercados apresenta planos de expansão nesta sexta (27) - Tribuna do Norte,81,0,0,0,0,0,0,81,
Fazenda define procedimentos para casos de inadimplência no Desenrola; veja as mudanças - Tribuna do Norte,60,0,0,0,0,0,0,60,
Fazenda prepara medidas para reduzir volatilidade e destravar ‘agenda verde’ - Tribuna do Norte,28,0,0,0,0,0,0,28,
Fazendo das tripas uma dobradinha - Tribuna do Norte,14,0,0,0,0,0,0,14,
Febraban informa que transações via DOC serão encerradas em 15 de janeiro - Tribuna do Norte,28,0,0,0,0,0,0,28,
Fechamento de lojas deixa comerciantes apreensivos em Natal - Tribuna do Norte,17,0,0,0,0,0,0,17,
Feira Internacional de Artesanato está com inscrições abertas - Tribuna do Norte,97,0,0,0,0,0,0,97,
Feira de Artesanato FIART será de 19 a 28 de janeiro de 2024 - Blog do Heitor Gregório,160,0,0,0,0,0,0,160,
Feira internacional de artesanato começa nesta sexta-feira em Natal - Tribuna do Norte,447,37,29,28,14,16,0,571,
Felipe Amorim e DubDogz são atrações confirmadas da Hemotion White 2024 - Agitos e Baladas,76,0,0,0,0,0,0,76,
Felipe Amorim e DubDogz são atrações confirmadas da Hemotion White 2024 - Blog do Heitor Gregório,63,0,0,0,0,0,0,63,
Fenômeno em NY: os arranha-céus balançam com os ventos fortes do inverno - Território Livre,140,0,0,0,0,0,0,140,
Feriado de Ano Novo: mortes em rodovias federais reduzem 25%  - Tribuna do Norte,24,0,0,0,0,0,0,24,
Feriado de Natal altera funcionamento do comércio e serviços na capital potiguar; saiba - Tribuna do Norte,82,0,0,0,0,0,0,82,
Feriado de Santos Reis modifica horário de funcionamento do comércio em Natal - Tribuna do Norte,808,62,60,46,31,28,27,1062,
Feriado do Dia de Reis muda horário do comércio de Natal; confira - Tribuna do Norte,20,0,0,0,0,0,0,20,
Feriados quebram ciclo de vendas e prejudicam faturamento de lojistas - Tribuna do Norte,178,19,12,15,0,0,0,224,
Fernanda Kanner no Fantástico vai falar sobre polêmica depois que excluiu a conta da filha no TikTok - Território Livre,136,0,0,0,0,0,0,136,
Fernandinho Beira-Mar vai para presídio em Mossoró - Tribuna do Norte,1032,89,62,45,69,68,17,1382,
"Ferreira Costa está com vagas abertas, com oportunidades em Natal - Tribuna do Norte",23,0,0,0,0,0,0,23,
Ferreira Costa oferece programação de férias infantis gratuita em Natal - Tribuna do Norte,827,70,38,31,29,0,18,1013,
Festa AMMA de Verão acontece amanhã no Espaço Hemotion - Território Livre,156,0,0,0,0,0,0,156,
Festa Hemotion White convocou DJs e forrozeiros para embalar 17ª edição - Tribuna do Norte,97,0,0,0,0,0,0,97,
Festa de Santos Reis termina neste sábado com missas e procissão - Tribuna do Norte,1757,51,34,61,68,106,0,2077,
Festa do Padroeiro SGA agita Parque das Fontes com multidões e diversidade musical - Tribuna do Norte,103,0,0,0,0,0,0,103,
Festa do Padroeiro São Gonçalo do Amarante acontece neste fim de semana no Parque das Fontes - Tribuna do Norte,1423,70,49,52,41,19,25,1679,
Festival Cine Verão reúne amantes da produção cinematográfica independente - Tribuna do Norte,128,0,0,0,0,0,0,128,
Festival RN Music 360 promete agitar Ponta Negra - Tribuna do Norte,3901,245,167,134,101,76,98,4722,
Festival RN Music 360 retorna em 2024 - Tribuna do Norte,146,0,0,0,0,0,0,146,
Festival de Verão da Sodiê acontece até 14 de fevereiro - Território Livre,112,0,0,0,0,0,0,112,
Fiart abre sua 29ª edição nesta sexta-feira (19) em Natal; veja programação - Tribuna do Norte,2486,165,120,118,93,56,84,3122,
"Fiart: programação desta semana reúne mostras, shows e oficinas; confira - Tribuna do Norte",206,22,22,18,0,0,0,268,
Fidelizando Turistas: Transformando o Réveillon em uma Experiência Memorável em Nossa Cidade - Tribuna do Norte,29,0,0,0,0,0,0,29,
