# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Tribuna do Norte
# Propriedade: https://tribunadonorte.com.br – GA4
# ----------------------------------------
#  
# Data de início: 20230101
# Data de término: 20230220
Nº dia,Tempo médio de engajamento
Profissionais da enfermagem saem em caminhada pela BR-101; trânsito é parcialmente interditado - 14/02/2023 - Notícia - Tribuna do Norte,863
Decisão traz insegurança sobre reintegração de posse - 04/11/2022 - Notícia - Tribuna do Norte,861
Ministro da Educação anuncia reajuste de quase 15% no piso salarial dos professores - 17/01/2023 - Notícia - Tribuna do Norte,861
O rolê do padre - 23/01/2023 - Notícia - Tribuna do Norte,861
ChatGPT: conheça o robô que imita Câmara Cascudo e escreve roteiros - 03/02/2023 - Notícia - Tribuna do Norte,859
TJRN oferta 15 vagas de estágio para estudantes de pós-graduação; remuneração é de R$ 1.874 - 10/01/2023 - Notícia - Tribuna do Norte,859
"Água de ""Lagoa Azul"" está contaminada e fica verde - 08/02/2023 - Notícia - Tribuna do Norte",857
Wallace Pernambucano leva o América para 2ª fase da pré-Copa do Nordeste - 06/01/2023 - Notícia - Tribuna do Norte,856
Ex-presidente do Alecrim é condenado a prisão - 08/02/2023 - Notícia - Tribuna do Norte,855
Parar de fumar e consumir álcool pode evitar 40% dos casos de câncer; saiba mais - 03/02/2023 - Notícia - Tribuna do Norte,855
'Bebê gigante' nascido com mais de 7 quilos é o maior do Amazonas - 21/01/2023 - Notícia - Tribuna do Norte,854
Advogado pede liberdade para 'presos políticos’ - 13/01/2023 - Notícia - Tribuna do Norte,853
Secretaria divulga pontos fixos de vacinação antirrábica para cães e gatos em Natal - 02/02/2023 - Notícia - Tribuna do Norte,853
"América segura o empate no primeiro tempo diante do CSA, em Alagoas - 08/01/2023 - Notícia - Tribuna do Norte",852
Aluno pode estudar em duas escolas - 19/08/2011 - Notícia - Tribuna do Norte,851
Evento doará tatuagens de segurança para pessoas com doenças crônicas - 18/01/2023 - Notícia - Tribuna do Norte,849
Trecho da Avenida Ayrton Senna será interditado nesta quarta-feira (15) - 13/02/2023 - Notícia - Tribuna do Norte,849
