# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Tribuna do Norte
# Propriedade: https://tribunadonorte.com.br – GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20220101
# Data de término: 20221231
Título da página e nome da tela,Visualizações,Usuários,Visualizações por usuário,Tempo médio de engajamento,Contagem de eventos,Conversões,Receita total
Suspeito de crimes sexuais na Paraíba é preso no interior do RN - 09/05/2022 - Notícia - Tribuna do Norte,1116,924,1.2077922077922079,34.11796536796537,2625,0,0
Você está pesquisando por Política no TN Online - Maior produtor de conteúdo jornalístico do RN,1116,157,7.10828025477707,144.89808917197453,1909,0,0
Decisão do TSE obriga Fátima a escolher se quer PSB ou PDT no seu palanque - Blog do Heitor Gregório,1115,811,1.374845869297164,48.97410604192355,3133,0,0
Agência abre inscrições para modelos acima dos 40 - 09/02/2022 - Notícia - Tribuna do Norte,1114,909,1.2255225522552256,42.28162816281628,5186,0,0
Eleitores fora do domicílio eleitoral justificam voto em Natal; saiba como fazer - 02/10/2022 - Notícia - Tribuna do Norte,1112,970,1.1463917525773195,48.61958762886598,4780,0,0
Penhora não impede alienar imóvel em recuperação - 05/11/2022 - Notícia - Tribuna do Norte,1112,918,1.2113289760348585,63.28213507625272,4925,0,0
Tomba Farias afirma que eleição no RN será definida no 2º turno - 12/08/2022 - Notícia - Tribuna do Norte,1112,974,1.1416837782340863,93.29979466119096,2539,0,0
Entenda como o Plano Diretor de Natal modifica a capital potiguar - 01/01/2022 - Notícia - Tribuna do Norte,1111,771,1.4409857328145266,117.83527885862516,4273,0,0
IMD oferta 150 vagas em curso sobre pensamento computacional para profissionais da educação básica - 12/09/2022 - Notícia - Tribuna do Norte,1111,779,1.4261874197689346,49.813863928112966,4538,0,0
Via Costeira e João Medeiros Filho serão bloqueadas para testes de radares - 31/08/2022 - Notícia - Tribuna do Norte,1111,879,1.2639362912400456,45.52787258248009,2724,0,0
“Melhores do Ano” divide opiniões sobre humor com piadas de Fábio Porchat e Paulo Vieira - 26/12/2022 - Notícia - Tribuna do Norte,1111,958,1.1597077244258873,34.04906054279749,5047,0,0
Candidatos ao Senado destacam prioridades em defesa do RN - 01/10/2022 - Notícia - Tribuna do Norte,1110,993,1.1178247734138973,54.473313192346424,4464,0,0
Ministério da Saúde investiga casos suspeitos de hepatite misteriosa - 06/05/2022 - Notícia - Tribuna do Norte,1110,964,1.1514522821576763,95.0103734439834,2739,0,0
"Série C: Com baixas, ABC encara Brasil-RS no Frasqueirão - 27/05/2022 - Notícia - Tribuna do Norte",1110,934,1.1884368308351179,79.30085653104925,2582,0,0
Veja o que abre o que fecha durante o feriado de Nossa Senhora da Apresentação - 21/11/2022 - Notícia - Tribuna do Norte,1109,856,1.2955607476635513,41.28855140186916,6424,0,0
Governo Bolsonaro vai prorrogar isenção de impostos sobre combustíveis - 27/12/2022 - Notícia - Tribuna do Norte,1108,930,1.1913978494623656,32.611827956989245,4448,0,0
"Em Natal, Bivar garante que candidatura é irreversível - 29/07/2022 - Notícia - Tribuna do Norte",1107,982,1.1272912423625254,83.40835030549898,2725,0,0
Secretaria de Saúde de Santa Cruz abre investigação sobre duas mortes no hospital municipal - 29/07/2022 - Notícia - Tribuna do Norte,1107,956,1.1579497907949792,41.84937238493724,2696,0,0
Homem é preso suspeito de maus-tratos a animal no RN - 26/04/2022 - Notícia - Tribuna do Norte,1106,950,1.1642105263157896,37.50421052631579,2573,0,0
STTU anuncia adiamento de licitação dos ônibus; não há prazo - 29/07/2022 - Notícia - Tribuna do Norte,1106,927,1.193096008629989,59.17799352750809,2740,0,0
Veja funcionamento dos serviços essenciais durante o feriadão no RN - 14/11/2022 - Notícia - Tribuna do Norte,1106,898,1.2316258351893097,45.47104677060133,6450,0,0
Criminosos explodem cofre de posto de combustíveis no interior do RN - 08/08/2022 - Notícia - Tribuna do Norte,1105,906,1.2196467991169977,50.28145695364238,2640,0,0
Prefeitura de Parnamirim decreta estado de calamidade pública por causa das chuvas - 04/07/2022 - Notícia - Tribuna do Norte,1105,929,1.1894510226049515,33.88697524219591,3033,0,0
Enérgia elétrica retorna em 18 municípios do Seridó após queda de helicóptero - 06/06/2022 - Notícia - Tribuna do Norte,1104,931,1.1858216970998925,48.25349087003222,2818,0,0
IMT-UFRN detecta duas novas variantes da covid-19 em Natal e Parnamirim - 25/11/2022 - Notícia - Tribuna do Norte,1103,764,1.443717277486911,49.82068062827225,7507,0,0
Lula respalda aliança de Fátima (PT) com Walter (MDB) e Carlos Eduardo (PDT) - 27/04/2022 - Notícia - Tribuna do Norte,1103,891,1.2379349046015713,50.28956228956229,2650,0,0
Rio Grande do Norte volta a ter conexão direta com a Argentina - 05/12/2022 - Notícia - Tribuna do Norte,1103,904,1.220132743362832,47.10398230088496,6264,0,0
Styvenson sinaliza ao Podemos que vai concorrer ao governo - 20/07/2022 - Notícia - Tribuna do Norte,1103,954,1.1561844863731656,81.75262054507337,2495,0,0
TJRN define lista tríplice para vaga de membro do Ministério Público - 07/11/2022 - Notícia - Tribuna do Norte,1103,826,1.3353510895883778,65.6997578692494,5029,0,0
"Aeroporto de Natal é deficiente e relicitação é urgente, diz Fecomercio - 03/12/2022 - Notícia - Tribuna do Norte",1102,874,1.2608695652173914,58.76086956521739,5468,0,0
"Após diplomação, Lula e Moraes vão à festa em casa de advogado da Lava Jato - 13/12/2022 - Notícia - Tribuna do Norte",1102,913,1.2070098576122672,33.835706462212485,6397,0,0
"Parabéns e obrigado, Leno Azevedo - 23/04/2022 - Notícia - Tribuna do Norte",1102,940,1.172340425531915,89.0468085106383,3967,0,0
Aliados do PT discutem rateio do orçamento secreto em 2023 - 06/07/2022 - Notícia - Tribuna do Norte,1101,867,1.2698961937716262,37.042675893886965,4587,0,0
Criminosos explodem cofre de posto de combustíveis na Zona Norte de Natal - 27/06/2022 - Notícia - Tribuna do Norte,1100,989,1.1122345803842264,33.30434782608695,2649,0,0
Prefeitura divulga lista de permissionários para operação das linhas de ônibus suspensas - 16/08/2022 - Notícia - Tribuna do Norte,1100,879,1.2514220705346986,65.69852104664392,2616,0,0
Bolsonaro ignora Moraes e associa Lula ao PCC nas redes - 19/07/2022 - Notícia - Tribuna do Norte,1099,942,1.1666666666666667,113.81210191082802,2300,0,0
"América vai entrar forte na temporada, diz Jean Pierre - 13/12/2022 - Notícia - Tribuna do Norte",1098,980,1.120408163265306,43.05204081632653,6161,0,0
Curso de formação de agentes do Itep é paralisado após aluno ameçar atirar em outro - 12/07/2022 - Notícia - Tribuna do Norte,1098,990,1.1090909090909091,26.624242424242425,2832,0,0
Linha de ônibus de Pirangi do Sul a Parnamirim será retomada na segunda-feira (2) - 30/12/2022 - Notícia - Tribuna do Norte,1098,910,1.2065934065934065,22.66923076923077,4784,0,0
"Metrópole Parque é aprovado em edital da Finep e receberá aporte de R$ 13,5 milhões - 05/08/2022 - Notícia - Tribuna do Norte",1098,884,1.242081447963801,78.00339366515837,2865,0,0
Natal disponibiliza quarta dose de reforço (D4) para pessoas a partir de 40 anos - 17/06/2022 - Notícia - Tribuna do Norte,1097,903,1.2148394241417497,29.901439645625693,3116,0,0
Operação de radares na Via Costeira e na Av. João Medeiros Filho começa na quinta-feira (1º) - 29/11/2022 - Notícia - Tribuna do Norte,1097,869,1.2623705408515535,68.25201380897583,7041,0,0
PL diz que Bolsonaro venceu e pede anulação de votos; TSE quer dados - 22/11/2022 - Notícia - Tribuna do Norte,1097,936,1.172008547008547,131.9113247863248,7775,0,0
Período de convenção encerra nesta sexta com decisão do Podemos - 05/08/2022 - Notícia - Tribuna do Norte,1097,856,1.2815420560747663,82.77920560747664,2584,0,0
Natalense flamenguista recebe vídeos de Zico e Imperador e vai às lágrimas; VÍDEO - 24/08/2022 - Notícia - Tribuna do Norte,1096,872,1.2568807339449541,62.055045871559635,2871,0,0
Casas no loteamento José Sarney enfrentam alagamentos constantes - 07/07/2022 - Notícia - Tribuna do Norte,1095,977,1.1207778915046058,65.16479017400205,2594,0,0
Desnivelamento físico no ABC não irrita Fernando Marchiori - 19/12/2022 - Notícia - Tribuna do Norte,1095,919,1.191512513601741,43.15342763873776,5432,0,0
Medicamente diminui inflamação da próstata - 25/04/2015 - Notícia - Tribuna do Norte,1095,842,1.3004750593824228,66.24465558194774,5004,0,0
Recenseadores do IBGE enfrentam ameaças durante trabalho - 24/08/2022 - Notícia - Tribuna do Norte,1095,954,1.1477987421383649,107.76729559748428,3172,0,0
Nova Lei Geral do Esporte ameaça transmissão de futebol no rádio - 13/07/2022 - Notícia - Tribuna do Norte,1094,994,1.1006036217303823,74.14989939637827,2847,0,0
Pesquisa TN/Difusora/Consult: Os mais lembrados para deputado estadual - Blog do Heitor Gregório,1094,749,1.4606141522029372,52.06542056074766,3188,0,0
Secretaria de Educação oferece 360 vagas em cursos para servidores - 19/07/2022 - Notícia - Tribuna do Norte,1094,985,1.1106598984771574,53.08121827411168,2686,0,0
Termina hoje prazo para Justiça Eleitoral julgar registros de candidaturas; candidatos a deputado no RN aguardam - 12/09/2022 - Notícia - Tribuna do Norte,1094,905,1.208839779005525,73.89944751381215,4572,0,0
Criminosos roubam equipamentos de escritório de advocacia em Parnamirim - 13/12/2022 - Notícia - Tribuna do Norte,1093,829,1.3184559710494572,24.19903498190591,5713,0,0
Morador de rua é encontrado morto na Zona Norte de Natal - 27/07/2022 - Notícia - Tribuna do Norte,1093,998,1.095190380761523,49.56412825651302,2464,0,0
"Rio Grande do Norte contou com R$ 1,82 bilhões de 'caixa bruto' - 28/05/2022 - Notícia - Tribuna do Norte",1093,999,1.0940940940940942,74.25225225225225,2628,0,0
Candidata na França quer exterminar energia do RN - 23/04/2022 - Notícia - Tribuna do Norte,1092,987,1.1063829787234043,81.89260385005066,2792,0,0
"Defesa não vê fraude no processo eleitoral, mas pede mudanças no sistema eletrônico - 09/11/2022 - Notícia - Tribuna do Norte",1092,818,1.3349633251833741,63.947432762836186,4997,0,0
Largada rumo a Série B começa neste sábado para o ABC - 19/08/2022 - Notícia - Tribuna do Norte,1092,919,1.188248095756257,105.93253536452666,2441,0,0
Área do porto-indústria do RN será anunciada nesta semana - 16/07/2022 - Notícia - Tribuna do Norte,1092,847,1.2892561983471074,114.20779220779221,2759,0,0
"No RN, 3,1 mil taxistas podem ser beneficiados com auxílio federal - 26/07/2022 - Notícia - Tribuna do Norte",1091,895,1.2189944134078212,86.39106145251397,2718,0,0
Série C: ABC perde de virada para o Altos no Piauí - 04/05/2022 - Notícia - Tribuna do Norte,1091,975,1.118974358974359,71.51076923076923,2663,0,0
"Promessa potiguar no jiu-jitsu atropela rivais e enfileira títulos, entre eles o Brasileiro - 28/05/2022 - Notícia - Tribuna do Norte",1090,997,1.0932798395185557,68.38916750250752,2790,0,0
Sede do Sindicato dos Jornalistas é arrombada e equipamentos são levados - 30/04/2022 - Notícia - Tribuna do Norte,1090,878,1.2414578587699316,49.86446469248292,2430,0,0
Você está pesquisando por Salários no TN Online - Maior produtor de conteúdo jornalístico do RN,1090,87,12.528735632183908,343.6896551724138,3103,0,0
Proclamação da República: Veja o que estará aberto no feriado de 15 de novembro - 10/11/2022 - Notícia - Tribuna do Norte,1089,902,1.2073170731707317,36.7239467849224,6496,0,0
ABC e Fernando Marchiori abrem negociação para novo contrato - 10/10/2022 - Notícia - Tribuna do Norte,1088,879,1.2377701934015928,139.00796359499432,4443,0,0
Comissão da ALRN aprova projeto que autoriza convocação de aprovados no concurso da PM - 18/05/2022 - Notícia - Tribuna do Norte,1086,799,1.3591989987484356,40.51063829787234,2859,0,0
Festa do Boi deve atrair 500 mil pessoas e movimentar R$ 65 milhões - 14/09/2022 - Notícia - Tribuna do Norte,1085,918,1.181917211328976,83.92592592592592,4313,0,0
Potiguar Gabriel Veron é destaque em jornal português após primeiro gol pelo Porto - 18/10/2022 - Notícia - Tribuna do Norte,1085,939,1.1554845580404687,55.501597444089455,4656,0,0
Alexandre de Moraes barra inquéritos para investigar institutos de pesquisa - 14/10/2022 - Notícia - Tribuna do Norte,1084,896,1.2098214285714286,65.82589285714286,4976,0,0
CBF afasta árbitro principal e do VAR após falhas em Flamengo x Athletico-PR - 28/07/2022 - Notícia - Tribuna do Norte,1084,989,1.096056622851365,98.18806875631951,2351,0,0
Dados de crimes devem ser divulgados - 08/10/2022 - Notícia - Tribuna do Norte,1083,878,1.2334851936218678,58.39863325740319,3695,0,0
Escândalo do presidente da Caixa: veja o que presidenciáveis já disseram - 29/06/2022 - Notícia - Tribuna do Norte,1083,933,1.1607717041800643,59.851018220793144,3580,0,0
Henan afirma que vitória trouxe alívio para Alvinegro - 27/07/2022 - Notícia - Tribuna do Norte,1083,984,1.100609756097561,55.90040650406504,2689,0,0
Natal tem seis edifícios com altura acima de 104 metros - 30/05/2015 - Notícia - Tribuna do Norte,1083,813,1.3321033210332103,51.44526445264453,4198,0,0
Touros tem mais de 2 mil pessoas afetadas pelas chuvas - 08/07/2022 - Notícia - Tribuna do Norte,1083,886,1.2223476297968396,58.330699774266364,2791,0,0
Edital da STTU para operação de linhas por alternativos tem baixa adesão - 21/06/2022 - Notícia - Tribuna do Norte,1082,936,1.1559829059829059,110.49038461538461,2739,0,0
"Bolsonaro anuncia Auxílio Brasil de R$ 600, mas não explica como valor será ampliado - 24/06/2022 - Notícia - Tribuna do Norte",1081,947,1.1414994720168954,58.78458289334741,2778,0,0
Comandante Graco Magalhães morre aos 100 anos em Natal - 11/11/2022 - Notícia - Tribuna do Norte,1081,873,1.2382588774341352,134.1443298969072,6682,0,0
Homem morre após ter 98% do corpo queimado em incêndio no Vale do Açu - 28/09/2022 - Notícia - Tribuna do Norte,1079,886,1.2178329571106095,41.818284424379236,4535,0,0
Trecho da Hermes da Fonseca é interditado devido a poste que ameaça cair - 02/11/2022 - Notícia - Tribuna do Norte,1079,868,1.2430875576036866,28.06566820276498,4718,0,0
"Elera Renováveis lança as obras do Complexo Eólico Seridó, em Parelhas, com investimento de R$ 1,5 bilhão - 27/06/2022 - Notícia - Tribuna do Norte",1078,813,1.3259532595325954,48.66912669126691,3568,0,0
Estudante de Natal faz campanha para ir à Harvard - 11/06/2022 - Notícia - Tribuna do Norte,1078,859,1.2549476135040745,116.27124563445868,3063,0,0
"Michelle comemora 15 anos de casada com Bolsonaro: 'Te amo, príncipe!' - 29/11/2022 - Notícia - Tribuna do Norte",1078,946,1.1395348837209303,57.74947145877378,7344,0,0
ABC cede empate no Frasqueirão - 20/04/2022 - Notícia - Tribuna do Norte,1076,946,1.1374207188160677,99.08350951374207,2394,0,0
"Alecrim no Barrettão e Laguna em Goianinha, disputam acesso - 12/11/2022 - Notícia - Tribuna do Norte",1076,908,1.1850220264317182,97.38876651982379,6575,0,0
Malafaia diz que Mendonça envergonha o povo evangélico e chama Moraes de cretino - 21/04/2022 - Notícia - Tribuna do Norte,1076,903,1.1915836101882613,121.55370985603544,2215,0,0
Oito cidades do RN não cumprem obrigatoriedade de ter Plano Diretor - 15/10/2022 - Notícia - Tribuna do Norte,1076,943,1.1410392364793214,76.07741251325557,3981,0,0
"Após quase três anos, relicitação do Aeroporto do RN segue sem previsão - 28/11/2022 - Notícia - Tribuna do Norte",1075,871,1.2342135476463834,60.53272101033295,6401,0,0
Bolsonaro deixa Brasil rumo a Orlando antes do fim do mandato presidencial - 30/12/2022 - Notícia - Tribuna do Norte,1075,894,1.2024608501118568,30.568232662192393,4321,0,0
Profissionais da enfermagem fazem passeata de protesto pelo Centro de Natal - 21/09/2022 - Notícia - Tribuna do Norte,1075,802,1.3403990024937655,41.79177057356608,4028,0,0
Rádios clandestinas na região Oeste do RN são alvos de operação da PF - 23/08/2022 - Notícia - Tribuna do Norte,1075,875,1.2285714285714286,55.59657142857143,2582,0,0
Michelle e Damares estarão na mobilização de hoje em Natal - 15/10/2022 - Notícia - Tribuna do Norte,1074,802,1.339152119700748,70.99875311720699,3965,0,0
Médicos de cooperativa paralisam atividades em Natal por atraso de quatro meses de pagamento - 24/11/2022 - Notícia - Tribuna do Norte,1074,890,1.2067415730337079,35.15955056179775,6687,0,0
Série C: ABC e Paysandu está marcado pela rivalidade histórica - 17/09/2022 - Notícia - Tribuna do Norte,1074,822,1.3065693430656935,48.76520681265207,4268,0,0
Pelé celebra alta do hospital ao lado da esposa e posta foto - 22/04/2022 - Notícia - Tribuna do Norte,1073,978,1.0971370143149284,57.78323108384458,2538,0,0
RN sedia feira nordestina de Agricultura Familiar e Economia Solidária - 25/05/2022 - Notícia - Tribuna do Norte,1073,865,1.2404624277456648,42.53179190751445,3326,0,0
Era uma vez em... Natal - 05/07/2022 - Notícia - Tribuna do Norte,1072,957,1.1201671891327063,134.10240334378264,2863,0,0
Quem é o homem que mais ganhou dinheiro no mundo este ano - 11/05/2022 - Notícia - Tribuna do Norte,1072,990,1.082828282828283,111.22121212121212,2397,0,0
UFRN discute sobre casos de assédio no espaço universitário - 26/07/2022 - Notícia - Tribuna do Norte,1071,944,1.1345338983050848,56.30826271186441,2725,0,0
Estado tem a maior taxa de casos de dengue do Nordeste em 2022 - 03/05/2022 - Notícia - Tribuna do Norte,1070,850,1.2588235294117647,74.81411764705882,2715,0,0
Polícia afirma que homem extorquia mulheres para bancar vício em droga - 16/08/2022 - Notícia - Tribuna do Norte,1070,973,1.0996916752312436,129.75334018499487,2371,0,0
Presidente Jair Bolsonaro pede a manifestantes que desosbtruam as rodovias - 02/11/2022 - Notícia - Tribuna do Norte,1070,846,1.2647754137115839,41.867612293144205,4960,0,0
A sucessão de Natal - 21/10/2022 - Notícia - Tribuna do Norte,1069,892,1.1984304932735426,153.56726457399103,4297,0,0
Prédio é interditado pela Defesa Civil e evacuado no bairro Planalto - 11/05/2022 - Notícia - Tribuna do Norte,1069,907,1.1786108048511577,81.10033076074973,3036,0,0
Órgãos públicos do Estado vão funcionar até duas horas antes dos jogos do Brasil na Copa do Mundo - 19/11/2022 - Notícia - Tribuna do Norte,1069,893,1.1970884658454648,47.035834266517355,6730,0,0
Nova carteira de identidade não tem previsão para ser emitida - 26/12/2022 - Notícia - Tribuna do Norte,1067,913,1.1686746987951808,40.755750273822564,4831,0,0
Solidariedade confirma apoio a Lula; deputado do PSD diz que petista tem compromisso com democracia - 03/05/2022 - Notícia - Tribuna do Norte,1067,929,1.1485468245425188,62.61356297093649,2367,0,0
"Defesa Civil do RN tem equipes de emergência em alerta e de prontidão, diz Fátima - 03/07/2022 - Notícia - Tribuna do Norte",1066,900,1.1844444444444444,36.09,2523,0,0
"Bolsonaro fala dois dias após a eleição: ""continuarei cumprindo todos os mandamentos da Constituição' - 01/11/2022 - Notícia - Tribuna do Norte",1065,812,1.311576354679803,49.77709359605911,4556,0,0
"Moraes rejeita ação do PL contra urnas e multa partido por litigância de má-fé em R$ 22,9 mi - 23/11/2022 - Notícia - Tribuna do Norte",1065,850,1.2529411764705882,87.40705882352941,6554,0,0
Eleitores de Pedro Velho e Canguaretama voltam às urnas dia 27 de novembro - 04/11/2022 - Notícia - Tribuna do Norte,1064,796,1.3366834170854272,48.74748743718593,6000,0,0
Regulamentação da ZPA-8 permite novo Porto na margem do Potengi - 09/09/2022 - Notícia - Tribuna do Norte,1064,879,1.2104664391353812,105.88509670079635,4063,0,0
Secretarias de educação são contra projeto de ensino em domicílio - 18/06/2022 - Notícia - Tribuna do Norte,1064,849,1.2532391048292109,94.63604240282686,2720,0,0
Shopping de Natal inaugura totem de acessibilidade - 11/05/2022 - Notícia - Tribuna do Norte,1064,954,1.1153039832285114,46.18658280922432,2907,0,0
O mel redondo do arapuá - 28/03/2015 - Notícia - Tribuna do Norte,1063,944,1.1260593220338984,69.14724576271186,4665,0,0
"""Não sou e não serei candidata ao Governo. Está fora dos meus planos"", afirma Rosalba Ciarlini - Blog do Heitor Gregório",1062,956,1.110878661087866,30.151673640167363,3562,0,0
ABC decide a vaga no Frasqueirão contra o São José - 02/08/2022 - Notícia - Tribuna do Norte,1062,857,1.2392065344224037,95.54959159859976,2888,0,0
Convenção do PSD formaliza coligação e apoio a Rogério Marinho - 23/07/2022 - Notícia - Tribuna do Norte,1062,939,1.1309904153354633,36.580404685835994,3936,0,0
Servidores estaduais da saúde fazem paralisação nesta quarta-feira (23) - 23/11/2022 - Notícia - Tribuna do Norte,1062,905,1.1734806629834253,40.857458563535914,7185,0,0
"Após dois anos, poupança volta a ter rendimento maior que a inflação - 12/10/2022 - Notícia - Tribuna do Norte",1061,915,1.1595628415300547,47.66775956284153,4584,0,0
"Após seis anos fechada, unidade dos Correios no Alecrim é reaberta - 25/11/2022 - Notícia - Tribuna do Norte",1061,828,1.2814009661835748,51.65096618357488,7189,0,0
Dois eleitores potiguares são presos por filmarem votos na urna eletrônica no interior do RN - 30/10/2022 - Notícia - Tribuna do Norte,1061,803,1.3212951432129514,37.35491905354919,5088,0,0
"O chic-e-descolado ""sim"" de Ana Flávia Bezerra e Paulinho Coelho - Território Livre",1061,333,3.186186186186186,262.55855855855856,1785,0,0
Turismo Social do Sesc RN anuncia novos destinos para dezembro - 11/11/2022 - Notícia - Tribuna do Norte,1061,883,1.20158550396376,64.7281993204983,7010,0,0
Wandinha encanta e arrebenta - 02/12/2022 - Notícia - Tribuna do Norte,1061,967,1.0972078593588417,75.26473629782834,5636,0,0
Bolsonaro afirma estar arrependido por declarações da pandemia da covid-19 - 13/09/2022 - Notícia - Tribuna do Norte,1060,905,1.171270718232044,59.45414364640884,4716,0,0
Novas estações de trem em São José começam a operar em janeiro - 19/12/2022 - Notícia - Tribuna do Norte,1060,917,1.1559432933478735,66.1504907306434,4885,0,0
"Santuário do Monte do Galo vira Patrimônio Imaterial, Histórico, Cultural e Religioso do RN - 15/01/2021 - Notícia - Tribuna do Norte",1060,796,1.3316582914572865,68.571608040201,4339,0,0
Startup desenvolvida na UFRN compõe delegação brasileira na COP27 - 08/11/2022 - Notícia - Tribuna do Norte,1060,811,1.3070283600493218,44.457459926017265,4672,0,0
Você está pesquisando por inss no TN Online - Maior produtor de conteúdo jornalístico do RN,1059,70,15.128571428571428,134.07142857142858,2261,0,0
Identificadas duas linhagens novas do coronavírus no Brasil - 28/11/2022 - Notícia - Tribuna do Norte,1058,854,1.2388758782201406,36.4344262295082,7223,0,0
Sesap prepara protocolo contra varíola dos macacos no RN - 26/07/2022 - Notícia - Tribuna do Norte,1058,862,1.2273781902552203,93.64849187935035,2674,0,0
Fábio Dantas ganha o apoio de Àlvaro Dias para o Governo do Estado - 14/09/2022 - Notícia - Tribuna do Norte,1057,827,1.2781136638452237,82.6384522370012,4178,0,0
"Prece à Senhora Aparecida, Padroeira do Brasil - 07/10/2021 - Notícia - Tribuna do Norte",1057,858,1.231934731934732,88.8065268065268,5251,0,0
Relembre a trajetória sinuosa do América até o acesso para a Série C do Campeonato Brasileiro - 03/09/2022 - Notícia - Tribuna do Norte,1057,881,1.1997729852440409,99.13507377979569,3925,0,0
Titina Medeiros e Cesar Ferrario celebram sucesso em festa de novela da Globo - Augusto Bezerril,1057,911,1.1602634467618003,62.21624588364435,3687,0,0
ABC viaja para Goiás em busca de recuperação contra Aparecidense - 02/07/2022 - Notícia - Tribuna do Norte,1056,866,1.2193995381062355,101.4769053117783,2403,0,0
América acerta chegada de zagueiro e lateral esquerdo para a Série D - 20/04/2022 - Notícia - Tribuna do Norte,1056,915,1.1540983606557378,46.433879781420764,2704,0,0
Candidata à deputada federal nega envolvimento com casal preso por suspeita de compra de votos - 01/10/2022 - Notícia - Tribuna do Norte,1056,922,1.1453362255965294,47.46203904555315,4200,0,0
"Eleições estão abertas tanto para Governo quanto Senado, diz diretor de Instituto Consult - 30/08/2022 - Notícia - Tribuna do Norte",1056,856,1.233644859813084,68.74182242990655,2319,0,0
Motoristas enfrentam muita água para acessar a marginal da BR-101. Assista - 24/05/2022 - Notícia - Tribuna do Norte,1056,892,1.1838565022421526,20.18609865470852,2388,0,0
Casal é executado e criança de 3 anos é encontrada por policiais no interior do RN - 04/08/2022 - Notícia - Tribuna do Norte,1055,787,1.340533672172808,59.5425667090216,2676,0,0
"Lula tem 44% das intenções de voto, Bolsonaro 32% e Ciro Gomes 8%, aponta Ipespe - 13/05/2022 - Notícia - Tribuna do Norte",1055,890,1.1853932584269662,61.95280898876405,2439,0,0
"O outro lado: Menino autista sofre com fogos, barulho e trânsito tumultuado na frente do 16 RI - Território Livre",1055,427,2.470725995316159,54.06088992974239,2013,0,0
Bolsonaro se reúne com ministros e avalia discurso sobre resultado das eleições - 31/10/2022 - Notícia - Tribuna do Norte,1054,889,1.185601799775028,92.58605174353205,4537,0,0
"Júri condena a 18 anos de prisão, acusado de matar fisioterapeuta em Mossoró - 30/11/2022 - Notícia - Tribuna do Norte",1054,811,1.2996300863131935,44.75955610357583,4998,0,0
Petrobras tem sinal verde para novo reajuste no preço dos combustíveis - 17/06/2022 - Notícia - Tribuna do Norte,1054,950,1.1094736842105264,49.96947368421053,2756,0,0
Presidente da Caern critica a proposta de privatização - 13/08/2022 - Notícia - Tribuna do Norte,1054,769,1.3706111833550065,117.49154746423928,2821,0,0
Faturamento do comércio cai após áudios com “salve” - 07/10/2022 - Notícia - Tribuna do Norte,1053,868,1.2131336405529953,93.24539170506912,3624,0,0
Norberto volta para brigar por vaga no time campeão - 12/12/2022 - Notícia - Tribuna do Norte,1053,941,1.1190223166843782,39.259298618490966,6437,0,0
Prefeitura e Governo avaliam retirada de manifestantes da Hermes da Fonseca - 10/11/2022 - Notícia - Tribuna do Norte,1053,893,1.179171332586786,50.99776035834267,5506,0,0
"42% dos potiguares vivem com até R$ 497, aponta FGV - 01/07/2022 - Notícia - Tribuna do Norte",1052,838,1.2553699284009547,100.17064439140812,2605,0,0
Apresentador Chico Pinheiro deixa a TV Globo - 29/04/2022 - Notícia - Tribuna do Norte,1052,949,1.1085353003161222,69.52792413066386,2286,0,0
Confira agenda cultural de Natal para este fim de semana; veja detalhes - 20/10/2022 - Notícia - Tribuna do Norte,1052,795,1.3232704402515723,77.55471698113207,4705,0,0
"Divulgado o resultado do concurso para o Censo 2022, do IBGE - 20/05/2022 - Notícia - Tribuna do Norte",1052,888,1.1846846846846846,36.54391891891892,4263,0,0
STJ afasta governador de Alagoas por suspeita de envolvimento em rachadinha - 11/10/2022 - Notícia - Tribuna do Norte,1052,910,1.156043956043956,65.7054945054945,4681,0,0
Dois Brasis - 01/11/2022 - Notícia - Tribuna do Norte,1051,925,1.1362162162162162,158.8918918918919,4579,0,0
FNF inicia preparativos para 2ª Divisão de profissionais e Campeonato Potiguar Sub-19 - 03/06/2022 - Notícia - Tribuna do Norte,1051,790,1.330379746835443,34.74683544303797,3536,0,0
Fátima lidera e Fábio assume o segundo lugar; Cenário mostra empate técnico para Senado - 30/09/2022 - Notícia - Tribuna do Norte,1051,911,1.1536772777167947,88.16684961580681,4930,0,0
Governo entrega casas e obras sociais em Oiticica - 30/06/2022 - Notícia - Tribuna do Norte,1051,857,1.2263710618436405,94.63360560093349,3225,0,0
Italiano é encontrado morto em veleiro à deriva a 26 km da costa de Natal - 10/05/2022 - Notícia - Tribuna do Norte,1051,911,1.1536772777167947,25.69484083424808,3642,0,0
"Nova pílula, menos reações - 20/03/2011 - Notícia - Tribuna do Norte",1051,928,1.1325431034482758,45.519396551724135,4319,0,0
Covid: Saiba quanto tempo se deve esperar para tomar dose de reforço após adoecimento - 21/06/2022 - Notícia - Tribuna do Norte,1050,999,1.0510510510510511,42.466466466466464,2754,0,0
PF prende homem e apreende dinheiro falso e mudas de maconha na Zona Leste de Natal - 04/08/2022 - Notícia - Tribuna do Norte,1050,824,1.2742718446601942,50.064320388349515,2544,0,0
TSE propõe a comandantes da PM restrições a porte de armas nas eleições - 25/08/2022 - Notícia - Tribuna do Norte,1050,869,1.2082853855005753,105.35673187571922,2591,0,0
