# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Tribuna do Norte
# Propriedade: https://tribunadonorte.com.br – GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20220101
# Data de término: 20221231
Título da página e nome da tela,Visualizações,Usuários,Visualizações por usuário,Tempo médio de engajamento,Contagem de eventos,Conversões,Receita total
RN terá R$ 202 milhões em obras de infraestrutura rodoviária em 2022 - 28/05/2022 - Notícia - Tribuna do Norte,3653,3218,1.1351771286513361,122.26165320074581,9794,0,0
Mulher morre depois de se engasgar com caju na Grande Natal - 23/12/2022 - Notícia - Tribuna do Norte,3649,2573,1.4181888845705402,22.13602798289934,13691,0,0
Carreata em apoio a Bolsonaro sai em Natal; Prudente de Morais interditada - 07/09/2022 - Notícia - Tribuna do Norte,3648,2656,1.3734939759036144,46.6144578313253,13469,0,0
PF faz operação em Natal contra grupo que teria desviado auxílio emergencial - 20/04/2022 - Notícia - Tribuna do Norte,3645,3165,1.1516587677725119,90.0432859399684,10461,0,0
"Preço da gasolina cai R$ 0,30 em Natal, quatro dias após corte no ICMS - 05/07/2022 - Notícia - Tribuna do Norte",3645,3270,1.114678899082569,60.96544342507645,9615,0,0
"Em meio a reforma, ABC anuncia mais dois reforços para o elenco - 11/11/2022 - Notícia - Tribuna do Norte",3640,3007,1.2105088127702028,99.24409710675091,22713,0,0
Goleiro da Argentina tenta explicar gesto obsceno com troféu após título - 19/12/2022 - Notícia - Tribuna do Norte,3637,3070,1.1846905537459282,33.00618892508143,19317,0,0
Golpes pela internet crescem no Rio Grande do Norte - 22/04/2022 - Notícia - Tribuna do Norte,3632,3213,1.1304077186430128,139.48926237161533,10083,0,0
"Sest/Senat oferece vagas para instrutor e odontólogo; salários de até R$ 5.536,16 - 12/09/2022 - Notícia - Tribuna do Norte",3632,3161,1.1490034799114204,37.901613413476746,14989,0,0
Órgãos ambientais apuram surgimento de ilha na lagoa de Extremoz - 09/08/2022 - Notícia - Tribuna do Norte,3632,2756,1.3178519593613933,106.89477503628447,9781,0,0
Futuros motoristas terão prazo ampliado para tirar CNH - 14/11/2022 - Notícia - Tribuna do Norte,3629,2785,1.303052064631957,36.17917414721723,21541,0,0
Lula chega em ato público na Arena das Dunas; acompanhe - 16/06/2022 - Notícia - Tribuna do Norte,3623,3091,1.1721125849239729,33.40472339048851,9456,0,0
Coluna: Quadrantes - Tribuna do Norte,3613,899,4.018909899888765,118.22914349276975,7415,0,0
Contribuintes de Natal terão desconto de 16% no IPTU para pagamento à vista - 28/11/2022 - Notícia - Tribuna do Norte,3604,2690,1.3397769516728624,65.38438661710038,26218,0,0
Caminhoneiros bloqueiam rodovias em vinte Estados - 31/10/2022 - Notícia - Tribuna do Norte,3602,3020,1.1927152317880794,68.47880794701987,17702,0,0
Leilão da Caixa oferece mais de 200 imóveis com desconto - 02/12/2022 - Notícia - Tribuna do Norte,3602,2829,1.2732414280664546,33.876634853305056,20562,0,0
Empresa é condenada por não fornecer dinheiro para troco a cobrador de ônibus no RN - 19/04/2022 - Notícia - Tribuna do Norte,3600,3181,1.131719585036152,65.18799119773657,10297,0,0
STTU interdita Hermes da Fonseca por protesto em frente ao Batalhão do Exército - 02/11/2022 - Notícia - Tribuna do Norte,3598,2857,1.2593629681484073,42.297514875743786,14592,0,0
América vence o Pouso Alegre por 2 a 0 e fica perto do título da Série D - 18/09/2022 - Notícia - Tribuna do Norte,3586,2842,1.2617874736101338,94.44229415904293,14091,0,0
Liga Contra o Câncer realiza primeira cirurgia de próstata com método inovador - 23/12/2022 - Notícia - Tribuna do Norte,3582,2974,1.2044384667114996,30.056153328850034,17207,0,0
Carro é 'engolido' por buraco em avenida de Natal - 16/05/2022 - Notícia - Tribuna do Norte,3576,3184,1.1231155778894473,36.34045226130653,8777,0,0
Polícia Civil encontra cabeça de travesti de 15 anos morta há três semanas em Natal - 04/11/2022 - Notícia - Tribuna do Norte,3573,2599,1.3747595228934206,45.68680261639092,19101,0,0
Volante Rafinha acerta com a diretoria alvirrubra - 22/11/2022 - Notícia - Tribuna do Norte,3573,3066,1.1653620352250489,54.26125244618395,25876,0,0
Detran alerta motoristas sobre ativação de radares na Via Costeira - 28/06/2022 - Notícia - Tribuna do Norte,3572,3003,1.1894771894771894,47.57342657342657,9271,0,0
"Após vídeo viralizar, padre de Caicó admite excesso e pede desculpas - 06/07/2022 - Notícia - Tribuna do Norte",3569,3057,1.1674844618907425,98.14491331370625,9550,0,0
Estação de tratamento de esgotos rompe e ameaça população de Pium - 05/07/2022 - Notícia - Tribuna do Norte,3568,2913,1.2248541023000343,46.35015447991761,9002,0,0
ABC segura empate importante no Barradão e está a três pontos do acesso - 04/09/2022 - Notícia - Tribuna do Norte,3567,2993,1.1917808219178083,98.67290344136318,12976,0,0
"Em jogo disputado, ABC vence Volta Redonda e é vice-líder da Série C - 08/05/2022 - Notícia - Tribuna do Norte",3566,2929,1.2174803687265279,115.89962444520314,9134,0,0
Homem é preso por crime de tráfico de drogas na BR-101 na Grande Natal - 13/10/2022 - Notícia - Tribuna do Norte,3559,2779,1.2806765023389708,54.58582223821519,13326,0,0
Operações com Pix passam a ser monitoradas pelo Fisco Estadual - 25/05/2022 - Notícia - Tribuna do Norte,3559,2840,1.253169014084507,53.139788732394365,10930,0,0
"Styvenson, Girão e mais três senadores pedem impeachment de ministro Barroso - 23/11/2022 - Notícia - Tribuna do Norte",3554,3048,1.166010498687664,45.94881889763779,24501,0,0
Arquitetando o futuro: Cidade Alvinegra é pensada pela diretoria do ABC - 02/07/2022 - Notícia - Tribuna do Norte,3549,3064,1.158289817232376,131.80156657963445,9302,0,0
Marchiori quer ABC com os 'pés fincados' no chão para tentar classificação - 29/08/2022 - Notícia - Tribuna do Norte,3547,2767,1.281893747741236,131.69714492229852,8977,0,0
Processo de Wendel Lagartixa é pautado no TSE - 14/10/2022 - Notícia - Tribuna do Norte,3541,2440,1.4512295081967213,54.33729508196721,15335,0,0
América joga bem e mesmo com derrota por 1 a 0 conquista título inédito - 25/09/2022 - Notícia - Tribuna do Norte,3538,2857,1.238361918095905,80.71473573678684,17008,0,0
"No RN, crise deixa 227 mil pessoas sem ônibus intermunicipais - 23/04/2022 - Notícia - Tribuna do Norte",3537,3054,1.1581532416502947,149.762278978389,9096,0,0
Homens são mortos na Zona Norte de Natal - 30/08/2022 - Notícia - Tribuna do Norte,3533,2435,1.4509240246406572,40.66036960985626,8243,0,0
Perfil do Moto Club responde torcedores do América: 'sábado você vai chorar' - 08/08/2022 - Notícia - Tribuna do Norte,3532,2548,1.3861852433281006,64.01334379905809,9861,0,0
Senador protocola pedido de impeachment de Alexandre de Moraes - 22/09/2022 - Notícia - Tribuna do Norte,3532,2944,1.1997282608695652,62.43580163043478,16258,0,0
Inscrições para concurso do INSS são prorrogadas para esta terça-feira - 04/10/2022 - Notícia - Tribuna do Norte,3529,2882,1.2244968771686329,49.205412907702986,18714,0,0
PM reformado condenado por estupro de vulnerável é preso em Natal - 21/09/2022 - Notícia - Tribuna do Norte,3529,2614,1.3500382555470543,70.64804896710022,14581,0,0
"Gilmar libera R$ 5,5 mi para Lula e quatro filhos com Marisa - 09/11/2022 - Notícia - Tribuna do Norte",3525,2826,1.2473460721868366,59.60969568294409,20173,0,0
Mais um advogado é preso por suspeita de levar mensagens a líderes de facções em presídios - 08/08/2022 - Notícia - Tribuna do Norte,3524,2613,1.3486414083429008,68.41063911213165,8957,0,0
Semana da Pátria é iniciada em Natal na Praça Cívica - 01/09/2022 - Notícia - Tribuna do Norte,3524,2660,1.324812030075188,53.16654135338346,13536,0,0
Começou a disputa para o segundo Porto do RN - 25/06/2022 - Notícia - Tribuna do Norte,3520,3039,1.1582757486015136,100.39717012175058,10055,0,0
Bancada federal do Rio Grande do Norte tem 50% de renovação - 03/10/2022 - Notícia - Tribuna do Norte,3516,2926,1.2016404647983596,93.02187286397813,14201,0,0
Juíza do RN morreu com tiro no peito; IML liberou o corpo - 18/05/2022 - Notícia - Tribuna do Norte,3516,3027,1.1615460852329038,94.81863230921705,9315,0,0
Governo Federal entrega trecho da duplicação da Reta Tabajara - 29/04/2022 - Notícia - Tribuna do Norte,3512,2853,1.2309849281458114,84.22502628811777,8509,0,0
Manifestantes queimam pneus e interditam parcialmente BR-101 em Natal - 10/10/2022 - Notícia - Tribuna do Norte,3509,2929,1.198019801980198,40.97678388528508,14247,0,0
Bancos e comércio terão horário reduzido na segunda-feira (28) - 26/11/2022 - Notícia - Tribuna do Norte,3495,2863,1.2207474676912329,64.7778553964373,25486,0,0
Espécie de tubarão capturado no litoral potiguar não corre risco de extinção; entenda - 20/07/2022 - Notícia - Tribuna do Norte,3494,3083,1.1333117093739864,54.55530327602984,9872,0,0
Engorda de Ponta Negra poderá frear erosão no Morro do Careca - 25/08/2022 - Notícia - Tribuna do Norte,3491,2781,1.2553038475368572,83.24523552678893,9540,0,0
Servidor responsável por inserções da propaganda eleitoral é exonerado pelo TSE - 26/10/2022 - Notícia - Tribuna do Norte,3486,2895,1.2041450777202072,39.41934369602763,17534,0,0
Vias de Natal serão interditadas para eventos esportivos; entenda - 15/10/2022 - Notícia - Tribuna do Norte,3485,2636,1.3220789074355084,37.99582701062216,13798,0,0
Técnicos do TCE sugerem suspensão de concurso da Assembleia Legislativa - 25/07/2022 - Notícia - Tribuna do Norte,3484,2985,1.1671691792294807,64.35477386934673,9359,0,0
Quatro deputados eleitos no RN gastaram mais que média nacional - 19/11/2022 - Notícia - Tribuna do Norte,3479,3113,1.1175714744619338,83.5342113716672,21757,0,0
"Bandido beija testa de mulher, pede desculpas e dá boa tarde durante assalto em Parnamirim - 22/07/2022 - Notícia - Tribuna do Norte",3476,3127,1.1116085705148704,41.11128877518388,8147,0,0
Cruzamento da avenida Nevaldo Rocha com Salgado filho está interditado devido à ato público - 15/07/2022 - Notícia - Tribuna do Norte,3476,3036,1.144927536231884,31.29874835309618,8890,0,0
Primeiro e único: Bola de Prata de Alberi pelo ABC completa 50 anos - 28/08/2022 - Notícia - Tribuna do Norte,3474,2454,1.4156479217603912,143.0558272208639,10816,0,0
Sábado de Bênçãos - Território Livre,3474,638,5.445141065830721,62.39968652037618,5803,0,0
Navio-Patrulha 'Goiana' abre para visitação pública domingo (5) em Natal - 03/06/2022 - Notícia - Tribuna do Norte,3469,2913,1.190868520425678,47.24922760041195,9465,0,0
Consignados seguem sem prazo para retorno no RN - 13/10/2022 - Notícia - Tribuna do Norte,3466,2714,1.2770817980840088,97.5840088430361,13787,0,0
JPNews Natal: reveja narração do gol do acesso do América - 29/08/2022 - Notícia - Tribuna do Norte,3466,2591,1.3377074488614435,24.723658818988806,8415,0,0
Natal ganha um novo espaço multicultural - 23/11/2022 - Notícia - Tribuna do Norte,3461,2865,1.2080279232111693,50.03804537521815,23400,0,0
Potiguar campeã da Copa América com o Brasil é recebida com carreata no RN - 04/08/2022 - Notícia - Tribuna do Norte,3460,2583,1.3395276809910956,51.13317847464189,8559,0,0
Justiça suspende efeitos de portaria que estabeleceu 'lei seca' nas eleições no RN - 30/09/2022 - Notícia - Tribuna do Norte,3457,2589,1.3352645809192738,52.754731556585554,14260,0,0
Trecho da Avenida Salgado Filho será interditado nesta quinta-feira (11) - 10/08/2022 - Notícia - Tribuna do Norte,3448,2528,1.3639240506329113,37.267800632911396,8204,0,0
Turma da Mônica desembarca em Natal para encontro com fãs no fim de semana - 07/07/2022 - Notícia - Tribuna do Norte,3448,2800,1.2314285714285715,64.08607142857143,9223,0,0
"'Forçação de barra', diz secretário sobre inquérito do MPRN sobre manifestações em Natal - 11/11/2022 - Notícia - Tribuna do Norte",3446,2866,1.2023726448011165,60.29727843684578,20757,0,0
Inmet emite aviso de chuvas para 22 municípios do litoral potiguar - 27/06/2022 - Notícia - Tribuna do Norte,3446,3069,1.1228413163897035,34.722710980775496,8696,0,0
"Jovem é assassinado na frente dos pais, esposa e filho em bairro na zona Norte de Natal - 21/12/2022 - Notícia - Tribuna do Norte",3446,2443,1.4105607859189522,28.88866148178469,13655,0,0
Mulher é morta pelo marido na Zona Oeste de Natal - 12/07/2022 - Notícia - Tribuna do Norte,3444,3118,1.104554201411161,45.63630532392559,8086,0,0
Álvaro Dias: 'Quero agradecer ao presidente que mais trabalhou por Natal' - 17/06/2022 - Notícia - Tribuna do Norte,3438,3021,1.138033763654419,36.98444223766965,9228,0,0
Homem é executado em casa e esposa grávida passa mal na Grande Natal - 05/05/2022 - Notícia - Tribuna do Norte,3434,3049,1.1262709084945883,41.09052148245326,8127,0,0
"Após internação durante a semana, Anitta se apresenta neste sábado (10) em Natal - 10/12/2022 - Notícia - Tribuna do Norte",3431,2765,1.240867992766727,13.932730560578662,22260,0,0
Barreira de contenção próximo ao Instituto do Cérebro cai nessa quinta-feira (2) - 02/06/2022 - Notícia - Tribuna do Norte,3431,3044,1.1271353482260185,44.75854139290407,8923,0,0
"Colunista social é encontrado morto em casa, no Seridó - 30/09/2022 - Notícia - Tribuna do Norte",3429,2791,1.2285919025438912,65.21855965603726,15007,0,0
Natal passa a contar com sinal 5G a partir de segunda-feira - 31/08/2022 - Notícia - Tribuna do Norte,3429,2620,1.3087786259541985,58.69083969465649,9169,0,0
STTU divulga pontos de alagamento em Natal; confira - 23/08/2022 - Notícia - Tribuna do Norte,3426,2586,1.3248259860788862,61.73395204949729,8764,0,0
TJRN concede liminar e determina a volta do prefeito de João Dias (RN) ao cargo - Blog do Heitor Gregório,3426,2208,1.5516304347826086,53.75271739130435,9975,0,0
Justiça suspende cobrança de IPTU em área não edificante de Natal - 12/09/2022 - Notícia - Tribuna do Norte,3413,2732,1.249267935578331,54.55966325036603,13156,0,0
Incêndio atinge galpão com fogos de artifício em Parnamirim e deixa feridos - 28/12/2022 - Notícia - Tribuna do Norte,3412,2582,1.3214562354763748,12.707203718048024,12655,0,0
Ricardo Savini: 'Vamos investir R$ 7 bilhões nos próximos dez anos no RN' - 16/12/2022 - Notícia - Tribuna do Norte,3400,2968,1.1455525606469004,40.43092991913747,19131,0,0
Feto é encontrado dentro de lixeira na Zona Sul de Natal - 19/07/2022 - Notícia - Tribuna do Norte,3398,3057,1.1115472685639516,37.40857049394832,8387,0,0
Febre das figurinhas antecipa o clima de Copa do Mundo em Natal - 03/09/2022 - Notícia - Tribuna do Norte,3397,2695,1.260482374768089,81.6834879406308,14571,0,0
"Cinco homens mortos no interior do RN podem estar envolvidos com facção criminosa, diz delegado - 10/10/2022 - Notícia - Tribuna do Norte",3394,2589,1.3109308613364232,59.840478949401316,12858,0,0
Marido de candidata ao Governo de Pernambuco morre de infarto fulminante - Blog do Heitor Gregório,3392,3094,1.0963154492566258,26.513897866839045,11204,0,0
ABC terá novidades na escalação para jogo contra Altos - 02/05/2022 - Notícia - Tribuna do Norte,3391,2834,1.1965419901199719,97.47776993648553,8712,0,0
Motoristas de Natal criticam aumento do valor do combustível - 28/09/2022 - Notícia - Tribuna do Norte,3390,2727,1.2431243124312432,68.0971763843051,16132,0,0
Manifestantes montam acampamento na Hermes da Fonseca - 07/11/2022 - Notícia - Tribuna do Norte,3388,2806,1.2074126870990733,52.18175338560228,13987,0,0
Viva+RN Via Costeira será quinzenal a partir deste domingo - 12/05/2022 - Notícia - Tribuna do Norte,3388,2928,1.157103825136612,45.630122950819676,9558,0,0
Macaco é flagrado 'amolando' faca no Piauí; veja vídeo - 23/06/2022 - Notícia - Tribuna do Norte,3387,2541,1.332939787485242,20.39000393545848,10194,0,0
Partage Norte Shopping comemora bons resultados do primeiro semestre e traz grande inauguração com o Curió - 23/07/2022 - Notícia - Tribuna do Norte,3380,3083,1.096334738890691,64.01394745377878,8449,0,0
Sine oferece 36 vagas de empregos em Natal e interior; veja - 18/07/2022 - Notícia - Tribuna do Norte,3379,3012,1.1218459495351925,36.507636122177956,9482,0,0
Festejos juninos de Natal começam nesta sexta (03); confira - 31/05/2022 - Notícia - Tribuna do Norte,3377,2841,1.188665962689194,80.53537486800423,9514,0,0
ABC anuncia mais dois jogadores para a sequência da Série C - 13/07/2022 - Notícia - Tribuna do Norte,3376,2860,1.1804195804195805,62.81818181818182,9723,0,0
"Estacionamento ao lado de praças, jardins e canteiros centrais volta a ser proibido em Natal - 19/05/2022 - Notícia - Tribuna do Norte",3375,2902,1.1629910406616126,45.784286698828396,8603,0,0
Morre médico caicoense renomado em São Paulo; Unifesp emite nota de pesar - Blog do Heitor Gregório,3373,2708,1.2455686853766617,44.18574593796159,9822,0,0
Homem morre após tentativa de roubo de fios de alta tensão na Cidade Alta - 25/05/2022 - Notícia - Tribuna do Norte,3370,3013,1.1184865582475938,36.98639230003319,7908,0,0
Confira a previsão do tempo em Natal nesta quinta-feira - 21/07/2022 - Notícia - Tribuna do Norte,3369,2943,1.1447502548419979,37.10907237512742,8839,0,0
Promoção de gasolina gera fila de 200 carros na zona Sul de Natal - 02/06/2022 - Notícia - Tribuna do Norte,3368,3040,1.1078947368421053,40.72532894736842,8542,0,0
Acusados de matar funcionário da Caern são condenados a penas de 18 e 21 anos de prisão - 04/08/2022 - Notícia - Tribuna do Norte,3366,2241,1.502008032128514,96.85943775100401,8688,0,0
Criminosos explodem duas agência bancárias na região Seridó do RN - 03/08/2022 - Notícia - Tribuna do Norte,3366,2461,1.367736692401463,46.160910199106056,8600,0,0
América faz 8 a 1 no Crato e vai para última rodada dependendo apenas de si - 10/07/2022 - Notícia - Tribuna do Norte,3362,3000,1.1206666666666667,79.89233333333334,8411,0,0
"Bandidos interceptam ônibus escolar, roubam alunos e atiram contra ocupantes - 11/05/2022 - Notícia - Tribuna do Norte",3362,2988,1.1251673360107095,43.110441767068274,8230,0,0
Lições de vida de médico natalense são contadas em biografia; confira - 03/08/2022 - Notícia - Tribuna do Norte,3358,2398,1.4003336113427856,110.5208507089241,8552,0,0
"Maternidade Leide Morais, na Zona Norte de Natal, corre risco de fechamento - 08/11/2022 - Notícia - Tribuna do Norte",3350,2462,1.3606823720552397,50.819252640129974,15055,0,0
Homem é preso após tentar praticar assalto em estacionamento de shopping em Natal - 28/10/2022 - Notícia - Tribuna do Norte,3349,2764,1.2116497829232995,34.65738060781476,15539,0,0
Polícia Civil pede apoio para encontrar funcionário de padaria desaparecido há uma semana - 21/10/2022 - Notícia - Tribuna do Norte,3346,2607,1.2834675872650556,42.14269275028769,16659,0,0
Ciclista é assassinado na Zona Leste de Natal - 30/06/2022 - Notícia - Tribuna do Norte,3344,2964,1.1282051282051282,37.930836707152494,8053,0,0
"Prefeitos serão decisivos para vitória de Bolsonaro, diz Agripino - 08/10/2022 - Notícia - Tribuna do Norte",3344,2630,1.2714828897338404,130.1125475285171,12521,0,0
"Rogério Marinho responde a Lula: ""O que importa é ter estatura moral"" - 16/06/2022 - Notícia - Tribuna do Norte",3344,2878,1.161917998610146,48.65983321751216,8329,0,0
Sete partidos do RN declaram que terão candidatos a senador - 07/05/2022 - Notícia - Tribuna do Norte,3344,2832,1.1807909604519775,78.77436440677967,9929,0,0
Governo do RN abre bolsas de pesquisa para mestres e graduados; remuneração de até R$ 3.000 - 19/07/2022 - Notícia - Tribuna do Norte,3341,2870,1.1641114982578398,33.16515679442509,8737,0,0
Bloqueios na Felizardo Moura serão parciais; veja como vai ficar - 16/09/2022 - Notícia - Tribuna do Norte,3332,2539,1.3123276880661678,107.78219771563607,12851,0,0
Dupla usa fardas de garis e assalta mulher em estacionamento de loja; houve tiroteio - 27/07/2022 - Notícia - Tribuna do Norte,3331,2942,1.1322229775662815,55.322569680489465,7583,0,0
Objeto de desejo: Campeonato Potiguar 2023 deve ser um dos melhores dos últimos anos - 22/10/2022 - Notícia - Tribuna do Norte,3327,2716,1.2249631811487482,116.30964653902798,13840,0,0
Semana no RN terá mais chuvas; confira previsão do tempo - 16/05/2022 - Notícia - Tribuna do Norte,3321,3024,1.0982142857142858,44.08167989417989,8611,0,0
Polícia Civil realizará leilão de veículos nesta sexta-feira - 26/07/2022 - Notícia - Tribuna do Norte,3319,2770,1.1981949458483754,36.458483754512635,9188,0,0
Câmara está a 33 assinaturas de abrir CPI contra ministros do STF - 23/11/2022 - Notícia - Tribuna do Norte,3318,2839,1.168721380767876,62.29129975343431,23082,0,0
"Ídolo do ABC, ex-zagueiro segue como interino do Guarani/SP na Série B - 12/05/2022 - Notícia - Tribuna do Norte",3318,3013,1.1012280119482243,50.35413209425821,9791,0,0
Governo federal vai investir R$ 9 milhões em obras da CBTU na Grande Natal - 01/07/2022 - Notícia - Tribuna do Norte,3317,2779,1.1935948182799567,90.58690176322418,10164,0,0
"Assaltos, arrastões e homicídios preocupam entidades da segurança - 10/10/2022 - Notícia - Tribuna do Norte",3316,2766,1.1988430947216198,109.1767895878525,14566,0,0
"Em Felipe Camarão, BR-226 fica interditada por tempo indeterminado - 03/07/2022 - Notícia - Tribuna do Norte",3315,2696,1.2295994065281899,47.26817507418398,8298,0,0
Forte chuva causa transtornos em Natal nesta segunda-feira (23); veja pontos de alagamento - 23/05/2022 - Notícia - Tribuna do Norte,3312,2882,1.1492019430950728,57.5763358778626,8539,0,0
Justiça eleitoral defere candidatura do ex-policial Wendel Lagartixa - 12/09/2022 - Notícia - Tribuna do Norte,3312,2723,1.2163055453543885,76.40102827763496,12701,0,0
Delegada expede intimações no caso de injúria racial em condomínio na zona Sul de Natal - 14/12/2022 - Notícia - Tribuna do Norte,3309,2722,1.2156502571638501,47.57898603967671,18055,0,0
"Com maior chuva em 24 anos, Natal entra em calamidade pública - 05/07/2022 - Notícia - Tribuna do Norte",3308,2826,1.1705590941259731,58.68011323425336,9249,0,0
Vídeo mostra diretor sendo agredido por acompanhante de criança em ala pediátrica de hospital; veja - 08/05/2022 - Notícia - Tribuna do Norte,3306,2565,1.288888888888889,34.74346978557505,7958,0,0
Arquidiocese divulga programação de Corpus Christi; veja horários das missas - 13/06/2022 - Notícia - Tribuna do Norte,3294,2758,1.1943437273386512,32.93509789702683,12292,0,0
Inmet emite alerta amarelo para sete municípios do RN - 23/08/2022 - Notícia - Tribuna do Norte,3293,2658,1.2389014296463507,47.65349887133183,8854,0,0
Programa de empregabilidade para jovens está com inscrições abertas - 16/11/2022 - Notícia - Tribuna do Norte,3293,2476,1.329967689822294,39.22859450726979,20762,0,0
América é recepcionado pelos torcedores com festa em Natal - 22/08/2022 - Notícia - Tribuna do Norte,3292,2488,1.3231511254019293,54.0016077170418,8265,0,0
Fátima e Carlos Eduardo posam juntos para formalizar aliança entre PT e PDT - 11/05/2022 - Notícia - Tribuna do Norte,3291,2784,1.1821120689655173,58.46228448275862,8899,0,0
Justiça determina que Governo do RN divulgue índices de violência - 07/10/2022 - Notícia - Tribuna do Norte,3289,2577,1.276290259992239,45.79045401629802,11303,0,0
Paraná Pesquisas: Bolsonaro e Lula estão empatados tecnicamente; confira - 20/10/2022 - Notícia - Tribuna do Norte,3282,2707,1.212412264499446,41.15884743258219,14113,0,0
Wallyson é incógnita no Alvinegro - 30/05/2022 - Notícia - Tribuna do Norte,3282,2834,1.1580804516584333,116.60303458009881,8091,0,0
Cruzamento da Ayrton Senna com Avenida das Alagoas será liberado em até cinco dias - 06/07/2022 - Notícia - Tribuna do Norte,3276,2855,1.1474605954465849,28.3415061295972,8386,0,0
Caxias faz 1 a 0 e consegue segurar a vitória mesmo sem o lateral-esquerda Renan Siqueira - 20/08/2022 - Notícia - Tribuna do Norte,3275,2444,1.3400163666121112,90.87684124386251,7785,0,0
Dez hospitais estão com UTIs Covid 100% ocupadas no Rio Grande do Norte; veja vídeo - 28/11/2022 - Notícia - Tribuna do Norte,3272,2515,1.3009940357852883,56.38290258449304,22936,0,0
Vazamento afeta abastecimento de água em oito bairros na Grande Natal - 24/10/2022 - Notícia - Tribuna do Norte,3270,2461,1.3287281592848437,28.290125965054855,14204,0,0
Polícia Militar prende bando que fez arrastão e sequestrou primeira-dama de Riacho da Cruz - 20/07/2022 - Notícia - Tribuna do Norte,3269,2810,1.1633451957295373,79.30996441281138,8331,0,0
"Styvenson admite possibilidade de disputar Governo do RN, mas suplente é entrave - 05/05/2022 - Notícia - Tribuna do Norte",3263,2880,1.132986111111111,101.92916666666666,7753,0,0
Natal ganha Dique flutuante para reparos de barcos e navios - 20/05/2022 - Notícia - Tribuna do Norte,3259,2786,1.1697774587221823,90.40452261306532,9130,0,0
Começa venda de ingressos para show de Chico Buarque em Natal; bilhetes custam até R$ 700 - 24/06/2022 - Notícia - Tribuna do Norte,3257,2780,1.1715827338129496,38.59964028776979,10213,0,0
"Instalação da Estátua da Havan não contém ilegalidades, diz Semurb - 09/06/2022 - Notícia - Tribuna do Norte",3256,2891,1.1262538913870632,82.83846419923901,9227,0,0
América vence Jacuipense por 1 a 0 e fica a um empate da classificação - 24/07/2022 - Notícia - Tribuna do Norte,3255,2875,1.1321739130434783,77.88973913043478,8198,0,0
PL confirma candidatura de PM preso por suspeita de participação em triplo homicídio - 03/08/2022 - Notícia - Tribuna do Norte,3254,2603,1.2500960430272763,59.428736073761044,8181,0,0
Quadrilha detona explosivos em cofre de posto de combustíveis no interior do RN - 07/11/2022 - Notícia - Tribuna do Norte,3253,2555,1.2731898238747554,48.30998043052838,12553,0,0
ABC traz novo reforço para o ataque - 26/04/2022 - Notícia - Tribuna do Norte,3251,2728,1.191715542521994,112.5216275659824,8510,0,0
Itep publica portaria com alternativa para ocupação de 10 vagas não preenchidas no concurso - 10/11/2022 - Notícia - Tribuna do Norte,3251,2675,1.2153271028037382,53.797757009345794,17932,0,0
Governo vai pagar R$ 60 milhões do 13º em 2023 - 22/12/2022 - Notícia - Tribuna do Norte,3249,2463,1.3191230207064555,48.676816889971576,13372,0,0
América se aproxima do acesso - 13/08/2022 - Notícia - Tribuna do Norte,3245,2663,1.2185505069470521,101.3161847540368,7341,0,0
"Segundo Bira, Wallyson fica no ABC - 23/05/2022 - Notícia - Tribuna do Norte",3245,2857,1.135806790339517,124.91599579979,8381,0,0
Matuê fará show em Natal em julho - 03/05/2022 - Notícia - Tribuna do Norte,3241,2565,1.2635477582846004,27.90877192982456,10175,0,0
Coligação de Fátima e Carlos Eduardo entra com ação contra Rafael - 26/08/2022 - Notícia - Tribuna do Norte,3240,2582,1.254841208365608,90.76413632842758,8568,0,0
Mais de 60% dos eleitores do RN não sabem em quem votar para deputados - 30/08/2022 - Notícia - Tribuna do Norte,3238,2621,1.2354063334605112,23.78481495612362,11697,0,0
"Conheça a história de Maria Boa, personagem icônica da segunda guerra mundial em Natal que completaria 100 anos em 2020 - 12/12/2020 - Notícia - Tribuna do Norte",3235,2344,1.3801194539249146,138.97525597269623,12602,0,0
Erasmo Carlos morre aos 81 anos no Rio de Janeiro - 22/11/2022 - Notícia - Tribuna do Norte,3233,2322,1.392334194659776,54.01808785529716,21526,0,0
Banhistas são assaltados e presos em barraca no litoral Norte - 13/06/2022 - Notícia - Tribuna do Norte,3226,2910,1.1085910652920963,44.33848797250859,8994,0,0
Edson Vieira é desligado do América após polêmica sobre vacinação - 01/05/2022 - Notícia - Tribuna do Norte,3226,2815,1.1460035523978687,54.87353463587922,7158,0,0
"Em Natal, 7 pontos concentram 28% dos homicídios - 24/08/2021 - Notícia - Tribuna do Norte",3221,2536,1.2701104100946372,68.3083596214511,13420,0,0
Petrobras Jovem Aprendiz tem 734 vagas em Natal e outros 14 estados - 18/04/2022 - Notícia - Tribuna do Norte,3221,2365,1.3619450317124735,63.79915433403806,9856,0,0
Fim de semana tem previsão de chuvas em Natal - 15/07/2022 - Notícia - Tribuna do Norte,3218,2863,1.1239958085923856,39.605658400279424,8056,0,0
'Avatar' retorna aos cinemas como preparação para ‘O caminho da Água’ - 24/09/2022 - Notícia - Tribuna do Norte,3217,2821,1.140375753278979,49.92874867068416,17499,0,0
